Weekly,USMexAdjClose
2020-06-15,22.62910080
2020-06-22,23.04899979
2020-06-29,22.37158012
2020-07-06,22.43899918
2020-07-13,22.53170013
2020-07-20,22.27179909
2020-07-27,22.26269913
2020-08-03,22.37800026
2020-08-10,21.94840050
2020-08-17,21.96260071
2020-08-24,21.73940086
2020-08-31,21.55299950
2020-09-07,21.26049995
2020-09-14,21.12840080
2020-09-21,22.33279991
2020-09-28,21.62030029
2020-10-05,21.12008095
2020-10-12,21.12820053
2020-10-19,20.85050011
2020-10-26,21.34560013
2020-11-02,20.56100082
2020-11-09,20.39100075
2020-11-16,20.09199905
2020-11-23,20.02720070
2020-11-30,19.76180077
2020-12-07,20.12509918
2020-12-14,19.92449951
2020-12-21,19.86709976
2020-12-28,19.87450027
