Week,urban_pop
1962-07-09,130658043.41509435
1962-07-16,130709222.24528302
1962-07-23,130760401.0754717
1962-07-30,130811579.90566038
1962-08-06,130862758.73584905
1962-08-13,130913937.56603773
1962-08-20,130965116.39622642
1962-08-27,131016295.2264151
1962-09-03,131067474.05660377
1962-09-10,131118652.88679245
1962-09-17,131169831.71698113
1962-09-24,131221010.5471698
1962-10-01,131272189.3773585
1962-10-08,131323368.20754717
1962-10-15,131374547.03773585
1962-10-22,131425725.86792453
1962-10-29,131476904.6981132
1962-11-05,131528083.52830188
1962-11-12,131579262.35849057
1962-11-19,131630441.18867925
1962-11-26,131681620.01886792
1962-12-03,131732798.8490566
1962-12-10,131783977.67924528
1962-12-17,131835156.50943395
1962-12-24,131886335.33962265
1962-12-31,131937514.16981132
1963-01-07,131988693.0
1963-01-14,132039206.67307693
1963-01-21,132089720.34615384
1963-01-28,132140234.01923077
1963-02-04,132190747.6923077
1963-02-11,132241261.36538461
1963-02-18,132291775.03846154
1963-02-25,132342288.71153846
1963-03-04,132392802.38461539
1963-03-11,132443316.0576923
1963-03-18,132493829.73076923
1963-03-25,132544343.40384616
1963-04-01,132594857.07692307
1963-04-08,132645370.75
1963-04-15,132695884.42307693
1963-04-22,132746398.09615384
1963-04-29,132796911.76923077
1963-05-06,132847425.4423077
1963-05-13,132897939.11538461
1963-05-20,132948452.78846154
1963-05-27,132998966.46153846
1963-06-03,133049480.13461539
1963-06-10,133099993.8076923
1963-06-17,133150507.48076923
1963-06-24,133201021.15384616
1963-07-01,133251534.82692307
1963-07-08,133302048.5
1963-07-15,133352562.17307693
1963-07-22,133403075.84615384
1963-07-29,133453589.51923077
1963-08-05,133504103.1923077
1963-08-12,133554616.86538461
1963-08-19,133605130.53846154
1963-08-26,133655644.21153846
1963-09-02,133706157.88461539
1963-09-09,133756671.5576923
1963-09-16,133807185.23076923
1963-09-23,133857698.90384616
1963-09-30,133908212.57692307
1963-10-07,133958726.25
1963-10-14,134009239.92307693
1963-10-21,134059753.59615384
1963-10-28,134110267.26923077
1963-11-04,134160780.9423077
1963-11-11,134211294.61538461
1963-11-18,134261808.28846154
1963-11-25,134312321.96153846
1963-12-02,134362835.6346154
1963-12-09,134413349.30769232
1963-12-16,134463862.98076922
1963-12-23,134514376.65384614
1963-12-30,134564890.32692307
1964-01-06,134615404.0
1964-01-13,134665415.19230768
1964-01-20,134715426.3846154
1964-01-27,134765437.57692307
1964-02-03,134815448.76923078
1964-02-10,134865459.96153846
1964-02-17,134915471.15384614
1964-02-24,134965482.34615386
1964-03-02,135015493.53846154
1964-03-09,135065504.73076922
1964-03-16,135115515.92307693
1964-03-23,135165527.1153846
1964-03-30,135215538.30769232
1964-04-06,135265549.5
1964-04-13,135315560.69230768
1964-04-20,135365571.8846154
1964-04-27,135415583.07692307
1964-05-04,135465594.26923078
1964-05-11,135515605.46153846
1964-05-18,135565616.65384614
1964-05-25,135615627.84615386
1964-06-01,135665639.03846154
1964-06-08,135715650.23076922
1964-06-15,135765661.42307693
1964-06-22,135815672.6153846
1964-06-29,135865683.80769232
1964-07-06,135915695.0
1964-07-13,135965706.19230768
1964-07-20,136015717.3846154
1964-07-27,136065728.57692307
1964-08-03,136115739.76923078
1964-08-10,136165750.96153846
1964-08-17,136215762.15384614
1964-08-24,136265773.34615386
1964-08-31,136315784.53846154
1964-09-07,136365795.73076922
1964-09-14,136415806.92307693
1964-09-21,136465818.1153846
1964-09-28,136515829.30769232
1964-10-05,136565840.5
1964-10-12,136615851.69230768
1964-10-19,136665862.8846154
1964-10-26,136715874.07692307
1964-11-02,136765885.26923078
1964-11-09,136815896.46153846
1964-11-16,136865907.65384614
1964-11-23,136915918.84615386
1964-11-30,136965930.03846154
1964-12-07,137015941.23076922
1964-12-14,137065952.42307693
1964-12-21,137115963.6153846
1964-12-28,137165974.80769232
1965-01-05,137215986.0
1965-01-12,137263044.98076922
1965-01-19,137310103.96153846
1965-01-26,137357162.94230768
1965-02-02,137404221.92307693
1965-02-09,137451280.90384614
1965-02-16,137498339.8846154
1965-02-23,137545398.8653846
1965-03-02,137592457.84615386
1965-03-09,137639516.82692307
1965-03-16,137686575.80769232
1965-03-23,137733634.78846154
1965-03-30,137780693.76923078
1965-04-06,137827752.75
1965-04-13,137874811.73076922
1965-04-20,137921870.71153846
1965-04-27,137968929.69230768
1965-05-04,138015988.67307693
1965-05-11,138063047.65384614
1965-05-18,138110106.6346154
1965-05-25,138157165.6153846
1965-06-01,138204224.59615386
1965-06-08,138251283.57692307
1965-06-15,138298342.55769232
1965-06-22,138345401.53846154
1965-06-29,138392460.51923078
1965-07-06,138439519.5
1965-07-13,138486578.48076922
1965-07-20,138533637.46153846
1965-07-27,138580696.44230768
1965-08-03,138627755.42307693
1965-08-10,138674814.40384614
1965-08-17,138721873.3846154
1965-08-24,138768932.3653846
1965-08-31,138815991.34615386
1965-09-07,138863050.32692307
1965-09-14,138910109.30769232
1965-09-21,138957168.28846154
1965-09-28,139004227.26923078
1965-10-05,139051286.25
1965-10-12,139098345.23076922
1965-10-19,139145404.21153846
1965-10-26,139192463.19230768
1965-11-02,139239522.17307693
1965-11-09,139286581.15384614
1965-11-16,139333640.1346154
1965-11-23,139380699.1153846
1965-11-30,139427758.09615386
1965-12-07,139474817.07692307
1965-12-14,139521876.05769232
1965-12-21,139568935.03846154
1965-12-28,139615994.01923078
1966-01-03,139663053.0
1966-01-10,139708161.65384614
1966-01-17,139753270.30769232
1966-01-24,139798378.96153846
1966-01-31,139843487.6153846
1966-02-07,139888596.26923078
1966-02-14,139933704.92307693
1966-02-21,139978813.57692307
1966-02-28,140023922.23076922
1966-03-07,140069030.8846154
1966-03-14,140114139.53846154
1966-03-21,140159248.19230768
1966-03-28,140204356.84615386
1966-04-04,140249465.5
1966-04-11,140294574.15384614
1966-04-18,140339682.80769232
1966-04-25,140384791.46153846
1966-05-02,140429900.1153846
1966-05-09,140475008.76923078
1966-05-16,140520117.42307693
1966-05-23,140565226.07692307
1966-05-30,140610334.73076922
1966-06-06,140655443.3846154
1966-06-13,140700552.03846154
1966-06-20,140745660.69230768
1966-06-27,140790769.34615386
1966-07-04,140835878.0
1966-07-11,140880986.65384614
1966-07-18,140926095.30769232
1966-07-25,140971203.96153846
1966-08-01,141016312.6153846
1966-08-08,141061421.26923078
1966-08-15,141106529.92307693
1966-08-22,141151638.57692307
1966-08-29,141196747.23076922
1966-09-05,141241855.8846154
1966-09-12,141286964.53846154
1966-09-19,141332073.19230768
1966-09-26,141377181.84615386
1966-10-03,141422290.5
1966-10-10,141467399.15384614
1966-10-17,141512507.80769232
1966-10-24,141557616.46153846
1966-10-31,141602725.1153846
1966-11-07,141647833.76923078
1966-11-14,141692942.42307693
1966-11-21,141738051.07692307
1966-11-28,141783159.73076922
1966-12-05,141828268.3846154
1966-12-12,141873377.03846154
1966-12-19,141918485.69230768
1966-12-26,141963594.34615386
1967-01-02,142008703.0
1967-01-09,142052550.19230768
1967-01-16,142096397.3846154
1967-01-23,142140244.57692307
1967-01-30,142184091.76923078
1967-02-06,142227938.96153846
1967-02-13,142271786.15384614
1967-02-20,142315633.34615386
1967-02-27,142359480.53846154
1967-03-06,142403327.73076922
1967-03-13,142447174.92307693
1967-03-20,142491022.1153846
1967-03-27,142534869.30769232
1967-04-03,142578716.5
1967-04-10,142622563.69230768
1967-04-17,142666410.8846154
1967-04-24,142710258.07692307
1967-05-01,142754105.26923078
1967-05-08,142797952.46153846
1967-05-15,142841799.65384614
1967-05-22,142885646.84615386
1967-05-29,142929494.03846154
1967-06-05,142973341.23076922
1967-06-12,143017188.42307693
1967-06-19,143061035.6153846
1967-06-26,143104882.80769232
1967-07-03,143148730.0
1967-07-10,143192577.19230768
1967-07-17,143236424.3846154
1967-07-24,143280271.57692307
1967-07-31,143324118.76923078
1967-08-07,143367965.96153846
1967-08-14,143411813.15384614
1967-08-21,143455660.34615386
1967-08-28,143499507.53846154
1967-09-04,143543354.73076922
1967-09-11,143587201.92307693
1967-09-18,143631049.1153846
1967-09-25,143674896.30769232
1967-10-02,143718743.5
1967-10-09,143762590.69230768
1967-10-16,143806437.8846154
1967-10-23,143850285.07692307
1967-10-30,143894132.26923078
1967-11-06,143937979.46153846
1967-11-13,143981826.65384614
1967-11-20,144025673.84615386
1967-11-27,144069521.03846154
1967-12-04,144113368.23076922
1967-12-11,144157215.42307693
1967-12-18,144201062.6153846
1967-12-25,144244909.80769232
1968-01-01,144288757.0
1968-01-08,144329784.1509434
1968-01-15,144370811.3018868
1968-01-22,144411838.4528302
1968-01-29,144452865.6037736
1968-02-05,144493892.754717
1968-02-12,144534919.9056604
1968-02-19,144575947.05660376
1968-02-26,144616974.20754716
1968-03-04,144658001.35849056
1968-03-11,144699028.50943395
1968-03-18,144740055.66037735
1968-03-25,144781082.81132075
1968-04-01,144822109.96226415
1968-04-08,144863137.11320755
1968-04-15,144904164.26415095
1968-04-22,144945191.41509435
1968-04-29,144986218.56603774
1968-05-06,145027245.71698114
1968-05-13,145068272.86792454
1968-05-20,145109300.0188679
1968-05-27,145150327.1698113
1968-06-03,145191354.3207547
1968-06-10,145232381.4716981
1968-06-17,145273408.6226415
1968-06-24,145314435.7735849
1968-07-01,145355462.9245283
1968-07-08,145396490.0754717
1968-07-15,145437517.2264151
1968-07-22,145478544.3773585
1968-07-29,145519571.5283019
1968-08-05,145560598.6792453
1968-08-12,145601625.8301887
1968-08-19,145642652.9811321
1968-08-26,145683680.13207546
1968-09-02,145724707.28301886
1968-09-09,145765734.43396226
1968-09-16,145806761.58490565
1968-09-23,145847788.73584905
1968-09-30,145888815.88679245
1968-10-07,145929843.03773585
1968-10-14,145970870.18867925
1968-10-21,146011897.33962265
1968-10-28,146052924.49056605
1968-11-04,146093951.64150944
1968-11-11,146134978.79245284
1968-11-18,146176005.94339624
1968-11-25,146217033.0943396
1968-12-02,146258060.245283
1968-12-09,146299087.3962264
1968-12-16,146340114.5471698
1968-12-23,146381141.6981132
1968-12-30,146422168.8490566
1969-01-07,146463196.0
1969-01-14,146504848.46153846
1969-01-21,146546500.92307693
1969-01-28,146588153.3846154
1969-02-04,146629805.84615386
1969-02-11,146671458.30769232
1969-02-18,146713110.76923078
1969-02-25,146754763.23076922
1969-03-04,146796415.69230768
1969-03-11,146838068.15384614
1969-03-18,146879720.6153846
1969-03-25,146921373.07692307
1969-04-01,146963025.53846154
1969-04-08,147004678.0
1969-04-15,147046330.46153846
1969-04-22,147087982.92307693
1969-04-29,147129635.3846154
1969-05-06,147171287.84615386
1969-05-13,147212940.30769232
1969-05-20,147254592.76923078
1969-05-27,147296245.23076922
1969-06-03,147337897.69230768
1969-06-10,147379550.15384614
1969-06-17,147421202.6153846
1969-06-24,147462855.07692307
1969-07-01,147504507.53846154
1969-07-08,147546160.0
1969-07-15,147587812.46153846
1969-07-22,147629464.92307693
1969-07-29,147671117.3846154
1969-08-05,147712769.84615386
1969-08-12,147754422.30769232
1969-08-19,147796074.76923078
1969-08-26,147837727.23076922
1969-09-02,147879379.69230768
1969-09-09,147921032.15384614
1969-09-16,147962684.6153846
1969-09-23,148004337.07692307
1969-09-30,148045989.53846154
1969-10-07,148087642.0
1969-10-14,148129294.46153846
1969-10-21,148170946.92307693
1969-10-28,148212599.3846154
1969-11-04,148254251.84615386
1969-11-11,148295904.30769232
1969-11-18,148337556.76923078
1969-11-25,148379209.23076922
1969-12-02,148420861.69230768
1969-12-09,148462514.15384614
1969-12-16,148504166.6153846
1969-12-23,148545819.07692307
1969-12-30,148587471.53846154
1970-01-05,148629124.0
1970-01-12,148673224.94230768
1970-01-19,148717325.8846154
1970-01-26,148761426.82692307
1970-02-02,148805527.76923078
1970-02-09,148849628.71153846
1970-02-16,148893729.65384614
1970-02-23,148937830.59615386
1970-03-02,148981931.53846154
1970-03-09,149026032.48076922
1970-03-16,149070133.42307693
1970-03-23,149114234.3653846
1970-03-30,149158335.30769232
1970-04-06,149202436.25
1970-04-13,149246537.19230768
1970-04-20,149290638.1346154
1970-04-27,149334739.07692307
1970-05-04,149378840.01923078
1970-05-11,149422940.96153846
1970-05-18,149467041.90384614
1970-05-25,149511142.84615386
1970-06-01,149555243.78846154
1970-06-08,149599344.73076922
1970-06-15,149643445.67307693
1970-06-22,149687546.6153846
1970-06-29,149731647.55769232
1970-07-06,149775748.5
1970-07-13,149819849.44230768
1970-07-20,149863950.3846154
1970-07-27,149908051.32692307
1970-08-03,149952152.26923078
1970-08-10,149996253.21153846
1970-08-17,150040354.15384614
1970-08-24,150084455.09615386
1970-08-31,150128556.03846154
1970-09-07,150172656.98076922
1970-09-14,150216757.92307693
1970-09-21,150260858.8653846
1970-09-28,150304959.80769232
1970-10-05,150349060.75
1970-10-12,150393161.69230768
1970-10-19,150437262.6346154
1970-10-26,150481363.57692307
1970-11-02,150525464.51923078
1970-11-09,150569565.46153846
1970-11-16,150613666.40384614
1970-11-23,150657767.34615386
1970-11-30,150701868.28846154
1970-12-07,150745969.23076922
1970-12-14,150790070.17307693
1970-12-21,150834171.1153846
1970-12-28,150878272.05769232
1971-01-04,150922373.0
1971-01-11,150959740.67307693
1971-01-18,150997108.34615386
1971-01-25,151034476.01923078
1971-02-01,151071843.69230768
1971-02-08,151109211.3653846
1971-02-15,151146579.03846154
1971-02-22,151183946.71153846
1971-03-01,151221314.3846154
1971-03-08,151258682.05769232
1971-03-15,151296049.73076922
1971-03-22,151333417.40384614
1971-03-29,151370785.07692307
1971-04-05,151408152.75
1971-04-12,151445520.42307693
1971-04-19,151482888.09615386
1971-04-26,151520255.76923078
1971-05-03,151557623.44230768
1971-05-10,151594991.1153846
1971-05-17,151632358.78846154
1971-05-24,151669726.46153846
1971-05-31,151707094.1346154
1971-06-07,151744461.80769232
1971-06-14,151781829.48076922
1971-06-21,151819197.15384614
1971-06-28,151856564.82692307
1971-07-05,151893932.5
1971-07-12,151931300.17307693
1971-07-19,151968667.84615386
1971-07-26,152006035.51923078
1971-08-02,152043403.19230768
1971-08-09,152080770.8653846
1971-08-16,152118138.53846154
1971-08-23,152155506.21153846
1971-08-30,152192873.8846154
1971-09-06,152230241.55769232
1971-09-13,152267609.23076922
1971-09-20,152304976.90384614
1971-09-27,152342344.57692307
1971-10-04,152379712.25
1971-10-11,152417079.92307693
1971-10-18,152454447.59615386
1971-10-25,152491815.26923078
1971-11-01,152529182.94230768
1971-11-08,152566550.6153846
1971-11-15,152603918.28846154
1971-11-22,152641285.96153846
1971-11-29,152678653.6346154
1971-12-06,152716021.30769232
1971-12-13,152753388.98076922
1971-12-20,152790756.65384614
1971-12-27,152828124.32692307
1972-01-03,152865492.0
1972-01-10,152897535.07692307
1972-01-17,152929578.15384614
1972-01-24,152961621.23076922
1972-01-31,152993664.30769232
1972-02-07,153025707.3846154
1972-02-14,153057750.46153846
1972-02-21,153089793.53846154
1972-02-28,153121836.6153846
1972-03-06,153153879.69230768
1972-03-13,153185922.76923078
1972-03-20,153217965.84615386
1972-03-27,153250008.92307693
1972-04-03,153282052.0
1972-04-10,153314095.07692307
1972-04-17,153346138.15384614
1972-04-24,153378181.23076922
1972-05-01,153410224.30769232
1972-05-08,153442267.3846154
1972-05-15,153474310.46153846
1972-05-22,153506353.53846154
1972-05-29,153538396.6153846
1972-06-05,153570439.69230768
1972-06-12,153602482.76923078
1972-06-19,153634525.84615386
1972-06-26,153666568.92307693
1972-07-03,153698612.0
1972-07-10,153730655.07692307
1972-07-17,153762698.15384614
1972-07-24,153794741.23076922
1972-07-31,153826784.30769232
1972-08-07,153858827.3846154
1972-08-14,153890870.46153846
1972-08-21,153922913.53846154
1972-08-28,153954956.6153846
1972-09-04,153986999.69230768
1972-09-11,154019042.76923078
1972-09-18,154051085.84615386
1972-09-25,154083128.92307693
1972-10-02,154115172.0
1972-10-09,154147215.07692307
1972-10-16,154179258.15384614
1972-10-23,154211301.23076922
1972-10-30,154243344.30769232
1972-11-06,154275387.3846154
1972-11-13,154307430.46153846
1972-11-20,154339473.53846154
1972-11-27,154371516.6153846
1972-12-04,154403559.69230768
1972-12-11,154435602.76923078
1972-12-18,154467645.84615386
1972-12-25,154499688.92307693
1973-01-02,154531732.0
1973-01-09,154560094.6792453
1973-01-16,154588457.35849056
1973-01-23,154616820.03773585
1973-01-30,154645182.71698114
1973-02-06,154673545.3962264
1973-02-13,154701908.0754717
1973-02-20,154730270.754717
1973-02-27,154758633.43396226
1973-03-06,154786996.11320755
1973-03-13,154815358.79245284
1973-03-20,154843721.4716981
1973-03-27,154872084.1509434
1973-04-03,154900446.8301887
1973-04-10,154928809.50943395
1973-04-17,154957172.18867925
1973-04-24,154985534.86792454
1973-05-01,155013897.5471698
1973-05-08,155042260.2264151
1973-05-15,155070622.9056604
1973-05-22,155098985.58490565
1973-05-29,155127348.26415095
1973-06-05,155155710.94339624
1973-06-12,155184073.6226415
1973-06-19,155212436.3018868
1973-06-26,155240798.9811321
1973-07-03,155269161.66037735
1973-07-10,155297524.33962265
1973-07-17,155325887.0188679
1973-07-24,155354249.6981132
1973-07-31,155382612.3773585
1973-08-07,155410975.05660376
1973-08-14,155439337.73584905
1973-08-21,155467700.41509435
1973-08-28,155496063.0943396
1973-09-04,155524425.7735849
1973-09-11,155552788.4528302
1973-09-18,155581151.13207546
1973-09-25,155609513.81132075
1973-10-02,155637876.49056605
1973-10-09,155666239.1698113
1973-10-16,155694601.8490566
1973-10-23,155722964.5283019
1973-10-30,155751327.20754716
1973-11-06,155779689.88679245
1973-11-13,155808052.56603774
1973-11-20,155836415.245283
1973-11-27,155864777.9245283
1973-12-04,155893140.6037736
1973-12-11,155921503.28301886
1973-12-18,155949865.96226415
1973-12-25,155978228.64150944
1974-01-01,156006591.3207547
1974-01-07,156034954.0
1974-01-14,156062906.82692307
1974-01-21,156090859.65384614
1974-01-28,156118812.48076922
1974-02-04,156146765.30769232
1974-02-11,156174718.1346154
1974-02-18,156202670.96153846
1974-02-25,156230623.78846154
1974-03-04,156258576.6153846
1974-03-11,156286529.44230768
1974-03-18,156314482.26923078
1974-03-25,156342435.09615386
1974-04-01,156370387.92307693
1974-04-08,156398340.75
1974-04-15,156426293.57692307
1974-04-22,156454246.40384614
1974-04-29,156482199.23076922
1974-05-06,156510152.05769232
1974-05-13,156538104.8846154
1974-05-20,156566057.71153846
1974-05-27,156594010.53846154
1974-06-03,156621963.3653846
1974-06-10,156649916.19230768
1974-06-17,156677869.01923078
1974-06-24,156705821.84615386
1974-07-01,156733774.67307693
1974-07-08,156761727.5
1974-07-15,156789680.32692307
1974-07-22,156817633.15384614
1974-07-29,156845585.98076922
1974-08-05,156873538.80769232
1974-08-12,156901491.6346154
1974-08-19,156929444.46153846
1974-08-26,156957397.28846154
1974-09-02,156985350.1153846
1974-09-09,157013302.94230768
1974-09-16,157041255.76923078
1974-09-23,157069208.59615386
1974-09-30,157097161.42307693
1974-10-07,157125114.25
1974-10-14,157153067.07692307
1974-10-21,157181019.90384614
1974-10-28,157208972.73076922
1974-11-04,157236925.55769232
1974-11-11,157264878.3846154
1974-11-18,157292831.21153846
1974-11-25,157320784.03846154
1974-12-02,157348736.8653846
1974-12-09,157376689.69230768
1974-12-16,157404642.51923078
1974-12-23,157432595.34615386
1974-12-30,157460548.17307693
1975-01-06,157488501.0
1975-01-13,157518925.8653846
1975-01-20,157549350.73076922
1975-01-27,157579775.59615386
1975-02-03,157610200.46153846
1975-02-10,157640625.32692307
1975-02-17,157671050.19230768
1975-02-24,157701475.05769232
1975-03-03,157731899.92307693
1975-03-10,157762324.78846154
1975-03-17,157792749.65384614
1975-03-24,157823174.51923078
1975-03-31,157853599.3846154
1975-04-07,157884024.25
1975-04-14,157914449.1153846
1975-04-21,157944873.98076922
1975-04-28,157975298.84615386
1975-05-05,158005723.71153846
1975-05-12,158036148.57692307
1975-05-19,158066573.44230768
1975-05-26,158096998.30769232
1975-06-02,158127423.17307693
1975-06-09,158157848.03846154
1975-06-16,158188272.90384614
1975-06-23,158218697.76923078
1975-06-30,158249122.6346154
1975-07-07,158279547.5
1975-07-14,158309972.3653846
1975-07-21,158340397.23076922
1975-07-28,158370822.09615386
1975-08-04,158401246.96153846
1975-08-11,158431671.82692307
1975-08-18,158462096.69230768
1975-08-25,158492521.55769232
1975-09-01,158522946.42307693
1975-09-08,158553371.28846154
1975-09-15,158583796.15384614
1975-09-22,158614221.01923078
1975-09-29,158644645.8846154
1975-10-06,158675070.75
1975-10-13,158705495.6153846
1975-10-20,158735920.48076922
1975-10-27,158766345.34615386
1975-11-03,158796770.21153846
1975-11-10,158827195.07692307
1975-11-17,158857619.94230768
1975-11-24,158888044.80769232
1975-12-01,158918469.67307693
1975-12-08,158948894.53846154
1975-12-15,158979319.40384614
1975-12-22,159009744.26923078
1975-12-29,159040169.1346154
1976-01-05,159070594.0
1976-01-12,159100219.53846154
1976-01-19,159129845.07692307
1976-01-26,159159470.6153846
1976-02-02,159189096.15384614
1976-02-09,159218721.69230768
1976-02-16,159248347.23076922
1976-02-23,159277972.76923078
1976-03-01,159307598.30769232
1976-03-08,159337223.84615386
1976-03-15,159366849.3846154
1976-03-22,159396474.92307693
1976-03-29,159426100.46153846
1976-04-05,159455726.0
1976-04-12,159485351.53846154
1976-04-19,159514977.07692307
1976-04-26,159544602.6153846
1976-05-03,159574228.15384614
1976-05-10,159603853.69230768
1976-05-17,159633479.23076922
1976-05-24,159663104.76923078
1976-05-31,159692730.30769232
1976-06-07,159722355.84615386
1976-06-14,159751981.3846154
1976-06-21,159781606.92307693
1976-06-28,159811232.46153846
1976-07-05,159840858.0
1976-07-12,159870483.53846154
1976-07-19,159900109.07692307
1976-07-26,159929734.6153846
1976-08-02,159959360.15384614
1976-08-09,159988985.69230768
1976-08-16,160018611.23076922
1976-08-23,160048236.76923078
1976-08-30,160077862.30769232
1976-09-06,160107487.84615386
1976-09-13,160137113.3846154
1976-09-20,160166738.92307693
1976-09-27,160196364.46153846
1976-10-04,160225990.0
1976-10-11,160255615.53846154
1976-10-18,160285241.07692307
1976-10-25,160314866.6153846
1976-11-01,160344492.15384614
1976-11-08,160374117.69230768
1976-11-15,160403743.23076922
1976-11-22,160433368.76923078
1976-11-29,160462994.30769232
1976-12-06,160492619.84615386
1976-12-13,160522245.3846154
1976-12-20,160551870.92307693
1976-12-27,160581496.46153846
1977-01-04,160611122.0
1977-01-11,160642767.30769232
1977-01-18,160674412.6153846
1977-01-25,160706057.92307693
1977-02-01,160737703.23076922
1977-02-08,160769348.53846154
1977-02-15,160800993.84615386
1977-02-22,160832639.15384614
1977-03-01,160864284.46153846
1977-03-08,160895929.76923078
1977-03-15,160927575.07692307
1977-03-22,160959220.3846154
1977-03-29,160990865.69230768
1977-04-05,161022511.0
1977-04-12,161054156.30769232
1977-04-19,161085801.6153846
1977-04-26,161117446.92307693
1977-05-03,161149092.23076922
1977-05-10,161180737.53846154
1977-05-17,161212382.84615386
1977-05-24,161244028.15384614
1977-05-31,161275673.46153846
1977-06-07,161307318.76923078
1977-06-14,161338964.07692307
1977-06-21,161370609.3846154
1977-06-28,161402254.69230768
1977-07-05,161433900.0
1977-07-12,161465545.30769232
1977-07-19,161497190.6153846
1977-07-26,161528835.92307693
1977-08-02,161560481.23076922
1977-08-09,161592126.53846154
1977-08-16,161623771.84615386
1977-08-23,161655417.15384614
1977-08-30,161687062.46153846
1977-09-06,161718707.76923078
1977-09-13,161750353.07692307
1977-09-20,161781998.3846154
1977-09-27,161813643.69230768
1977-10-04,161845289.0
1977-10-11,161876934.30769232
1977-10-18,161908579.6153846
1977-10-25,161940224.92307693
1977-11-01,161971870.23076922
1977-11-08,162003515.53846154
1977-11-15,162035160.84615386
1977-11-22,162066806.15384614
1977-11-29,162098451.46153846
1977-12-06,162130096.76923078
1977-12-13,162161742.07692307
1977-12-20,162193387.3846154
1977-12-27,162225032.69230768
1978-01-02,162256678.0
1978-01-09,162290301.1153846
1978-01-16,162323924.23076922
1978-01-23,162357547.34615386
1978-01-30,162391170.46153846
1978-02-06,162424793.57692307
1978-02-13,162458416.69230768
1978-02-20,162492039.80769232
1978-02-27,162525662.92307693
1978-03-06,162559286.03846154
1978-03-13,162592909.15384614
1978-03-20,162626532.26923078
1978-03-27,162660155.3846154
1978-04-03,162693778.5
1978-04-10,162727401.6153846
1978-04-17,162761024.73076922
1978-04-24,162794647.84615386
1978-05-01,162828270.96153846
1978-05-08,162861894.07692307
1978-05-15,162895517.19230768
1978-05-22,162929140.30769232
1978-05-29,162962763.42307693
1978-06-05,162996386.53846154
1978-06-12,163030009.65384614
1978-06-19,163063632.76923078
1978-06-26,163097255.8846154
1978-07-03,163130879.0
1978-07-10,163164502.1153846
1978-07-17,163198125.23076922
1978-07-24,163231748.34615386
1978-07-31,163265371.46153846
1978-08-07,163298994.57692307
1978-08-14,163332617.69230768
1978-08-21,163366240.80769232
1978-08-28,163399863.92307693
1978-09-04,163433487.03846154
1978-09-11,163467110.15384614
1978-09-18,163500733.26923078
1978-09-25,163534356.3846154
1978-10-02,163567979.5
1978-10-09,163601602.6153846
1978-10-16,163635225.73076922
1978-10-23,163668848.84615386
1978-10-30,163702471.96153846
1978-11-06,163736095.07692307
1978-11-13,163769718.19230768
1978-11-20,163803341.30769232
1978-11-27,163836964.42307693
1978-12-04,163870587.53846154
1978-12-11,163904210.65384614
1978-12-18,163937833.76923078
1978-12-25,163971456.8846154
1979-01-01,164005080.0
1979-01-08,164039843.2264151
1979-01-15,164074606.4528302
1979-01-22,164109369.6792453
1979-01-29,164144132.9056604
1979-02-05,164178896.13207546
1979-02-12,164213659.35849056
1979-02-19,164248422.58490565
1979-02-26,164283185.81132075
1979-03-05,164317949.03773585
1979-03-12,164352712.26415095
1979-03-19,164387475.49056605
1979-03-26,164422238.71698114
1979-04-02,164457001.94339624
1979-04-09,164491765.1698113
1979-04-16,164526528.3962264
1979-04-23,164561291.6226415
1979-04-30,164596054.8490566
1979-05-07,164630818.0754717
1979-05-14,164665581.3018868
1979-05-21,164700344.5283019
1979-05-28,164735107.754717
1979-06-04,164769870.9811321
1979-06-11,164804634.20754716
1979-06-18,164839397.43396226
1979-06-25,164874160.66037735
1979-07-02,164908923.88679245
1979-07-09,164943687.11320755
1979-07-16,164978450.33962265
1979-07-23,165013213.56603774
1979-07-30,165047976.79245284
1979-08-06,165082740.0188679
1979-08-13,165117503.245283
1979-08-20,165152266.4716981
1979-08-27,165187029.6981132
1979-09-03,165221792.9245283
1979-09-10,165256556.1509434
1979-09-17,165291319.3773585
1979-09-24,165326082.6037736
1979-10-01,165360845.8301887
1979-10-08,165395609.05660376
1979-10-15,165430372.28301886
1979-10-22,165465135.50943395
1979-10-29,165499898.73584905
1979-11-05,165534661.96226415
1979-11-12,165569425.18867925
1979-11-19,165604188.41509435
1979-11-26,165638951.64150944
1979-12-03,165673714.86792454
1979-12-10,165708478.0943396
1979-12-17,165743241.3207547
1979-12-24,165778004.5471698
1979-12-31,165812767.7735849
1980-01-07,165847531.0
1980-01-14,165880293.30769232
1980-01-21,165913055.6153846
1980-01-28,165945817.92307693
1980-02-04,165978580.23076922
1980-02-11,166011342.53846154
1980-02-18,166044104.84615386
1980-02-25,166076867.15384614
1980-03-03,166109629.46153846
1980-03-10,166142391.76923078
1980-03-17,166175154.07692307
1980-03-24,166207916.3846154
1980-03-31,166240678.69230768
1980-04-07,166273441.0
1980-04-14,166306203.30769232
1980-04-21,166338965.6153846
1980-04-28,166371727.92307693
1980-05-05,166404490.23076922
1980-05-12,166437252.53846154
1980-05-19,166470014.84615386
1980-05-26,166502777.15384614
1980-06-02,166535539.46153846
1980-06-09,166568301.76923078
1980-06-16,166601064.07692307
1980-06-23,166633826.3846154
1980-06-30,166666588.69230768
1980-07-07,166699351.0
1980-07-14,166732113.30769232
