Week,Population
2005-11-13,297144.5
2005-11-20,297200.0
2005-11-27,297255.5
2005-12-04,297311.0
2005-12-11,297364.75
2005-12-18,297418.5
2005-12-25,297472.25
2006-01-01,297526.0
2006-01-08,297567.6
2006-01-15,297609.2
2006-01-22,297650.8
2006-01-29,297692.4
2006-02-05,297734.0
2006-02-12,297788.0
2006-02-19,297842.0
2006-02-26,297896.0
2006-03-05,297950.0
2006-03-12,298005.0
2006-03-19,298060.0
2006-03-26,298115.0
2006-04-02,298170.0
2006-04-09,298216.2
2006-04-16,298262.4
2006-04-23,298308.6
2006-04-30,298354.8
2006-05-07,298401.0
2006-05-14,298464.0
2006-05-21,298527.0
2006-05-28,298590.0
2006-06-04,298653.0
2006-06-11,298717.25
2006-06-18,298781.5
2006-06-25,298845.75
2006-07-02,298910.0
2006-07-09,298963.6
2006-07-16,299017.2
2006-07-23,299070.8
2006-07-30,299124.4
2006-08-06,299178.0
2006-08-13,299246.5
2006-08-20,299315.0
2006-08-27,299383.5
2006-09-03,299452.0
2006-09-10,299516.5
2006-09-17,299581.0
2006-09-24,299645.5
2006-10-01,299710.0
2006-10-08,299758.0
2006-10-15,299806.0
2006-10-22,299854.0
2006-10-29,299902.0
2006-11-05,299950.0
2006-11-12,300007.0
2006-11-19,300064.0
2006-11-26,300121.0
2006-12-03,300178.0
2006-12-10,300222.0
2006-12-17,300266.0
2006-12-24,300310.0
2006-12-31,300354.0
2007-01-07,300398.0
2007-01-14,300450.5
2007-01-21,300503.0
2007-01-28,300555.5
2007-02-04,300608.0
2007-02-11,300661.75
2007-02-18,300715.5
2007-02-25,300769.25
2007-03-04,300823.0
2007-03-11,300878.5
2007-03-18,300934.0
2007-03-25,300989.5
2007-04-01,301045.0
2007-04-08,301091.6
2007-04-15,301138.2
2007-04-22,301184.8
2007-04-29,301231.4
2007-05-06,301278.0
2007-05-13,301340.5
2007-05-20,301403.0
2007-05-27,301465.5
2007-06-03,301528.0
2007-06-10,301593.5
2007-06-17,301659.0
2007-06-24,301724.5
2007-07-01,301790.0
2007-07-08,301844.8
2007-07-15,301899.6
2007-07-22,301954.4
2007-07-29,302009.2
2007-08-05,302064.0
2007-08-12,302131.5
2007-08-19,302199.0
2007-08-26,302266.5
2007-09-02,302334.0
2007-09-09,302385.2
2007-09-16,302436.4
2007-09-23,302487.6
2007-09-30,302538.8
2007-10-07,302590.0
2007-10-14,302651.0
2007-10-21,302712.0
2007-10-28,302773.0
2007-11-04,302834.0
2007-11-11,302891.0
2007-11-18,302948.0
2007-11-25,303005.0
2007-12-02,303062.0
2007-12-09,303105.6
2007-12-16,303149.2
2007-12-23,303192.8
2007-12-30,303236.4
2008-01-06,303280.0
2008-01-13,303333.5
2008-01-20,303387.0
2008-01-27,303440.5
2008-02-03,303494.0
2008-02-10,303547.25
2008-02-17,303600.5
2008-02-24,303653.75
2008-03-02,303707.0
2008-03-09,303750.8
2008-03-16,303794.6
2008-03-23,303838.4
2008-03-30,303882.2
2008-04-06,303926.0
2008-04-13,303983.75
2008-04-20,304041.5
2008-04-27,304099.25
2008-05-04,304157.0
2008-05-11,304216.75
2008-05-18,304276.5
2008-05-25,304336.25
2008-06-01,304396.0
2008-06-08,304446.0
2008-06-15,304496.0
2008-06-22,304546.0
2008-06-29,304596.0
2008-07-06,304646.0
2008-07-13,304710.25
2008-07-20,304774.5
2008-07-27,304838.75
2008-08-03,304903.0
2008-08-10,304954.0
2008-08-17,305005.0
2008-08-24,305056.0
2008-08-31,305107.0
2008-09-07,305158.0
2008-09-14,305219.25
2008-09-21,305280.5
2008-09-28,305341.75
2008-10-05,305403.0
2008-10-12,305457.25
2008-10-19,305511.5
2008-10-26,305565.75
2008-11-02,305620.0
2008-11-09,305661.4
2008-11-16,305702.8
2008-11-23,305744.2
2008-11-30,305785.6
2008-12-07,305827.0
2008-12-14,305879.0
2008-12-21,305931.0
2008-12-28,305983.0
2009-01-04,306035.0
2009-01-11,306085.5
2009-01-18,306136.0
2009-01-25,306186.5
2009-02-01,306237.0
2009-02-08,306287.25
2009-02-15,306337.5
2009-02-22,306387.75
2009-03-01,306438.0
2009-03-08,306479.4
2009-03-15,306520.8
2009-03-22,306562.2
2009-03-29,306603.6
2009-04-05,306645.0
2009-04-12,306699.5
2009-04-19,306754.0
2009-04-26,306808.5
2009-05-03,306863.0
2009-05-10,306908.4
2009-05-17,306953.8
2009-05-24,306999.2
2009-05-31,307044.6
2009-06-07,307090.0
2009-06-14,307148.0
2009-06-21,307206.0
2009-06-28,307264.0
2009-07-05,307322.0
2009-07-12,307384.0
2009-07-19,307446.0
2009-07-26,307508.0
2009-08-02,307570.0
2009-08-09,307621.2
2009-08-16,307672.4
2009-08-23,307723.6
2009-08-30,307774.8
2009-09-06,307826.0
2009-09-13,307887.25
2009-09-20,307948.5
2009-09-27,308009.75
2009-10-04,308071.0
2009-10-11,308125.5
2009-10-18,308180.0
2009-10-25,308234.5
2009-11-01,308289.0
2009-11-08,308330.2
2009-11-15,308371.4
2009-11-22,308412.6
2009-11-29,308453.8
2009-12-06,308495.0
2009-12-13,308547.75
2009-12-20,308600.5
2009-12-27,308653.25
2010-01-03,308706.0
2010-01-10,308745.6
2010-01-17,308785.2
2010-01-24,308824.8
2010-01-31,308864.4
2010-02-07,308904.0
2010-02-14,308951.75
2010-02-21,308999.5
2010-02-28,309047.25
2010-03-07,309095.0
2010-03-14,309141.0
2010-03-21,309187.0
2010-03-28,309233.0
2010-04-04,309279.0
2010-04-11,309323.5
2010-04-18,309368.0
2010-04-25,309412.5
2010-05-02,309457.0
2010-05-09,309494.2
2010-05-16,309531.4
2010-05-23,309568.6
2010-05-30,309605.8
2010-06-06,309643.0
2010-06-13,309694.0
2010-06-20,309745.0
2010-06-27,309796.0
2010-07-04,309847.0
2010-07-11,309900.25
2010-07-18,309953.5
2010-07-25,310006.75
2010-08-01,310060.0
2010-08-08,310104.0
2010-08-15,310148.0
2010-08-22,310192.0
2010-08-29,310236.0
2010-09-05,310280.0
2010-09-12,310332.0
2010-09-19,310384.0
2010-09-26,310436.0
2010-10-03,310488.0
2010-10-10,310525.8
2010-10-17,310563.6
2010-10-24,310601.4
2010-10-31,310639.2
2010-11-07,310677.0
2010-11-14,310722.25
2010-11-21,310767.5
2010-11-28,310812.75
2010-12-05,310858.0
2010-12-12,310899.25
2010-12-19,310940.5
2010-12-26,310981.75
2011-01-02,311023.0
2011-01-09,311053.0
2011-01-16,311083.0
2011-01-23,311113.0
2011-01-30,311143.0
2011-02-06,311173.0
2011-02-13,311213.0
2011-02-20,311253.0
2011-02-27,311293.0
2011-03-06,311333.0
2011-03-13,311375.25
2011-03-20,311417.5
2011-03-27,311459.75
2011-04-03,311502.0
2011-04-10,311546.0
2011-04-17,311590.0
2011-04-24,311634.0
2011-05-01,311678.0
2011-05-08,311716.8
2011-05-15,311755.6
2011-05-22,311794.4
2011-05-29,311833.2
2011-06-05,311872.0
2011-06-12,311923.25
2011-06-19,311974.5
2011-06-26,312025.75
2011-07-03,312077.0
2011-07-10,312120.0
2011-07-17,312163.0
2011-07-24,312206.0
2011-07-31,312249.0
2011-08-07,312292.0
2011-08-14,312346.25
2011-08-21,312400.5
2011-08-28,312454.75
2011-09-04,312509.0
2011-09-11,312558.75
2011-09-18,312608.5
2011-09-25,312658.25
2011-10-02,312708.0
2011-10-09,312744.2
2011-10-16,312780.4
2011-10-23,312816.6
2011-10-30,312852.8
2011-11-06,312889.0
2011-11-13,312932.75
2011-11-20,312976.5
2011-11-27,313020.25
2011-12-04,313064.0
2011-12-11,313104.75
2011-12-18,313145.5
2011-12-25,313186.25
2012-01-01,313227.0
2012-01-08,313258.2
2012-01-15,313289.4
2012-01-22,313320.6
2012-01-29,313351.8
2012-02-05,313383.0
2012-02-12,313423.75
2012-02-19,313464.5
2012-02-26,313505.25
2012-03-04,313546.0
2012-03-11,313587.0
2012-03-18,313628.0
2012-03-25,313669.0
2012-04-01,313710.0
2012-04-08,313744.6
2012-04-15,313779.2
2012-04-22,313813.8
2012-04-29,313848.4
2012-05-06,313883.0
2012-05-13,313930.25
2012-05-20,313977.5
2012-05-27,314024.75
2012-06-03,314072.0
2012-06-10,314122.0
2012-06-17,314172.0
2012-06-24,314222.0
2012-07-01,314272.0
2012-07-08,314315.4
2012-07-15,314358.8
2012-07-22,314402.2
2012-07-29,314445.6
2012-08-05,314489.0
2012-08-12,314542.5
2012-08-19,314596.0
2012-08-26,314649.5
2012-09-02,314703.0
2012-09-09,314743.4
2012-09-16,314783.8
2012-09-23,314824.2
2012-09-30,314864.6
2012-10-07,314905.0
2012-10-14,314951.75
2012-10-21,314998.5
2012-10-28,315045.25
2012-11-04,315092.0
2012-11-11,315133.5
2012-11-18,315175.0
2012-11-25,315216.5
2012-12-02,315258.0
2012-12-09,315286.4
2012-12-16,315314.8
2012-12-23,315343.2
2012-12-30,315371.6
2013-01-06,315400.0
2013-01-13,315433.75
2013-01-20,315467.5
2013-01-27,315501.25
2013-02-03,315535.0
2013-02-10,315571.75
2013-02-17,315608.5
2013-02-24,315645.25
2013-03-03,315682.0
2013-03-10,315713.8
2013-03-17,315745.6
2013-03-24,315777.4
2013-03-31,315809.2
2013-04-07,315841.0
2013-04-14,315884.75
2013-04-21,315928.5
2013-04-28,315972.25
2013-05-05,316016.0
2013-05-12,316062.5
2013-05-19,316109.0
2013-05-26,316155.5
2013-06-02,316202.0
2013-06-09,316242.6
2013-06-16,316283.2
2013-06-23,316323.8
2013-06-30,316364.4
2013-07-07,316405.0
2013-07-14,316460.5
2013-07-21,316516.0
2013-07-28,316571.5
2013-08-04,316627.0
2013-08-11,316681.75
2013-08-18,316736.5
2013-08-25,316791.25
2013-09-01,316846.0
2013-09-08,316887.8
2013-09-15,316929.6
2013-09-22,316971.4
2013-09-29,317013.2
2013-10-06,317055.0
2013-10-13,317103.25
2013-10-20,317151.5
2013-10-27,317199.75
2013-11-03,317248.0
2013-11-10,317293.25
2013-11-17,317338.5
2013-11-24,317383.75
2013-12-01,317429.0
2013-12-08,317462.8
2013-12-15,317496.6
2013-12-22,317530.4
2013-12-29,317564.2
2014-01-05,317598.0
2014-01-12,317638.0
2014-01-19,317678.0
2014-01-26,317718.0
2014-02-02,317758.0
2014-02-09,317799.5
2014-02-16,317841.0
2014-02-23,317882.5
2014-03-02,317924.0
2014-03-09,317958.8
2014-03-16,317993.6
2014-03-23,318028.4
2014-03-30,318063.2
2014-04-06,318098.0
2014-04-13,318144.5
2014-04-20,318191.0
2014-04-27,318237.5
2014-05-04,318284.0
2014-05-11,318332.75
2014-05-18,318381.5
2014-05-25,318430.25
2014-06-01,318479.0
2014-06-08,318521.6
2014-06-15,318564.2
2014-06-22,318606.8
2014-06-29,318649.4
2014-07-06,318692.0
2014-07-13,318749.25
2014-07-20,318806.5
2014-07-27,318863.75
2014-08-03,318921.0
2014-08-10,318966.6
2014-08-17,319012.2
2014-08-24,319057.8
2014-08-31,319103.4
2014-09-07,319149.0
2014-09-14,319203.5
2014-09-21,319258.0
2014-09-28,319312.5
2014-10-05,319367.0
2014-10-12,319415.5
2014-10-19,319464.0
2014-10-26,319512.5
2014-11-02,319561.0
2014-11-09,319597.2
2014-11-16,319633.4
2014-11-23,319669.6
2014-11-30,319705.8
2014-12-07,319742.0
2014-12-14,319782.5
2014-12-21,319823.0
2014-12-28,319863.5
2015-01-04,319904.0
2015-01-11,319941.25
2015-01-18,319978.5
2015-01-25,320015.75
2015-02-01,320053.0
2015-02-08,320093.5
2015-02-15,320134.0
2015-02-22,320174.5
2015-03-01,320215.0
2015-03-08,320250.0
2015-03-15,320285.0
2015-03-22,320320.0
2015-03-29,320355.0
2015-04-05,320390.0
2015-04-12,320436.0
2015-04-19,320482.0
2015-04-26,320528.0
2015-05-03,320574.0
2015-05-10,320613.0
2015-05-17,320652.0
2015-05-24,320691.0
2015-05-31,320730.0
2015-06-07,320769.0
2015-06-14,320822.25
2015-06-21,320875.5
2015-06-28,320928.75
2015-07-05,320982.0
2015-07-12,321037.75
2015-07-19,321093.5
2015-07-26,321149.25
2015-08-02,321205.0
2015-08-09,321249.6
2015-08-16,321294.2
2015-08-23,321338.8
2015-08-30,321383.4
2015-09-06,321428.0
2015-09-13,321481.25
2015-09-20,321534.5
2015-09-27,321587.75
2015-10-04,321641.0
2015-10-11,321689.25
2015-10-18,321737.5
2015-10-25,321785.75
2015-11-01,321834.0
2015-11-08,321871.2
2015-11-15,321908.4
2015-11-22,321945.6
2015-11-29,321982.8
2015-12-06,322020.0
2015-12-13,322064.0
2015-12-20,322108.0
2015-12-27,322152.0
2016-01-03,322196.0
2016-01-10,322227.4
2016-01-17,322258.8
2016-01-24,322290.2
2016-01-31,322321.6
2016-02-07,322353.0
2016-02-14,322393.0
2016-02-21,322433.0
2016-02-28,322473.0
2016-03-06,322513.0
2016-03-13,322556.0
2016-03-20,322599.0
2016-03-27,322642.0
2016-04-03,322685.0
2016-04-10,322730.5
2016-04-17,322776.0
2016-04-24,322821.5
2016-05-01,322867.0
2016-05-08,322905.8
2016-05-15,322944.6
2016-05-22,322983.4
2016-05-29,323022.2
2016-06-05,323061.0
2016-06-12,323112.0
2016-06-19,323163.0
2016-06-26,323214.0
2016-07-03,323265.0
2016-07-10,323306.6
2016-07-17,323348.2
2016-07-24,323389.8
2016-07-31,323431.4
2016-08-07,323473.0
2016-08-14,323524.75
2016-08-21,323576.5
2016-08-28,323628.25
2016-09-04,323680.0
2016-09-11,323729.0
2016-09-18,323778.0
2016-09-25,323827.0
2016-10-02,323876.0
2016-10-09,323911.2
2016-10-16,323946.4
2016-10-23,323981.6
2016-10-30,324016.8
2016-11-06,324052.0
2016-11-13,324093.0
2016-11-20,324134.0
2016-11-27,324175.0
2016-12-04,324216.0
2016-12-11,324252.5
2016-12-18,324289.0
2016-12-25,324325.5
2017-01-01,324362.0
2017-01-08,324388.4
2017-01-15,324414.8
2017-01-22,324441.2
2017-01-29,324467.6
2017-02-05,324494.0
2017-02-12,324528.5
2017-02-19,324563.0
2017-02-26,324597.5
2017-03-05,324632.0
2017-03-12,324669.75
2017-03-19,324707.5
2017-03-26,324745.25
2017-04-02,324783.0
2017-04-09,324815.2
2017-04-16,324847.4
2017-04-23,324879.6
2017-04-30,324911.8
2017-05-07,324944.0
2017-05-14,324987.25
2017-05-21,325030.5
2017-05-28,325073.75
2017-06-04,325117.0
2017-06-11,325161.75
2017-06-18,325206.5
2017-06-25,325251.25
2017-07-02,325296.0
2017-07-09,325332.0
2017-07-16,325368.0
2017-07-23,325404.0
2017-07-30,325440.0
2017-08-06,325476.0
2017-08-13,325520.25
2017-08-20,325564.5
2017-08-27,325608.75
2017-09-03,325653.0
2017-09-10,325694.75
2017-09-17,325736.5
2017-09-24,325778.25
2017-10-01,325820.0
2017-10-08,325849.6
2017-10-15,325879.2
2017-10-22,325908.8
2017-10-29,325938.4
2017-11-05,325968.0
2017-11-12,326001.0
2017-11-19,326034.0
2017-11-26,326067.0
2017-12-03,326100.0
2017-12-10,326123.2
2017-12-17,326146.4
2017-12-24,326169.6
2017-12-31,326192.8
2018-01-07,326216.0
2018-01-14,326242.75
2018-01-21,326269.5
2018-01-28,326296.25
2018-02-04,326323.0
2018-02-11,326351.5
2018-02-18,326380.0
2018-02-25,326408.5
2018-03-04,326437.0
2018-03-11,326468.5
2018-03-18,326500.0
2018-03-25,326531.5
2018-04-01,326563.0
2018-04-08,326590.2
2018-04-15,326617.4
2018-04-22,326644.6
2018-04-29,326671.8
2018-05-06,326699.0
2018-05-13,326736.0
2018-05-20,326773.0
2018-05-27,326810.0
2018-06-03,326847.0
2018-06-10,326886.5
2018-06-17,326926.0
2018-06-24,326965.5
2018-07-01,327005.0
2018-07-08,327037.4
2018-07-15,327069.8
2018-07-22,327102.2
2018-07-29,327134.6
2018-08-05,327167.0
2018-08-12,327207.25
2018-08-19,327247.5
2018-08-26,327287.75
2018-09-02,327328.0
2018-09-09,327357.8
2018-09-16,327387.6
2018-09-23,327417.4
2018-09-30,327447.2
2018-10-07,327477.0
2018-10-14,327509.5
2018-10-21,327542.0
2018-10-28,327574.5
2018-11-04,327607.0
2018-11-11,327635.75
2018-11-18,327664.5
2018-11-25,327693.25
2018-12-02,327722.0
2018-12-09,327742.4
2018-12-16,327762.8
2018-12-23,327783.2
2018-12-30,327803.6
2019-01-06,327824.0
2019-01-13,327848.25
2019-01-20,327872.5
2019-01-27,327896.75
2019-02-03,327921.0
2019-02-10,327947.0
2019-02-17,327973.0
2019-02-24,327999.0
2019-03-03,328025.0
2019-03-10,328048.0
2019-03-17,328071.0
2019-03-24,328094.0
2019-03-31,328117.0
2019-04-07,328140.0
2019-04-14,328171.75
2019-04-21,328203.5
2019-04-28,328235.25
2019-05-05,328267.0
2019-05-12,328301.25
2019-05-19,328335.5
2019-05-26,328369.75
2019-06-02,328404.0
2019-06-09,328435.4
2019-06-16,328466.8
2019-06-23,328498.2
2019-06-30,328529.6
2019-07-07,328561.0
2019-07-14,328603.25
2019-07-21,328645.5
2019-07-28,328687.75
2019-08-04,328730.0
2019-08-11,328771.75
2019-08-18,328813.5
2019-08-25,328855.25
2019-09-01,328897.0
2019-09-08,328928.4
2019-09-15,328959.8
2019-09-22,328991.2
2019-09-29,329022.6
2019-10-06,329054.0
2019-10-13,329088.25
2019-10-20,329122.5
2019-10-27,329156.75
2019-11-03,329191.0
2019-11-10,329221.75
2019-11-17,329252.5
2019-11-24,329283.25
2019-12-01,329314.0
2019-12-08,329335.8
2019-12-15,329357.6
2019-12-22,329379.4
2019-12-29,329401.2
2020-01-05,329423.0
2020-01-12,329449.0
2020-01-19,329475.0
2020-01-26,329501.0
2020-02-02,329527.0
2020-02-09,329554.75
2020-02-16,329582.5
2020-02-23,329610.25
2020-03-01,329638.0
2020-03-08,329662.4
2020-03-15,329686.8
2020-03-22,329711.2
2020-03-29,329735.6
2020-04-05,329760.0
2020-04-12,329793.5
2020-04-19,329827.0
2020-04-26,329860.5
2020-05-03,329894.0
2020-05-10,329922.8
2020-05-17,329951.6
2020-05-24,329980.4
2020-05-31,330009.2
2020-06-07,330038.0
2020-06-14,330078.25
2020-06-21,330118.5
2020-06-28,330158.75
2020-07-05,330199.0
2020-07-12,330241.25
2020-07-19,330283.5
2020-07-26,330325.75
2020-08-02,330368.0
2020-08-09,330401.4
2020-08-16,330434.8
2020-08-23,330468.2
2020-08-30,330501.6
2020-09-06,330535.0
2020-09-13,330574.25
2020-09-20,330613.5
2020-09-27,330652.75
2020-10-04,330692.0
2020-10-11,330726.25
2020-10-18,330760.5
2020-10-25,330794.75
