Week,Population
1983-07-10,234443.4
1983-07-17,234482.8
1983-07-24,234522.2
1983-07-31,234561.6
1983-08-07,234601.0
1983-08-14,234651.75
1983-08-21,234702.5
1983-08-28,234753.25
1983-09-04,234804.0
1983-09-11,234851.25
1983-09-18,234898.5
1983-09-25,234945.75
1983-10-02,234993.0
1983-10-09,235025.8
1983-10-16,235058.6
1983-10-23,235091.4
1983-10-30,235124.2
1983-11-06,235157.0
1983-11-13,235195.25
1983-11-20,235233.5
1983-11-27,235271.75
1983-12-04,235310.0
1983-12-11,235346.5
1983-12-18,235383.0
1983-12-25,235419.5
1984-01-01,235456.0
1984-01-08,235485.0
1984-01-15,235514.0
1984-01-22,235543.0
1984-01-29,235572.0
1984-02-05,235601.0
1984-02-12,235640.0
1984-02-19,235679.0
1984-02-26,235718.0
1984-03-04,235757.0
1984-03-11,235796.75
1984-03-18,235836.5
1984-03-25,235876.25
1984-04-01,235916.0
1984-04-08,235948.2
1984-04-15,235980.4
1984-04-22,236012.6
1984-04-29,236044.8
1984-05-06,236077.0
1984-05-13,236121.25
1984-05-20,236165.5
1984-05-27,236209.75
1984-06-03,236254.0
1984-06-10,236302.75
1984-06-17,236351.5
1984-06-24,236400.25
1984-07-01,236449.0
1984-07-08,236490.2
1984-07-15,236531.4
1984-07-22,236572.6
1984-07-29,236613.8
1984-08-05,236655.0
1984-08-12,236708.25
1984-08-19,236761.5
1984-08-26,236814.75
1984-09-02,236868.0
1984-09-09,236908.0
1984-09-16,236948.0
1984-09-23,236988.0
1984-09-30,237028.0
1984-10-07,237068.0
1984-10-14,237110.5
1984-10-21,237153.0
1984-10-28,237195.5
1984-11-04,237238.0
1984-11-11,237276.5
1984-11-18,237315.0
1984-11-25,237353.5
1984-12-02,237392.0
1984-12-09,237420.6
1984-12-16,237449.2
1984-12-23,237477.8
1984-12-30,237506.4
1985-01-06,237535.0
1985-01-13,237568.0
1985-01-20,237601.0
1985-01-27,237634.0
1985-02-03,237667.0
1985-02-10,237704.25
1985-02-17,237741.5
1985-02-24,237778.75
1985-03-03,237816.0
1985-03-10,237850.2
1985-03-17,237884.4
1985-03-24,237918.6
1985-03-31,237952.8
1985-04-07,237987.0
1985-04-14,238033.25
1985-04-21,238079.5
1985-04-28,238125.75
1985-05-05,238172.0
1985-05-12,238221.0
1985-05-19,238270.0
1985-05-26,238319.0
1985-06-02,238368.0
1985-06-09,238409.0
1985-06-16,238450.0
1985-06-23,238491.0
1985-06-30,238532.0
1985-07-07,238573.0
1985-07-14,238627.0
1985-07-21,238681.0
1985-07-28,238735.0
1985-08-04,238789.0
1985-08-11,238843.25
1985-08-18,238897.5
1985-08-25,238951.75
1985-09-01,239006.0
1985-09-08,239046.8
1985-09-15,239087.6
1985-09-22,239128.4
1985-09-29,239169.2
1985-10-06,239210.0
1985-10-13,239255.5
1985-10-20,239301.0
1985-10-27,239346.5
1985-11-03,239392.0
1985-11-10,239433.5
1985-11-17,239475.0
1985-11-24,239516.5
1985-12-01,239558.0
1985-12-08,239589.0
1985-12-15,239620.0
1985-12-22,239651.0
1985-12-29,239682.0
1986-01-05,239713.0
1986-01-12,239749.25
1986-01-19,239785.5
1986-01-26,239821.75
1986-02-02,239858.0
1986-02-09,239896.25
1986-02-16,239934.5
1986-02-23,239972.75
1986-03-02,240011.0
1986-03-09,240045.4
1986-03-16,240079.8
1986-03-23,240114.2
1986-03-30,240148.6
1986-04-06,240183.0
1986-04-13,240228.5
1986-04-20,240274.0
1986-04-27,240319.5
1986-05-04,240365.0
1986-05-11,240412.5
1986-05-18,240460.0
1986-05-25,240507.5
1986-06-01,240555.0
1986-06-08,240594.6
1986-06-15,240634.2
1986-06-22,240673.8
1986-06-29,240713.4
1986-07-06,240753.0
1986-07-13,240805.0
1986-07-20,240857.0
1986-07-27,240909.0
1986-08-03,240961.0
1986-08-10,241003.0
1986-08-17,241045.0
1986-08-24,241087.0
1986-08-31,241129.0
1986-09-07,241171.0
1986-09-14,241221.0
1986-09-21,241271.0
1986-09-28,241321.0
1986-10-05,241371.0
1986-10-12,241414.25
1986-10-19,241457.5
1986-10-26,241500.75
1986-11-02,241544.0
1986-11-09,241575.6
1986-11-16,241607.2
1986-11-23,241638.8
1986-11-30,241670.4
1986-12-07,241702.0
1986-12-14,241740.75
1986-12-21,241779.5
1986-12-28,241818.25
1987-01-04,241857.0
1987-01-11,241894.0
1987-01-18,241931.0
1987-01-25,241968.0
1987-02-01,242005.0
1987-02-08,242045.25
1987-02-15,242085.5
1987-02-22,242125.75
1987-03-01,242166.0
1987-03-08,242200.4
1987-03-15,242234.8
1987-03-22,242269.2
1987-03-29,242303.6
1987-04-05,242338.0
1987-04-12,242382.5
1987-04-19,242427.0
1987-04-26,242471.5
1987-05-03,242516.0
1987-05-10,242554.0
1987-05-17,242592.0
1987-05-24,242630.0
1987-05-31,242668.0
1987-06-07,242706.0
1987-06-14,242756.5
1987-06-21,242807.0
1987-06-28,242857.5
1987-07-05,242908.0
1987-07-12,242960.5
1987-07-19,243013.0
1987-07-26,243065.5
1987-08-02,243118.0
1987-08-09,243161.4
1987-08-16,243204.8
1987-08-23,243248.2
1987-08-30,243291.6
1987-09-06,243335.0
1987-09-13,243387.0
1987-09-20,243439.0
1987-09-27,243491.0
1987-10-04,243543.0
1987-10-11,243588.25
1987-10-18,243633.5
1987-10-25,243678.75
1987-11-01,243724.0
1987-11-08,243758.2
1987-11-15,243792.4
1987-11-22,243826.6
1987-11-29,243860.8
1987-12-06,243895.0
1987-12-13,243935.25
1987-12-20,243975.5
1987-12-27,244015.75
1988-01-03,244056.0
1988-01-10,244085.8
1988-01-17,244115.6
1988-01-24,244145.4
1988-01-31,244175.2
1988-02-07,244205.0
1988-02-14,244244.25
1988-02-21,244283.5
1988-02-28,244322.75
1988-03-06,244362.0
1988-03-13,244403.5
1988-03-20,244445.0
1988-03-27,244486.5
1988-04-03,244528.0
1988-04-10,244573.0
1988-04-17,244618.0
1988-04-24,244663.0
1988-05-01,244708.0
1988-05-08,244749.2
1988-05-15,244790.4
1988-05-22,244831.6
1988-05-29,244872.8
1988-06-05,244914.0
1988-06-12,244968.25
1988-06-19,245022.5
1988-06-26,245076.75
1988-07-03,245131.0
1988-07-10,245175.2
1988-07-17,245219.4
1988-07-24,245263.6
1988-07-31,245307.8
1988-08-07,245352.0
1988-08-14,245408.75
1988-08-21,245465.5
1988-08-28,245522.25
1988-09-04,245579.0
1988-09-11,245631.5
1988-09-18,245684.0
1988-09-25,245736.5
1988-10-02,245789.0
1988-10-09,245825.2
1988-10-16,245861.4
1988-10-23,245897.6
1988-10-30,245933.8
1988-11-06,245970.0
1988-11-13,246012.5
1988-11-20,246055.0
1988-11-27,246097.5
1988-12-04,246140.0
1988-12-11,246180.25
1988-12-18,246220.5
1988-12-25,246260.75
1989-01-01,246301.0
1989-01-08,246331.6
1989-01-15,246362.2
1989-01-22,246392.8
1989-01-29,246423.4
1989-02-05,246454.0
1989-02-12,246497.0
1989-02-19,246540.0
1989-02-26,246583.0
1989-03-05,246626.0
1989-03-12,246673.0
1989-03-19,246720.0
1989-03-26,246767.0
1989-04-02,246814.0
1989-04-09,246853.2
1989-04-16,246892.4
1989-04-23,246931.6
1989-04-30,246970.8
1989-05-07,247010.0
1989-05-14,247064.5
1989-05-21,247119.0
1989-05-28,247173.5
1989-06-04,247228.0
1989-06-11,247285.5
1989-06-18,247343.0
1989-06-25,247400.5
1989-07-02,247458.0
1989-07-09,247505.4
1989-07-16,247552.8
1989-07-23,247600.2
1989-07-30,247647.6
1989-08-06,247695.0
1989-08-13,247756.75
1989-08-20,247818.5
1989-08-27,247880.25
1989-09-03,247942.0
1989-09-10,248000.0
1989-09-17,248058.0
1989-09-24,248116.0
1989-10-01,248174.0
1989-10-08,248215.2
1989-10-15,248256.4
1989-10-22,248297.6
1989-10-29,248338.8
1989-11-05,248380.0
1989-11-12,248427.25
1989-11-19,248474.5
1989-11-26,248521.75
1989-12-03,248569.0
1989-12-10,248603.8
1989-12-17,248638.6
1989-12-24,248673.4
1989-12-31,248708.2
1990-01-07,248743.0
1990-01-14,248787.25
1990-01-21,248831.5
1990-01-28,248875.75
1990-02-04,248920.0
1990-02-11,248976.5
1990-02-18,249033.0
1990-02-25,249089.5
1990-03-04,249146.0
1990-03-11,249218.5
1990-03-18,249291.0
1990-03-25,249363.5
1990-04-01,249436.0
1990-04-08,249490.2
1990-04-15,249544.4
1990-04-22,249598.6
1990-04-29,249652.8
1990-05-06,249707.0
1990-05-13,249777.75
1990-05-20,249848.5
1990-05-27,249919.25
1990-06-03,249990.0
1990-06-10,250063.75
1990-06-17,250137.5
1990-06-24,250211.25
1990-07-01,250285.0
1990-07-08,250347.0
1990-07-15,250409.0
1990-07-22,250471.0
1990-07-29,250533.0
1990-08-05,250595.0
1990-08-12,250672.25
1990-08-19,250749.5
1990-08-26,250826.75
1990-09-02,250904.0
1990-09-09,250963.4
1990-09-16,251022.8
1990-09-23,251082.2
1990-09-30,251141.6
1990-10-07,251201.0
1990-10-14,251272.25
1990-10-21,251343.5
1990-10-28,251414.75
1990-11-04,251486.0
1990-11-11,251554.0
1990-11-18,251622.0
1990-11-25,251690.0
1990-12-02,251758.0
1990-12-09,251808.8
1990-12-16,251859.6
1990-12-23,251910.4
1990-12-30,251961.2
1991-01-06,252012.0
1991-01-13,252072.25
1991-01-20,252132.5
1991-01-27,252192.75
1991-02-03,252253.0
1991-02-10,252316.5
1991-02-17,252380.0
1991-02-24,252443.5
1991-03-03,252507.0
1991-03-10,252561.2
1991-03-17,252615.4
1991-03-24,252669.6
1991-03-31,252723.8
1991-04-07,252778.0
1991-04-14,252848.5
1991-04-21,252919.0
1991-04-28,252989.5
1991-05-05,253060.0
1991-05-12,253132.5
1991-05-19,253205.0
1991-05-26,253277.5
1991-06-02,253350.0
1991-06-09,253410.0
1991-06-16,253470.0
1991-06-23,253530.0
1991-06-30,253590.0
1991-07-07,253650.0
1991-07-14,253729.0
1991-07-21,253808.0
1991-07-28,253887.0
1991-08-04,253966.0
1991-08-11,254044.5
1991-08-18,254123.0
1991-08-25,254201.5
1991-09-01,254280.0
1991-09-08,254339.2
1991-09-15,254398.4
1991-09-22,254457.6
1991-09-29,254516.8
1991-10-06,254576.0
1991-10-13,254642.25
1991-10-20,254708.5
1991-10-27,254774.75
1991-11-03,254841.0
1991-11-10,254903.0
1991-11-17,254965.0
1991-11-24,255027.0
1991-12-01,255089.0
1991-12-08,255137.4
1991-12-15,255185.8
1991-12-22,255234.2
1991-12-29,255282.6
1992-01-05,255331.0
1992-01-12,255392.25
1992-01-19,255453.5
1992-01-26,255514.75
1992-02-02,255576.0
1992-02-09,255644.0
1992-02-16,255712.0
1992-02-23,255780.0
1992-03-01,255848.0
1992-03-08,255906.2
1992-03-15,255964.4
1992-03-22,256022.6
1992-03-29,256080.8
1992-04-05,256139.0
1992-04-12,256213.5
1992-04-19,256288.0
1992-04-26,256362.5
1992-05-03,256437.0
1992-05-10,256498.0
1992-05-17,256559.0
1992-05-24,256620.0
1992-05-31,256681.0
1992-06-07,256742.0
1992-06-14,256822.25
1992-06-21,256902.5
1992-06-28,256982.75
1992-07-05,257063.0
1992-07-12,257144.75
1992-07-19,257226.5
1992-07-26,257308.25
1992-08-02,257390.0
1992-08-09,257452.8
1992-08-16,257515.6
1992-08-23,257578.4
1992-08-30,257641.2
1992-09-06,257704.0
1992-09-13,257779.0
1992-09-20,257854.0
1992-09-27,257929.0
1992-10-04,258004.0
1992-10-11,258073.0
1992-10-18,258142.0
1992-10-25,258211.0
1992-11-01,258280.0
1992-11-08,258333.2
1992-11-15,258386.4
1992-11-22,258439.6
1992-11-29,258492.8
1992-12-06,258546.0
1992-12-13,258609.25
1992-12-20,258672.5
1992-12-27,258735.75
1993-01-03,258799.0
1993-01-10,258846.4
1993-01-17,258893.8
1993-01-24,258941.2
1993-01-31,258988.6
1993-02-07,259036.0
1993-02-14,259097.75
1993-02-21,259159.5
1993-02-28,259221.25
1993-03-07,259283.0
1993-03-14,259349.0
1993-03-21,259415.0
1993-03-28,259481.0
1993-04-04,259547.0
1993-04-11,259615.75
1993-04-18,259684.5
1993-04-25,259753.25
1993-05-02,259822.0
1993-05-09,259879.4
1993-05-16,259936.8
1993-05-23,259994.2
1993-05-30,260051.6
1993-06-06,260109.0
1993-06-13,260184.5
1993-06-20,260260.0
1993-06-27,260335.5
1993-07-04,260411.0
1993-07-11,260487.5
1993-07-18,260564.0
1993-07-25,260640.5
1993-08-01,260717.0
1993-08-08,260776.6
1993-08-15,260836.2
1993-08-22,260895.8
1993-08-29,260955.4
1993-09-05,261015.0
1993-09-12,261084.75
1993-09-19,261154.5
1993-09-26,261224.25
1993-10-03,261294.0
1993-10-10,261345.2
1993-10-17,261396.4
1993-10-24,261447.6
1993-10-31,261498.8
1993-11-07,261550.0
1993-11-14,261611.5
1993-11-21,261673.0
1993-11-28,261734.5
1993-12-05,261796.0
1993-12-12,261852.25
1993-12-19,261908.5
1993-12-26,261964.75
1994-01-02,262021.0
1994-01-09,262064.2
1994-01-16,262107.4
1994-01-23,262150.6
1994-01-30,262193.8
1994-02-06,262237.0
1994-02-13,262300.5
1994-02-20,262364.0
1994-02-27,262427.5
1994-03-06,262491.0
1994-03-13,262556.75
1994-03-20,262622.5
1994-03-27,262688.25
1994-04-03,262754.0
1994-04-10,262819.0
1994-04-17,262884.0
1994-04-24,262949.0
1994-05-01,263014.0
1994-05-08,263070.0
1994-05-15,263126.0
1994-05-22,263182.0
1994-05-29,263238.0
1994-06-05,263294.0
1994-06-12,263365.5
1994-06-19,263437.0
1994-06-26,263508.5
1994-07-03,263580.0
1994-07-10,263638.2
1994-07-17,263696.4
1994-07-24,263754.6
1994-07-31,263812.8
1994-08-07,263871.0
1994-08-14,263943.0
1994-08-21,264015.0
1994-08-28,264087.0
1994-09-04,264159.0
1994-09-11,264226.75
1994-09-18,264294.5
1994-09-25,264362.25
1994-10-02,264430.0
1994-10-09,264480.2
1994-10-16,264530.4
1994-10-23,264580.6
1994-10-30,264630.8
1994-11-06,264681.0
1994-11-13,264741.75
1994-11-20,264802.5
1994-11-27,264863.25
1994-12-04,264924.0
1994-12-11,264982.25
1994-12-18,265040.5
1994-12-25,265098.75
1995-01-01,265157.0
1995-01-08,265202.2
1995-01-15,265247.4
1995-01-22,265292.6
1995-01-29,265337.8
1995-02-05,265383.0
1995-02-12,265443.5
1995-02-19,265504.0
1995-02-26,265564.5
1995-03-05,265625.0
1995-03-12,265688.0
1995-03-19,265751.0
1995-03-26,265814.0
1995-04-02,265877.0
1995-04-09,265928.4
1995-04-16,265979.8
1995-04-23,266031.2
1995-04-30,266082.6
1995-05-07,266134.0
1995-05-14,266204.0
1995-05-21,266274.0
1995-05-28,266344.0
1995-06-04,266414.0
1995-06-11,266485.5
1995-06-18,266557.0
1995-06-25,266628.5
1995-07-02,266700.0
1995-07-09,266759.6
1995-07-16,266819.2
1995-07-23,266878.8
1995-07-30,266938.4
1995-08-06,266998.0
1995-08-13,267074.5
1995-08-20,267151.0
1995-08-27,267227.5
1995-09-03,267304.0
1995-09-10,267374.25
1995-09-17,267444.5
1995-09-24,267514.75
1995-10-01,267585.0
1995-10-08,267633.8
1995-10-15,267682.6
1995-10-22,267731.4
1995-10-29,267780.2
1995-11-05,267829.0
1995-11-12,267883.5
1995-11-19,267938.0
1995-11-26,267992.5
1995-12-03,268047.0
1995-12-10,268089.2
1995-12-17,268131.4
1995-12-24,268173.6
1995-12-31,268215.8
1996-01-07,268258.0
1996-01-14,268313.5
1996-01-21,268369.0
1996-01-28,268424.5
1996-02-04,268480.0
1996-02-11,268541.0
1996-02-18,268602.0
1996-02-25,268663.0
1996-03-03,268724.0
1996-03-10,268775.2
1996-03-17,268826.4
1996-03-24,268877.6
1996-03-31,268928.8
1996-04-07,268980.0
1996-04-14,269046.75
1996-04-21,269113.5
1996-04-28,269180.25
1996-05-05,269247.0
1996-05-12,269317.0
1996-05-19,269387.0
1996-05-26,269457.0
1996-06-02,269527.0
1996-06-09,269586.0
1996-06-16,269645.0
1996-06-23,269704.0
1996-06-30,269763.0
1996-07-07,269822.0
1996-07-14,269899.0
1996-07-21,269976.0
1996-07-28,270053.0
1996-08-04,270130.0
1996-08-11,270205.75
1996-08-18,270281.5
1996-08-25,270357.25
1996-09-01,270433.0
1996-09-08,270492.4
1996-09-15,270551.8
1996-09-22,270611.2
1996-09-29,270670.6
1996-10-06,270730.0
1996-10-13,270798.0
1996-10-20,270866.0
1996-10-27,270934.0
1996-11-03,271002.0
1996-11-10,271062.25
1996-11-17,271122.5
1996-11-24,271182.75
1996-12-01,271243.0
1996-12-08,271288.8
1996-12-15,271334.6
1996-12-22,271380.4
1996-12-29,271426.2
1997-01-05,271472.0
1997-01-12,271529.75
1997-01-19,271587.5
1997-01-26,271645.25
1997-02-02,271703.0
1997-02-09,271765.25
1997-02-16,271827.5
1997-02-23,271889.75
1997-03-02,271952.0
1997-03-09,272004.2
1997-03-16,272056.4
1997-03-23,272108.6
1997-03-30,272160.8
1997-04-06,272213.0
1997-04-13,272280.25
1997-04-20,272347.5
1997-04-27,272414.75
1997-05-04,272482.0
1997-05-11,272553.25
1997-05-18,272624.5
1997-05-25,272695.75
1997-06-01,272767.0
1997-06-08,272828.4
1997-06-15,272889.8
1997-06-22,272951.2
1997-06-29,273012.6
1997-07-06,273074.0
1997-07-13,273154.25
1997-07-20,273234.5
1997-07-27,273314.75
1997-08-03,273395.0
1997-08-10,273456.6
1997-08-17,273518.2
1997-08-24,273579.8
1997-08-31,273641.4
1997-09-07,273703.0
1997-09-14,273774.5
1997-09-21,273846.0
1997-09-28,273917.5
1997-10-05,273989.0
1997-10-12,274054.0
1997-10-19,274119.0
1997-10-26,274184.0
1997-11-02,274249.0
1997-11-09,274299.0
1997-11-16,274349.0
1997-11-23,274399.0
1997-11-30,274449.0
1997-12-07,274499.0
1997-12-14,274557.25
1997-12-21,274615.5
1997-12-28,274673.75
1998-01-04,274732.0
1998-01-11,274784.75
1998-01-18,274837.5
1998-01-25,274890.25
1998-02-01,274943.0
1998-02-08,275001.0
1998-02-15,275059.0
1998-02-22,275117.0
1998-03-01,275175.0
1998-03-08,275226.8
1998-03-15,275278.6
1998-03-22,275330.4
1998-03-29,275382.2
1998-04-05,275434.0
1998-04-12,275500.5
1998-04-19,275567.0
1998-04-26,275633.5
1998-05-03,275700.0
1998-05-10,275755.2
1998-05-17,275810.4
1998-05-24,275865.6
1998-05-31,275920.8
1998-06-07,275976.0
1998-06-14,276048.5
1998-06-21,276121.0
1998-06-28,276193.5
1998-07-05,276266.0
1998-07-12,276341.0
1998-07-19,276416.0
1998-07-26,276491.0
1998-08-02,276566.0
1998-08-09,276624.6
1998-08-16,276683.2
1998-08-23,276741.8
1998-08-30,276800.4
1998-09-06,276859.0
1998-09-13,276929.25
1998-09-20,276999.5
1998-09-27,277069.75
1998-10-04,277140.0
1998-10-11,277205.5
1998-10-18,277271.0
1998-10-25,277336.5
1998-11-01,277402.0
1998-11-08,277453.2
1998-11-15,277504.4
1998-11-22,277555.6
1998-11-29,277606.8
1998-12-06,277658.0
1998-12-13,277716.25
1998-12-20,277774.5
1998-12-27,277832.75
1999-01-03,277891.0
1999-01-10,277931.8
1999-01-17,277972.6
1999-01-24,278013.4
1999-01-31,278054.2
1999-02-07,278095.0
1999-02-14,278152.25
1999-02-21,278209.5
1999-02-28,278266.75
1999-03-07,278324.0
1999-03-14,278389.0
1999-03-21,278454.0
1999-03-28,278519.0
1999-04-04,278584.0
1999-04-11,278652.75
1999-04-18,278721.5
1999-04-25,278790.25
1999-05-02,278859.0
1999-05-09,278916.8
1999-05-16,278974.6
1999-05-23,279032.4
1999-05-30,279090.2
1999-06-06,279148.0
1999-06-13,279223.0
1999-06-20,279298.0
1999-06-27,279373.0
1999-07-04,279448.0
1999-07-11,279524.0
1999-07-18,279600.0
1999-07-25,279676.0
1999-08-01,279752.0
1999-08-08,279812.2
1999-08-15,279872.4
1999-08-22,279932.6
1999-08-29,279992.8
1999-09-05,280053.0
1999-09-12,280124.0
1999-09-19,280195.0
1999-09-26,280266.0
1999-10-03,280337.0
1999-10-10,280388.4
1999-10-17,280439.8
1999-10-24,280491.2
1999-10-31,280542.6
1999-11-07,280594.0
1999-11-14,280657.0
1999-11-21,280720.0
1999-11-28,280783.0
1999-12-05,280846.0
1999-12-12,280905.25
1999-12-19,280964.5
1999-12-26,281023.75
2000-01-02,281083.0
2000-01-09,281126.2
2000-01-16,281169.4
2000-01-23,281212.6
2000-01-30,281255.8
2000-02-06,281299.0
2000-02-13,281357.0
2000-02-20,281415.0
2000-02-27,281473.0
2000-03-05,281531.0
2000-03-12,281589.0
2000-03-19,281647.0
2000-03-26,281705.0
2000-04-02,281763.0
2000-04-09,281809.6
2000-04-16,281856.2
2000-04-23,281902.8
2000-04-30,281949.4
2000-05-07,281996.0
2000-05-14,282058.75
2000-05-21,282121.5
2000-05-28,282184.25
2000-06-04,282247.0
2000-06-11,282311.25
2000-06-18,282375.5
2000-06-25,282439.75
2000-07-02,282504.0
2000-07-09,282557.0
2000-07-16,282610.0
2000-07-23,282663.0
2000-07-30,282716.0
2000-08-06,282769.0
2000-08-13,282835.0
2000-08-20,282901.0
2000-08-27,282967.0
2000-09-03,283033.0
2000-09-10,283096.0
2000-09-17,283159.0
2000-09-24,283222.0
2000-10-01,283285.0
2000-10-08,283332.6
2000-10-15,283380.2
2000-10-22,283427.8
2000-10-29,283475.4
2000-11-05,283523.0
2000-11-12,283579.25
2000-11-19,283635.5
2000-11-26,283691.75
2000-12-03,283748.0
2000-12-10,283790.4
2000-12-17,283832.8
2000-12-24,283875.2
2000-12-31,283917.6
2001-01-07,283960.0
2001-01-14,284011.5
2001-01-21,284063.0
2001-01-28,284114.5
2001-02-04,284166.0
2001-02-11,284219.5
2001-02-18,284273.0
2001-02-25,284326.5
2001-03-04,284380.0
2001-03-11,284435.5
2001-03-18,284491.0
2001-03-25,284546.5
2001-04-01,284602.0
2001-04-08,284648.4
2001-04-15,284694.8
2001-04-22,284741.2
2001-04-29,284787.6
2001-05-06,284834.0
2001-05-13,284894.5
2001-05-20,284955.0
2001-05-27,285015.5
2001-06-03,285076.0
2001-06-10,285138.0
2001-06-17,285200.0
2001-06-24,285262.0
2001-07-01,285324.0
2001-07-08,285376.0
2001-07-15,285428.0
2001-07-22,285480.0
2001-07-29,285532.0
2001-08-05,285584.0
2001-08-12,285648.5
2001-08-19,285713.0
2001-08-26,285777.5
2001-09-02,285842.0
2001-09-09,285890.8
2001-09-16,285939.6
2001-09-23,285988.4
2001-09-30,286037.2
2001-10-07,286086.0
2001-10-14,286143.25
2001-10-21,286200.5
2001-10-28,286257.75
2001-11-04,286315.0
2001-11-11,286369.5
2001-11-18,286424.0
2001-11-25,286478.5
2001-12-02,286533.0
2001-12-09,286574.2
2001-12-16,286615.4
2001-12-23,286656.6
2001-12-30,286697.8
2002-01-06,286739.0
2002-01-13,286788.0
2002-01-20,286837.0
2002-01-27,286886.0
2002-02-03,286935.0
2002-02-10,286984.0
2002-02-17,287033.0
2002-02-24,287082.0
2002-03-03,287131.0
2002-03-10,287173.4
2002-03-17,287215.8
2002-03-24,287258.2
2002-03-31,287300.6
2002-04-07,287343.0
2002-04-14,287400.0
2002-04-21,287457.0
2002-04-28,287514.0
2002-05-05,287571.0
2002-05-12,287630.25
2002-05-19,287689.5
2002-05-26,287748.75
2002-06-02,287808.0
2002-06-09,287856.6
2002-06-16,287905.2
2002-06-23,287953.8
2002-06-30,288002.4
2002-07-07,288051.0
2002-07-14,288114.0
2002-07-21,288177.0
2002-07-28,288240.0
2002-08-04,288303.0
2002-08-11,288365.75
2002-08-18,288428.5
2002-08-25,288491.25
2002-09-01,288554.0
2002-09-08,288602.0
2002-09-15,288650.0
2002-09-22,288698.0
2002-09-29,288746.0
2002-10-06,288794.0
2002-10-13,288848.5
2002-10-20,288903.0
2002-10-27,288957.5
2002-11-03,289012.0
2002-11-10,289062.5
2002-11-17,289113.0
2002-11-24,289163.5
2002-12-01,289214.0
2002-12-08,289253.6
2002-12-15,289293.2
2002-12-22,289332.8
2002-12-29,289372.4
2003-01-05,289412.0
2003-01-12,289460.5
2003-01-19,289509.0
2003-01-26,289557.5
2003-02-02,289606.0
2003-02-09,289656.75
2003-02-16,289707.5
2003-02-23,289758.25
2003-03-02,289809.0
2003-03-09,289852.0
2003-03-16,289895.0
2003-03-23,289938.0
2003-03-30,289981.0
2003-04-06,290024.0
2003-04-13,290080.5
2003-04-20,290137.0
2003-04-27,290193.5
2003-05-04,290250.0
2003-05-11,290308.5
2003-05-18,290367.0
2003-05-25,290425.5
2003-06-01,290484.0
2003-06-08,290532.4
2003-06-15,290580.8
2003-06-22,290629.2
2003-06-29,290677.6
2003-07-06,290726.0
2003-07-13,290788.0
2003-07-20,290850.0
2003-07-27,290912.0
2003-08-03,290974.0
2003-08-10,291023.6
2003-08-17,291073.2
2003-08-24,291122.8
2003-08-31,291172.4
2003-09-07,291222.0
2003-09-14,291282.25
2003-09-21,291342.5
2003-09-28,291402.75
2003-10-05,291463.0
2003-10-12,291516.5
2003-10-19,291570.0
2003-10-26,291623.5
2003-11-02,291677.0
2003-11-09,291715.2
2003-11-16,291753.4
2003-11-23,291791.6
2003-11-30,291829.8
2003-12-07,291868.0
2003-12-14,291912.5
2003-12-21,291957.0
2003-12-28,292001.5
2004-01-04,292046.0
2004-01-11,292092.0
2004-01-18,292138.0
2004-01-25,292184.0
2004-02-01,292230.0
2004-02-08,292270.8
2004-02-15,292311.6
2004-02-22,292352.4
2004-02-29,292393.2
2004-03-07,292434.0
2004-03-14,292488.25
2004-03-21,292542.5
2004-03-28,292596.75
2004-04-04,292651.0
2004-04-11,292706.25
2004-04-18,292761.5
2004-04-25,292816.75
2004-05-02,292872.0
2004-05-09,292918.2
2004-05-16,292964.4
2004-05-23,293010.6
2004-05-30,293056.8
2004-06-06,293103.0
2004-06-13,293164.75
2004-06-20,293226.5
2004-06-27,293288.25
2004-07-04,293350.0
2004-07-11,293413.25
2004-07-18,293476.5
2004-07-25,293539.75
2004-08-01,293603.0
2004-08-08,293653.8
2004-08-15,293704.6
2004-08-22,293755.4
2004-08-29,293806.2
2004-09-05,293857.0
2004-09-12,293918.75
2004-09-19,293980.5
2004-09-26,294042.25
2004-10-03,294104.0
2004-10-10,294150.6
2004-10-17,294197.2
2004-10-24,294243.8
2004-10-31,294290.4
2004-11-07,294337.0
2004-11-14,294393.0
2004-11-21,294449.0
2004-11-28,294505.0
2004-12-05,294561.0
2004-12-12,294612.75
2004-12-19,294664.5
2004-12-26,294716.25
2005-01-02,294768.0
2005-01-09,294805.4
2005-01-16,294842.8
2005-01-23,294880.2
2005-01-30,294917.6
2005-02-06,294955.0
2005-02-13,295003.5
2005-02-20,295052.0
2005-02-27,295100.5
2005-03-06,295149.0
2005-03-13,295201.5
2005-03-20,295254.0
2005-03-27,295306.5
2005-04-03,295359.0
2005-04-10,295414.75
2005-04-17,295470.5
2005-04-24,295526.25
2005-05-01,295582.0
2005-05-08,295630.4
2005-05-15,295678.8
2005-05-22,295727.2
2005-05-29,295775.6
2005-06-05,295824.0
2005-06-12,295887.25
2005-06-19,295950.5
2005-06-26,296013.75
2005-07-03,296077.0
2005-07-10,296129.2
2005-07-17,296181.4
2005-07-24,296233.6
2005-07-31,296285.8
2005-08-07,296338.0
2005-08-14,296405.0
2005-08-21,296472.0
2005-08-28,296539.0
2005-09-04,296606.0
2005-09-11,296668.75
2005-09-18,296731.5
2005-09-25,296794.25
2005-10-02,296857.0
2005-10-09,296903.4
2005-10-16,296949.8
2005-10-23,296996.2
2005-10-30,297042.6
2005-11-06,297089.0
