Week,Crude_oil_production
2011-12-30,5851
2012-01-06,5844
2012-01-13,5726
2012-01-20,5722
2012-01-27,5720
2012-02-03,5763
2012-02-10,5819
2012-02-17,5817
2012-02-24,5814
2012-03-02,5806
2012-03-09,5830
2012-03-16,5826
2012-03-23,5821
2012-03-30,6049
2012-04-06,6040
2012-04-13,6043
2012-04-20,6113
2012-04-27,6121
2012-05-04,6136
2012-05-11,6149
2012-05-18,6239
2012-05-25,6227
2012-06-01,6245
2012-06-08,6236
2012-06-15,6353
2012-06-22,6257
2012-06-29,6094
2012-07-06,6249
2012-07-13,6245
2012-07-20,6364
2012-07-27,6320
2012-08-03,6218
2012-08-10,6181
2012-08-17,6246
2012-08-24,6258
2012-08-31,5486
2012-09-07,5526
2012-09-14,6277
2012-09-21,6509
2012-09-28,6520
2012-10-05,6598
2012-10-12,6606
2012-10-19,6610
2012-10-26,6669
2012-11-02,6677
2012-11-09,6709
2012-11-16,6710
2012-11-23,6818
2012-11-30,6817
2012-12-07,6852
2012-12-14,6863
2012-12-21,6984
2012-12-28,6985
2013-01-04,7002
2013-01-11,7041
2013-01-18,6989
2013-01-25,6993
2013-02-01,6997
2013-02-08,7064
2013-02-15,7118
2013-02-22,7096
2013-03-01,7093
2013-03-08,7159
2013-03-15,7150
2013-03-22,7151
2013-03-29,7151
2013-04-05,7181
2013-04-12,7208
2013-04-19,7326
2013-04-26,7312
2013-05-03,7369
2013-05-10,7321
2013-05-17,7258
2013-05-24,7292
2013-05-31,7300
2013-06-07,7224
2013-06-14,7129
2013-06-21,7261
2013-06-28,7267
2013-07-05,7401
2013-07-12,7490
2013-07-19,7555
2013-07-26,7542
2013-08-02,7560
2013-08-09,7571
2013-08-16,7518
2013-08-23,7609
2013-08-30,7621
2013-09-06,7745
2013-09-13,7827
2013-09-20,7777
2013-09-27,7784
2013-10-04,7809
2013-10-11,7428
2013-10-18,7896
2013-10-25,7853
2013-11-01,7858
2013-11-08,7981
2013-11-15,7974
2013-11-22,8019
2013-11-29,8011
2013-12-06,8075
2013-12-13,8058
2013-12-20,8111
2013-12-27,8121
2014-01-03,8145
2014-01-10,8159
2014-01-17,8052
2014-01-24,8044
2014-01-31,8044
2014-02-07,8132
2014-02-14,8148
2014-02-21,8059
2014-02-28,8077
2014-03-07,8182
2014-03-14,8215
2014-03-21,8190
2014-03-28,8192
2014-04-04,8229
2014-04-11,8301
2014-04-18,8360
2014-04-25,8352
2014-05-02,8350
2014-05-09,8428
2014-05-16,8434
2014-05-23,8472
2014-05-30,8383
2014-06-06,8460
2014-06-13,8477
2014-06-20,8446
2014-06-27,8442
2014-07-04,8514
2014-07-11,8592
2014-07-18,8565
2014-07-25,8443
2014-08-01,8453
2014-08-08,8556
2014-08-15,8577
2014-08-22,8631
2014-08-29,8630
2014-09-05,8590
2014-09-12,8838
2014-09-19,8867
2014-09-26,8837
2014-10-03,8875
2014-10-10,8951
2014-10-17,8934
2014-10-24,8970
2014-10-31,8972
2014-11-07,9063
2014-11-14,9004
2014-11-21,9077
2014-11-28,9083
2014-12-05,9118
2014-12-12,9137
2014-12-19,9127
2014-12-26,9121
2015-01-02,9132
2015-01-09,9192
2015-01-16,9186
2015-01-23,9213
2015-01-30,9177
2015-02-06,9226
2015-02-13,9280
2015-02-20,9285
2015-02-27,9324
2015-03-06,9366
2015-03-13,9419
2015-03-20,9422
2015-03-27,9386
2015-04-03,9404
2015-04-10,9384
2015-04-17,9366
2015-04-24,9373
2015-05-01,9369
2015-05-08,9374
2015-05-15,9262
2015-05-22,9566
2015-05-29,9586
2015-06-05,9610
2015-06-12,9589
2015-06-19,9604
2015-06-26,9595
2015-07-03,9604
2015-07-10,9562
2015-07-17,9558
2015-07-24,9413
2015-07-31,9465
2015-08-07,9395
2015-08-14,9348
2015-08-21,9337
2015-08-28,9218
2015-09-04,9135
2015-09-11,9117
2015-09-18,9136
2015-09-25,9096
2015-10-02,9172
2015-10-09,9096
2015-10-16,9096
2015-10-23,9112
2015-10-30,9160
2015-11-06,9185
2015-11-13,9182
2015-11-20,9165
2015-11-27,9202
2015-12-04,9164
2015-12-11,9176
2015-12-18,9179
2015-12-25,9202
2016-01-01,9219
2016-01-08,9227
2016-01-15,9235
2016-01-22,9221
2016-01-29,9214
2016-02-05,9186
2016-02-12,9135
2016-02-19,9102
2016-02-26,9077
2016-03-04,9078
2016-03-11,9068
2016-03-18,9038
2016-03-25,9022
2016-04-01,9008
2016-04-08,8977
2016-04-15,8953
2016-04-22,8938
2016-04-29,8825
2016-05-06,8802
2016-05-13,8791
2016-05-20,8767
2016-05-27,8735
2016-06-03,8745
2016-06-10,8716
2016-06-17,8677
2016-06-24,8622
2016-07-01,8428
2016-07-08,8485
2016-07-15,8494
2016-07-22,8515
2016-07-29,8460
2016-08-05,8445
2016-08-12,8597
2016-08-19,8548
2016-08-26,8488
2016-09-02,8458
2016-09-09,8493
2016-09-16,8512
2016-09-23,8497
2016-09-30,8467
2016-10-07,8450
2016-10-14,8464
2016-10-21,8504
2016-10-28,8522
2016-11-04,8692
2016-11-11,8681
2016-11-18,8690
2016-11-25,8699
2016-12-02,8697
2016-12-09,8796
2016-12-16,8786
2016-12-23,8766
2016-12-30,8770
2017-01-06,8946
2017-01-13,8944
2017-01-20,8961
2017-01-27,8915
2017-02-03,8978
2017-02-10,8977
2017-02-17,9001
2017-02-24,9032
2017-03-03,9088
2017-03-10,9109
2017-03-17,9129
2017-03-24,9147
2017-03-31,9199
2017-04-07,9235
2017-04-14,9252
2017-04-21,9265
2017-04-28,9293
2017-05-05,9314
2017-05-12,9305
2017-05-19,9320
2017-05-26,9342
2017-06-02,9318
2017-06-09,9330
2017-06-16,9350
2017-06-23,9250
2017-06-30,9338
2017-07-07,9397
2017-07-14,9429
2017-07-21,9410
2017-07-28,9430
2017-08-04,9423
2017-08-11,9502
2017-08-18,9528
2017-08-25,9530
2017-09-01,8781
2017-09-08,9353
2017-09-15,9510
2017-09-22,9547
2017-09-29,9561
2017-10-06,9480
2017-10-13,8406
2017-10-20,9507
2017-10-27,9553
2017-11-03,9620
2017-11-10,9645
2017-11-17,9658
2017-11-24,9682
2017-12-01,9707
2017-12-08,9780
2017-12-15,9789
2017-12-22,9754
2017-12-29,9782
2018-01-05,9492
2018-01-12,9750
2018-01-19,9878
2018-01-26,9919
2018-02-02,10251
2018-02-09,10271
2018-02-16,10270
2018-02-23,10283
2018-03-02,10369
2018-03-09,10381
2018-03-16,10407
2018-03-23,10433
2018-03-30,10460
2018-04-06,10525
2018-04-13,10540
2018-04-20,10586
2018-04-27,10619
2018-05-04,10703
2018-05-11,10723
2018-05-18,10725
2018-05-25,10769
2018-06-01,10800
2018-06-08,10900
2018-06-15,10900
2018-06-22,10900
2018-06-29,10900
2018-07-06,10900
2018-07-13,11000
2018-07-20,11000
2018-07-27,10900
2018-08-03,10800
2018-08-10,10900
2018-08-17,11000
2018-08-24,11000
2018-08-31,11000
2018-09-07,10900
2018-09-14,11000
2018-09-21,11100
2018-09-28,11100
2018-10-05,11200
2018-10-12,10900
2018-10-19,10900
2018-10-26,11200
2018-11-02,11600
2018-11-09,11700
2018-11-16,11700
2018-11-23,11700
2018-11-30,11700
2018-12-07,11600
2018-12-14,11600
2018-12-21,11700
2018-12-28,11700
2019-01-04,11700
2019-01-11,11900
2019-01-18,11900
2019-01-25,11900
2019-02-01,11900
2019-02-08,11900
2019-02-15,12000
2019-02-22,12100
2019-03-01,12100
2019-03-08,12000
2019-03-15,12100
2019-03-22,12100
2019-03-29,12200
2019-04-05,12200
2019-04-12,12100
2019-04-19,12200
2019-04-26,12300
2019-05-03,12200
2019-05-10,12100
2019-05-17,12200
2019-05-24,12300
2019-05-31,12400
2019-06-07,12300
2019-06-14,12200
2019-06-21,12100
2019-06-28,12200
2019-07-05,12300
2019-07-12,12000
2019-07-19,11300
2019-07-26,12200
2019-08-02,12300
2019-08-09,12300
2019-08-16,12300
2019-08-23,12500
2019-08-30,12400
2019-09-06,12400
2019-09-13,12400
2019-09-20,12500
2019-09-27,12400
2019-10-04,12600
2019-10-11,12600
2019-10-18,12600
2019-10-25,12600
2019-11-01,12600
2019-11-08,12800
2019-11-15,12800
2019-11-22,12900
2019-11-29,12900
2019-12-06,12800
2019-12-13,12800
2019-12-20,12900
2019-12-27,12900
2020-01-03,12900
2020-01-10,13000
2020-01-17,13000
2020-01-24,13000
2020-01-31,12900
2020-02-07,13000
2020-02-14,13000
2020-02-21,13000
2020-02-28,13100
2020-03-06,13000
2020-03-13,13100
2020-03-20,13000
2020-03-27,13000
2020-04-03,12400
2020-04-10,12300
2020-04-17,12200
2020-04-24,12100
2020-05-01,11900
2020-05-08,11600
2020-05-15,11500
2020-05-22,11400
2020-05-29,11200
2020-06-05,11100
2020-06-12,10500
2020-06-19,11000
2020-06-26,11000
2020-07-03,11000
2020-07-10,11000
2020-07-17,11100
2020-07-24,11100
2020-07-31,11000
2020-08-07,10700
2020-08-14,10700
2020-08-21,10800
2020-08-28,9700
2020-09-04,10000
2020-09-11,10900
2020-09-18,10700
2020-09-25,10700
2020-10-02,11000
2020-10-09,10500
2020-10-16,9900
2020-10-23,11100
2020-10-30,10500
2020-11-06,10500
2020-11-13,10900
2020-11-20,11000
2020-11-27,11100
2020-12-04,11100
2020-12-11,11000
2020-12-18,11000
2020-12-25,11000
2021-01-01,11000
2021-01-08,11000
2021-01-15,11000
2021-01-22,10900
