,0,1,2,3
multi_linear,-0.008047041107946979,0.0013464850989756188,0.0017539300393545553,-0.0002954374707443577
random_forest,0.6394963751338961,0.12597398331256196,0.11751194680885853,0.11701769474468342
gradient_boosting,0.7009488656515233,0.14772979641756614,0.09925723559926163,0.05206410233164904
xgboost,0.47745612263679504,0.1709679663181305,0.17966359853744507,0.1719122678041458
adaboost,0.6334098277677821,0.16657510998202837,0.11240873114149687,0.0876063311086926
