Date,Open,High,Low,Close,Volume
08/18/2017,336.28,336.28,327.9,327.9,0
08/11/2017,335.95,337.85,330.7,332.11,0
08/04/2017,332.55,335.73,327.37,335.73,0
07/28/2017,335.25,336.47,334,334,0
07/21/2017,338.9,340.46,335.4,335.4,0
07/14/2017,332.33,338.95,332.33,338.95,0
07/07/2017,339.94,339.94,326.22,329.8,0
06/30/2017,336.8,337.03,332.05,337.03,0
06/23/2017,335.2,335.2,332.69,335.05,0
06/16/2017,336.33,339.9,334.42,334.42,0
06/09/2017,336.37,336.63,334.2,334.2,0
06/02/2017,324.34,336.58,324.34,336.31,0
05/26/2017,321.49,324.34,319.69,324.34,0
05/19/2017,324.87,324.87,315.38,318.59,0
05/12/2017,325.55,329.62,325.53,325.53,0
05/05/2017,327.62,327.62,319.99,325.65,0
04/28/2017,323.44,328.02,323.44,328.02,0
04/21/2017,316.44,321.77,314.23,319.42,0
04/14/2017,319.18,319.18,313.32,313.32,0
04/07/2017,321.41,321.41,315.29,316.36,0
03/31/2017,319.69,325.04,319.69,324.69,0
03/24/2017,328.26,328.26,316.91,318.58,0
03/17/2017,328.35,334.78,328.35,331.11,0
03/10/2017,326.89,326.89,323.76,324.9,0
03/03/2017,327.23,330.3,324.9,330.3,0
02/24/2017,330.77,333.86,326.29,326.29,0
02/17/2017,328.32,332.38,328.32,330.77,0
02/10/2017,323.31,323.85,318.13,323.85,0
02/03/2017,320.06,321.74,319.56,321.74,0
01/27/2017,319.44,330.25,319.44,323.21,0
01/20/2017,321.66,321.66,320.53,320.76,0
01/13/2017,314.26,321.66,314.26,321.66,0
01/06/2017,305.52,320.85,305.52,316.12,0
12/30/2016,309.51,311.01,305.52,305.52,0
12/23/2016,310.7,313.74,308.06,309.51,0
12/16/2016,313.98,316.42,309.54,310.78,0
12/09/2016,300.25,318.69,300.25,318.69,0
12/02/2016,296.57,302.7,295.36,297.31,0
11/25/2016,291.68,299.32,291.68,299.32,0
11/18/2016,289.61,292.64,289.61,290.52,0
11/11/2016,283.6,291.51,279.78,291.51,0
11/04/2016,284.41,284.41,277.2,277.86,0
10/28/2016,289.39,289.39,281.8,281.8,0
10/21/2016,283.98,287.04,283.93,285.47,0
10/14/2016,291.98,291.98,285.13,285.32,0
10/07/2016,296.24,298.17,292.87,292.87,0
09/30/2016,291.01,295.33,291.01,295.33,0
09/23/2016,290.96,295.23,289.05,293.32,0
09/16/2016,293.13,293.13,286.74,289.75,0
09/09/2016,296.69,299.54,287.41,287.41,0
09/02/2016,297.21,297.21,295.12,296.69,0
08/26/2016,295.74,298.45,295.64,295.64,0
08/19/2016,296.4,296.65,294.23,296.65,0
08/12/2016,293.08,295.28,293.08,293.83,0
08/05/2016,295.87,295.87,287.46,293.67,0
07/29/2016,301.3,304.29,295.21,298.16,0
07/22/2016,295.09,300.44,294.63,300.44,0
07/15/2016,290.47,294.19,290.47,293.38,0
07/08/2016,283.31,286.75,274.51,286.75,0
07/01/2016,265.9,283.31,265.9,283.31,0
06/24/2016,294.94,294.94,274.73,274.73,0
06/17/2016,287.48,290.03,285.4,290.03,0
06/10/2016,293.51,297.7,290.05,290.05,0
06/03/2016,297.33,297.89,291.55,291.55,0
05/27/2016,288.44,297.33,288.44,297.33,0
05/20/2016,291.86,291.86,286.92,289.93,0
05/13/2016,291.85,295.4,289.14,289.14,0
05/06/2016,302.54,302.54,291.15,293.8,0
04/29/2016,305.47,310.38,301.72,301.72,0
04/22/2016,300.93,306.44,300.93,306.44,0
04/15/2016,288.96,299.27,288.96,297.97,0
04/08/2016,291.59,292.35,287.08,287.43,0
04/01/2016,293.18,300.35,293.18,296.28,0
03/25/2016,300.37,300.37,292.65,292.65,0
03/18/2016,290.4,299.53,290.4,299.53,0
03/11/2016,290.66,290.66,284.27,290.31,0
03/04/2016,271.88,289.79,271.88,289.79,0
02/26/2016,270.65,273.04,264.67,273.04,0
02/19/2016,252.82,267.38,252.82,263.37,0
02/12/2016,248.69,252.82,245.71,252.82,0
02/05/2016,266.42,266.42,252.2,252.2,0
01/29/2016,259.18,264.22,259.18,264.02,0
01/22/2016,262.12,263.19,260.06,263.19,0
01/15/2016,275.6,277.27,262.12,262.12,0
01/08/2016,301.88,301.88,272.36,272.36,0
12/31/2015,309.86,312.61,308.12,308.12,0
12/25/2015,302.25,312.03,302.25,311.02,0
12/18/2015,300.96,311.32,300.87,300.87,0
12/11/2015,315.88,315.88,301.61,301.61,0
12/04/2015,321.84,324.08,313.64,318.18,0
11/27/2015,320.06,322.8,320.06,322.8,0
11/20/2015,309.84,321.36,309.84,321.36,0
11/13/2015,316.41,316.41,304.68,304.68,0
11/06/2015,318.99,319.44,318.24,319.26,0
10/30/2015,321.77,321.77,313.37,316.11,0
10/23/2015,313.97,320.96,312.23,320.96,0
10/16/2015,311.57,313.09,309.5,313.09,0
10/09/2015,305.4,313.64,305.4,312.39,0
10/02/2015,284.09,301.55,284.09,301.55,0
09/25/2015,303.34,303.34,291.68,291.68,0
09/18/2015,298.45,310.04,298.45,302.27,0
09/11/2015,289.34,297.28,289.34,297.28,0
09/04/2015,296.7,296.7,288.13,289.34,0
08/28/2015,281.11,296,277.14,296,0
08/21/2015,314.56,315.69,292.94,292.94,0
08/14/2015,318.48,318.48,308.72,311.98,0
08/07/2015,314.6,315.94,313.56,313.95,0
07/31/2015,306.94,317.43,306.94,315.15,0
07/24/2015,315.53,315.53,309.19,309.19,0
07/17/2015,319.64,321.18,313.81,316.09,0
07/10/2015,327.99,327.99,312.64,315.79,0
07/03/2015,327.53,329.82,327.53,329.82,0
06/26/2015,339.93,341.88,337.53,337.53,0
06/19/2015,334.3,340.24,334.3,339.25,0
06/12/2015,333.43,338.01,333.43,337.15,0
06/05/2015,338.59,338.92,333.77,333.77,0
05/29/2015,338.57,340.11,336.19,336.68,0
05/22/2015,337.64,339.65,336.28,338.57,0
05/15/2015,334.27,336.28,333.07,336.28,0
05/08/2015,334.15,334.39,329.39,334.39,0
05/01/2015,334.66,334.66,330.24,332.45,0
04/24/2015,334.9,335.49,332.85,332.85,0
04/17/2015,332.11,334.07,331.87,331.87,0
04/10/2015,333.66,334.57,330.51,334.57,0
04/03/2015,330.98,331.14,327.29,329.93,0
03/27/2015,335.43,335.43,325.8,326.06,0
03/20/2015,331.99,335.28,330.26,335.28,0
03/13/2015,328.95,329.42,324.51,326.63,0
03/06/2015,336.98,336.98,326.93,326.93,0
02/27/2015,334.88,337.3,333,333,0
02/20/2015,331.89,336.79,331.09,336.79,0
02/13/2015,326.13,331.89,326.13,331.89,0
02/06/2015,312.36,326.75,312.36,326.75,0
01/30/2015,313.47,313.47,303.38,305.39,0
01/23/2015,305.23,313.5,305.23,311.87,0
01/16/2015,314.62,314.62,302.62,305.23,0
01/09/2015,313.39,321.84,311.59,317.11,0
01/02/2015,326.38,326.38,322.45,322.45,0
12/26/2014,320.09,324.02,320.09,324.02,0
12/19/2014,303.57,317.62,299.45,317.62,0
12/12/2014,318.97,319.44,307.92,307.92,0
12/05/2014,321.8,327.72,321.8,325.61,0
11/28/2014,324.08,325.39,322.2,325.39,0
11/21/2014,320.53,322.47,320.53,321.35,0
11/14/2014,309.24,318.16,309.24,318.16,0
11/07/2014,306.23,311.07,303.63,309.91,0
10/31/2014,293.06,306.29,293.06,306.29,0
10/24/2014,288.97,297.79,288.97,295.37,0
10/17/2014,278.39,287.63,278.39,287.63,0
10/10/2014,303.89,303.89,284.71,284.71,0
10/03/2014,302.26,303.94,296.81,303.94,0
09/26/2014,314.99,314.99,310.25,311.61,0
09/19/2014,320.52,321.28,319.66,319.66,0
09/12/2014,328.65,328.65,324.75,324.75,0
09/05/2014,332.08,335.04,332.08,332.13,0
08/29/2014,330.21,332.08,329.37,332.08,0
08/22/2014,328.78,330.84,328.2,328.2,0
08/15/2014,324.74,326.83,324.13,325.64,0
08/08/2014,321.52,323.12,318.83,323.12,0
08/01/2014,329.09,329.09,317.1,317.1,0
07/25/2014,333.91,334.28,330.02,330.02,0
07/18/2014,337.43,337.43,332.5,334.33,0
07/11/2014,334.95,336.17,332.55,336.01,0
07/04/2014,332.24,336.96,332.24,336.96,0
06/27/2014,330.28,332.48,328.6,332.48,0
06/20/2014,325.26,328.55,325.26,328.55,0
06/13/2014,329.41,329.41,320.9,322.31,0
06/06/2014,320.58,330.67,320.58,330.67,0
05/30/2014,316.11,320.65,316.11,319.88,0
05/23/2014,311.72,316.11,307.91,316.11,0
05/16/2014,311.65,312.6,307.39,308.02,0
05/09/2014,313.32,313.32,306.81,306.81,0
05/02/2014,308.84,314.17,308.84,314.17,0
04/25/2014,314.19,318.48,309.21,309.21,0
04/18/2014,303.93,311.94,303.93,311.94,0
04/11/2014,308.39,313.38,302.15,302.15,0
04/04/2014,311.33,322.15,311.33,315.08,0
03/28/2014,309.3,309.3,304.23,308.54,0
03/21/2014,310.74,314.61,310.74,312.8,0
03/14/2014,318.73,318.73,307.17,307.17,0
03/07/2014,314.83,321.92,314.83,321.37,0
02/28/2014,314.13,318.14,314.13,317.13,0
02/21/2014,308.11,313.16,308.11,313.16,0
02/14/2014,296.47,308.11,296.47,308.11,0
02/07/2014,286.35,298.17,286.35,298.17,0
01/31/2014,299.04,301.23,295.31,295.31,0
01/24/2014,314.06,315.65,301.13,301.13,0
01/17/2014,309.93,316.87,309.93,314.06,0
01/10/2014,307.61,313.97,307.61,313.97,0
01/03/2014,309.3,310.87,306.78,306.78,0
12/27/2013,307.92,311.21,307.92,309.28,0
12/20/2013,315.43,315.86,304.94,306.82,0
12/13/2013,312.96,313.06,308.66,310.81,0
12/06/2013,309.85,311.55,307.13,311.55,0
11/29/2013,306.8,311.16,306.76,311.16,0
11/22/2013,306.23,308.05,302.69,307.63,0
11/15/2013,301.22,308.96,299.8,308.96,0
11/08/2013,306.7,306.7,295.59,300.35,0
11/01/2013,304.98,305.75,303.33,303.33,0
10/25/2013,305.45,307.26,304.06,306.31,0
10/18/2013,301.55,307.71,298.9,307.71,0
10/11/2013,297.35,300.96,290.3,300.96,0
10/04/2013,300.61,303.74,298.23,301.65,0
09/27/2013,302.16,304.61,302.16,302.5,0
09/20/2013,300.03,305.79,300.03,303.71,0
09/13/2013,297.04,301.77,297.04,298.47,0
09/06/2013,284.27,296.55,284.27,293.9,0
08/30/2013,288.13,288.13,280.54,284.27,0
08/23/2013,281.36,288.85,281.36,288.85,0
08/16/2013,291.83,292.61,282.94,282.94,0
08/09/2013,292.04,292.04,284.9,291.19,0
08/02/2013,285.42,293.6,284.59,293.6,0
07/26/2013,284.29,285.93,283.38,284.83,0
07/19/2013,281.5,283.4,275.56,282.65,0
07/12/2013,274.76,281.68,274.76,281.68,0
07/05/2013,266.34,273.12,266.34,273.12,0
06/28/2013,248.45,261.81,248.45,261.49,0
06/21/2013,263.26,265.35,252.78,252.78,0
06/14/2013,262.78,263.84,258.09,262.09,0
06/07/2013,261.36,263.01,254.95,263.01,0
05/31/2013,255.06,264.81,255.06,260.33,0
05/24/2013,260.06,260.06,255.06,255.06,0
05/17/2013,246.47,260.03,246.47,260.03,0
05/10/2013,242.54,246.24,242.54,246.24,0
05/03/2013,236.12,239.66,232.81,239.66,0
04/26/2013,222.92,234.52,222.92,234.52,0
04/19/2013,221.03,224.95,218.43,221.1,0
04/12/2013,220.4,229.87,220.4,229.6,0
04/05/2013,224.61,224.79,218.01,218.01,0
03/29/2013,226.09,228.36,226.09,227.24,0
03/22/2013,227.6,230.07,226.54,226.68,0
03/15/2013,228.32,230.05,228.32,230.04,0
03/08/2013,217.36,225.25,217.36,225.25,0
03/01/2013,211.21,218.25,211.21,216.47,0
02/22/2013,222.99,222.99,214.49,216.02,0
02/15/2013,222.39,223.17,222.39,222.99,0
02/08/2013,217.13,222.33,217.13,222.33,0
02/01/2013,224.13,224.13,217.94,219.96,0
01/25/2013,224.49,224.49,222.16,224.49,0
01/18/2013,223.98,227.01,223.98,224.49,0
01/11/2013,219.93,223.65,218.47,223.65,0
01/04/2013,214.14,220.94,214.14,220.94,0
12/28/2012,208.22,210.54,208.22,209.94,0
12/21/2012,197.45,204.97,197.45,204.95,0
12/14/2012,198.3,199.43,194.41,194.41,0
12/07/2012,195.9,197.24,194.27,197.24,0
11/30/2012,192.88,197.76,191.93,197.24,0
11/23/2012,188.56,193.37,188.56,193.37,0
11/16/2012,188.1,188.1,182.69,182.69,0
11/09/2012,193.21,196.05,187.06,187.54,0
11/02/2012,181.29,192.49,181.29,191.89,0
10/26/2012,182.79,182.79,180.52,181.29,0
10/19/2012,181.45,186.61,181.45,182.47,0
10/12/2012,184.16,184.16,179.57,180.16,0
10/05/2012,180.17,185.51,180.17,185.51,0
09/28/2012,185.72,185.72,178.16,178.16,0
09/21/2012,189.18,190.79,186.84,186.84,0
09/14/2012,184.56,192.27,184.56,192.27,0
09/07/2012,175.76,185.68,175.01,185.68,0
08/31/2012,175.27,175.88,174.94,175.76,0
08/24/2012,178.74,178.74,176.07,176.07,0
08/17/2012,174.54,179.54,173.88,179.54,0
08/10/2012,168.26,173.75,168.26,173.75,0
08/03/2012,166.6,167.81,162.37,166.98,0
07/27/2012,165.06,167.19,159.97,167.19,0
07/20/2012,168.69,172.21,167.28,167.28,0
07/13/2012,171.09,171.09,166.15,169.74,0
07/06/2012,170.85,175.36,170.85,172.39,0
06/29/2012,173.95,173.95,172.99,173.15,0
06/22/2012,180.54,185.02,178.14,178.14,0
06/15/2012,180.18,182.19,178.88,180.24,0
06/08/2012,175.67,184.87,175.67,184.87,0
06/01/2012,186.89,191.25,178.55,178.55,0
05/25/2012,183.37,186.99,183.37,186.89,0
05/18/2012,187.63,187.63,178.58,178.58,0
05/11/2012,193.23,193.23,190.92,190.92,0
05/04/2012,198.18,199.92,192.86,192.86,0
04/27/2012,195.08,202.97,194.58,202.44,0
04/20/2012,200.12,202.97,197.88,197.88,0
04/13/2012,201.57,202.35,196.13,200.71,0
04/06/2012,211.66,211.66,206.05,206.05,0
03/30/2012,210.15,210.15,206.65,208.44,0
03/23/2012,210.64,210.64,205.87,206.55,0
03/16/2012,206.55,213.02,206.55,210.04,0
03/09/2012,207.68,208.34,200.24,208.34,0
03/02/2012,209.01,211.48,207.48,211.48,0
02/24/2012,215.1,215.1,208.42,208.42,0
02/17/2012,207.88,215.1,206.39,215.1,0
02/10/2012,211.75,211.75,206.4,206.4,0
02/03/2012,200.73,210.42,200.25,210.42,0
01/27/2012,201.96,205.84,200.48,200.48,0
01/20/2012,199.82,203.42,199.42,201.85,0
01/13/2012,193.85,201.49,193.85,199.82,0
01/06/2012,181.94,193.58,181.94,193.58,0
12/30/2011,183.58,183.58,178.84,181.94,0
12/23/2011,168.99,183.58,168.99,183.58,0
12/16/2011,183.19,183.19,170.89,173.08,0
12/09/2011,189.05,189.05,182.69,186.03,0
12/02/2011,172.81,185.39,171.58,185.39,0
11/25/2011,171.85,171.85,166.98,166.98,0
11/18/2011,188.37,188.37,175.51,175.51,0
11/11/2011,192.63,195.73,184.42,189.43,0
11/04/2011,198.18,198.18,187.9,193.19,0
10/28/2011,201.7,202.72,195.95,202.66,0
10/21/2011,186.67,196.67,186.67,196.67,0
10/14/2011,181.85,191.07,181.85,191.07,0
10/07/2011,155.77,177.69,155.77,174.12,0
09/30/2011,165.76,169.46,161.7,161.7,0
09/23/2011,179.54,179.54,159.68,162.86,0
09/16/2011,170.98,181.24,170.98,180.21,0
09/09/2011,176.71,180.4,171.12,171.12,0
09/02/2011,185.37,187.91,176.71,176.71,0
08/26/2011,167.07,177.04,167.07,176.76,0
08/19/2011,192.35,192.35,166.96,166.96,0
08/12/2011,171.96,188.47,171.96,188.47,0
08/05/2011,212.2,212.2,188.42,188.42,0
07/29/2011,224.99,224.99,211.15,211.15,0
07/22/2011,221.61,227.26,221.61,227.26,0
07/15/2011,227.56,227.56,224.69,225.09,0
07/08/2011,234.31,237.79,234.31,234.81,0
07/01/2011,223.18,234.31,223.18,234.31,0
06/24/2011,213.59,221.91,213.59,220.91,0
06/17/2011,209.34,215.2,209.21,211.37,0
06/10/2011,217.75,217.75,210.91,210.91,0
06/03/2011,228.83,232.33,219.34,219.34,0
05/27/2011,226.63,228.83,224,228.83,0
05/20/2011,231.56,232.46,228.68,229.78,0
05/13/2011,235.14,237.18,232.58,232.58,0
05/06/2011,238.82,238.82,233.27,234.77,0
04/29/2011,234.06,239.21,234.06,239.21,0
04/22/2011,222.82,235.17,222.82,235.17,0
04/15/2011,227.99,228.2,225.37,225.37,0
04/08/2011,239.35,240.39,232.33,232.33,0
04/01/2011,230.5,237.43,230.5,237.43,0
03/25/2011,229.62,233.26,225.3,233.26,0
03/18/2011,227.8,229.06,223.19,226.24,0
03/11/2011,227.23,232.16,227.09,228.93,0
03/04/2011,235.14,235.14,229.99,231.25,0
02/25/2011,247.3,247.3,230.81,234.87,0
02/18/2011,247.49,248.58,246.98,247.3,0
02/11/2011,240.73,248.53,240.73,248.53,0
02/04/2011,237.25,237.97,231.77,236.25,0
01/28/2011,247.35,257.15,237.74,237.74,0
01/21/2011,255.04,255.75,245.32,245.32,0
01/14/2011,254.24,256.23,253.33,255.04,0
01/07/2011,243.54,252.15,243.54,252.15,0
12/31/2010,236.68,238.32,235.93,238.32,0
12/24/2010,236.29,238.45,236.29,236.73,0
12/17/2010,229.97,235.21,229.97,235.21,0
12/10/2010,231.93,231.98,230.67,231.9,0
12/03/2010,218.16,231.56,216.88,231.56,0
11/26/2010,220.38,220.38,215.85,219.96,0
11/19/2010,222.61,222.61,216.93,219.76,0
11/12/2010,222.4,222.84,218.53,218.54,0
11/05/2010,202.96,220.83,202.96,220.83,0
10/29/2010,201.95,202.99,201.95,202.41,0
10/22/2010,198.83,199.92,193.08,199.92,0
10/15/2010,194.24,198.25,194.24,198.25,0
10/08/2010,183.66,193.45,183.66,193.45,0
10/01/2010,180.42,182.06,180.42,180.96,0
09/24/2010,179.1,180.56,175.45,180.56,0
09/17/2010,173.01,176.99,172.56,176.99,0
09/10/2010,174.57,174.57,169.14,169.58,0
09/03/2010,161.95,174.57,161.22,174.57,0
08/27/2010,166.47,166.47,160.55,165.12,0
08/20/2010,170.19,174.84,168.4,168.4,0
08/13/2010,183.44,183.44,169.95,169.95,0
08/06/2010,182.22,182.22,179.54,182.04,0
07/30/2010,180.11,180.11,177.25,177.25,0
07/23/2010,165.08,178.34,165.08,178.34,0
07/16/2010,161.35,170.5,161.35,163.85,0
07/09/2010,150.99,160.44,149.46,160.44,0
07/02/2010,157.13,157.13,150.07,150.99,0
06/25/2010,168.46,168.46,159.1,159.33,0
06/18/2010,164.81,170.24,164.81,167.9,0
06/11/2010,157.26,163.04,155.92,163.04,0
06/04/2010,167.19,170.66,162.75,162.75,0
