Date,Open,High,Low,Close,Volume
05/28/2010,159.91,170.86,159.86,167.19,0
05/21/2010,174.27,174.27,158.05,162.42,0
05/14/2010,179.12,184.17,175.81,175.81,0
05/07/2010,192.18,192.18,167.77,167.77,0
04/30/2010,199.68,199.68,188.37,188.55,0
04/23/2010,189.54,198.52,189.54,198.52,0
04/16/2010,183.47,193.15,183.47,188.53,0
04/09/2010,182.77,182.77,179.72,182.28,0
04/02/2010,184.99,184.99,178.87,180.7,0
03/26/2010,187.62,188.68,186.45,186.46,0
03/19/2010,180.84,187.1,180.84,181.22,0
03/12/2010,178.68,180.99,177.05,180.99,0
03/05/2010,173.85,179.65,172.68,179.65,0
02/26/2010,163.95,167.98,163.95,167.98,0
02/19/2010,158.74,164.21,158.74,163.66,0
02/12/2010,154.67,158.74,154.67,158.74,0
02/05/2010,159.49,164.61,155.32,155.32,0
01/29/2010,161.18,162.16,155.45,155.45,0
01/22/2010,165.88,167.63,156.84,156.84,0
01/15/2010,169.08,169.08,165.88,165.88,0
01/08/2010,154.39,165.95,154.39,165.9,0
12/31/2009,153.82,153.82,151.06,151.06,0
12/25/2009,149.82,153.69,149.82,153.69,0
12/18/2009,146.94,149.79,146.94,149.79,0
12/11/2009,144.39,145.64,142.53,145.64,0
12/04/2009,142.54,145.25,142.54,144.75,0
11/27/2009,142.65,143.49,141.4,141.4,0
11/20/2009,144.16,146.61,141.07,141.07,0
11/13/2009,138.19,140.43,137.38,140.43,0
11/06/2009,128.22,132.82,126.45,132.82,0
10/30/2009,134.28,134.28,123.2,123.2,0
10/23/2009,135.77,138.23,135.38,136.4,0
10/16/2009,134.85,136.8,133.75,133.76,0
10/09/2009,124.78,130.96,124.78,130.96,0
10/02/2009,130.15,130.39,120.95,120.95,0
09/25/2009,127.71,130.6,127.01,127.01,0
09/18/2009,132.37,132.37,129.85,130.15,0
09/11/2009,127.28,132.45,127.28,131.47,0
09/04/2009,128.91,128.91,122,127.28,0
08/28/2009,127.27,129.77,127.27,129.77,0
08/21/2009,125.69,131.97,125.69,131.97,0
08/14/2009,132.26,133.42,131.33,131.37,0
08/07/2009,137.17,137.51,134.18,135.59,0
07/31/2009,126.25,132.89,122.67,132.89,0
07/24/2009,114.3,123.7,114.3,122.9,0
07/17/2009,101.85,110.49,101.85,110.49,0
07/10/2009,101.93,101.93,97.72,100.98,0
07/03/2009,105.67,107.75,104.07,104.07,0
06/26/2009,98.59,103.6,98.42,103.11,0
06/19/2009,105,105,102.23,103.45,0
06/12/2009,110.47,110.83,108.14,108.14,0
06/05/2009,109.29,111.44,108.29,110.96,0
05/29/2009,97.21,102.71,97.21,102.71,0
05/22/2009,100.84,102.86,97.21,97.21,0
05/15/2009,105.67,105.67,93.04,97.48,0
05/08/2009,108.94,110.22,106.08,109.85,0
05/01/2009,98.86,106.32,97.57,103.88,0
04/24/2009,83.86,100.31,83.86,100.31,0
04/17/2009,86.52,89.79,86.04,89.79,0
04/10/2009,81.77,88.05,77.74,88.05,0
04/03/2009,67.26,79.32,65.99,79.32,0
03/27/2009,70.64,73.34,69.49,71.65,0
03/20/2009,56.86,65.02,56.86,65.02,0
03/13/2009,49.05,57.21,49.05,57.21,0
03/06/2009,53.39,54.62,47.91,47.91,0
02/27/2009,55.19,59.28,55.19,57.12,0
02/20/2009,64.63,64.63,56.43,56.43,0
02/13/2009,68.62,68.62,64.63,64.63,0
02/06/2009,62.18,68.81,62.18,68.81,0
01/30/2009,63.55,67.54,62.59,62.59,0
01/23/2009,74.02,74.02,64.56,64.56,0
01/16/2009,80.04,80.04,73.95,74.02,0
01/09/2009,84.64,87.5,83.06,83.06,0
01/02/2009,78.45,83.77,78.45,83.77,0
