Date,Open,High,Low,Close,Volume
06/18/2010,300.77,304.35,300.77,301.02,0
06/11/2010,299.4,299.74,297.87,297.87,0
06/04/2010,305.89,309.73,302.47,302.47,0
05/28/2010,307.85,309.81,304.01,304.61,0
05/21/2010,311.26,312.37,308.79,309.3,0
05/14/2010,327.82,327.82,313.99,313.99,0
05/07/2010,326.02,330.03,326.02,326.14,0
04/30/2010,325.94,325.94,318.86,321.59,0
04/23/2010,322.53,326.28,322.53,323.63,0
04/16/2010,320.99,323.04,317.24,323.04,0
04/09/2010,321.5,323.38,319.37,323.38,0
04/01/2010,317.06,319.28,317.06,319.2,0
03/26/2010,321.08,321.08,312.54,312.54,0
03/19/2010,319.45,324.83,319.45,324.66,0
03/12/2010,318.87,318.87,313.82,316.72,0
03/05/2010,313.05,317.49,313.05,316.3,0
02/26/2010,318.17,318.17,313.14,313.74,0
02/19/2010,314.59,318.43,314.51,318.43,0
02/12/2010,309.9,312.46,309.81,309.81,0
02/05/2010,302.73,308.53,302.73,308.53,0
01/29/2010,307.76,307.76,303.67,305.03,0
01/22/2010,311.18,311.18,308.87,309.04,0
01/15/2010,295.97,309.04,295.97,308.96,0
01/08/2010,291.38,295.63,291.38,295.63,0
12/31/2009,291.38,294.11,290.27,294.11,0
12/24/2009,292.06,292.06,288.99,289.25,0
12/18/2009,286.52,289.85,286.52,289.59,0
12/11/2009,284.3,284.3,279.61,284.21,0
12/04/2009,292.58,292.58,282.94,283.96,0
11/27/2009,292.92,292.92,291.72,291.72,0
11/20/2009,290.53,292.32,290.02,291.55,0
11/13/2009,291.88,292.17,289.51,290.61,0
11/06/2009,294.28,294.71,290.97,290.97,0
10/30/2009,297.44,297.44,292.41,292.41,0
10/23/2009,295.05,298.29,294.03,298.29,0
10/16/2009,291.13,292.83,288.99,292.83,0
10/09/2009,286.35,289.93,285.15,289.93,0
10/02/2009,292.75,293.94,286.69,286.69,0
09/25/2009,288.48,292.66,287.88,291.3,0
09/18/2009,295.82,296.33,289.76,289.76,0
09/11/2009,297.12,298.63,296.88,296.88,0
09/04/2009,295.82,296.16,293.86,295.73,0
08/28/2009,303.07,303.07,295.9,295.9,0
08/21/2009,299.74,303.24,299.74,302.39,0
08/14/2009,301.45,302.22,299.23,302.22,0
08/07/2009,308.28,308.28,304.18,304.18,0
07/31/2009,307.85,309.13,304.61,307.85,0
07/24/2009,313.57,313.57,306.31,306.31,0
07/17/2009,304.28,313.82,304.28,313.82,0
07/10/2009,288.14,295.49,287.37,295.49,0
07/02/2009,291.47,292.66,289.68,289.68,0
06/26/2009,282.76,284.39,281.23,281.23,0
06/19/2009,275.85,280.29,274.32,280.29,0
06/12/2009,275.17,278.92,275.17,278.5,0
06/05/2009,278.67,278.67,275.26,276.96,0
05/29/2009,286.09,286.09,279.27,279.27,0
05/22/2009,283.7,285.92,282,285.92,0
05/15/2009,285.49,285.49,281.66,281.66,0
05/08/2009,279.44,284.04,279.44,284.04,0
05/01/2009,279.18,283.11,279.18,280.2,0
04/24/2009,282,284.9,281.91,281.91,0
04/17/2009,288.74,290.53,286.01,288.48,0
04/09/2009,287.97,288.74,285.84,288.74,0
04/03/2009,273.29,287.29,273.29,287.29,0
03/27/2009,284.64,284.64,278.41,278.41,0
03/20/2009,280.12,283.7,277.82,282.76,0
03/13/2009,281.74,281.74,277.37,280.2,0
03/06/2009,286.52,288.91,280.46,280.46,0
02/27/2009,286.43,293.26,286.43,293.26,0
02/20/2009,287.46,289.25,283.02,284.73,0
02/13/2009,299.49,300.51,296.93,296.93,0
02/06/2009,296.33,296.33,293.34,295.9,0
01/30/2009,292.15,292.15,287.8,290.44,0
01/23/2009,291.3,292.83,290.78,292.83,0
01/16/2009,290.31,299.23,290.31,299.23,0
01/09/2009,298.81,302.22,286.38,288.7,0
01/02/2009,293.69,297.27,293.69,297.27,0
