week,oil_futures,cpi,us_pop,public_roads,us_urban_pop,oil_production,djus_auto_index,auto_sales,us_real_gdp,usd_mex_exrate,gasoline
2013-08-04,105.97,100.74493220,316627.0,4106026.075,255935395.7,7560,293.60,13.6523927,15741.7794,12.59130001,3.632
2013-08-11,107.46,92.13072215,316681.8,4106454.981,255979229.1,7571,291.19,13.8131258,16525.3620,12.90970039,3.561
2013-08-18,106.42,104.19600112,316736.5,4106883.887,256023062.5,7518,282.94,14.6566715,16553.0908,12.99209976,3.550
2013-08-25,107.65,94.36894436,316791.3,4107312.792,256066895.8,7609,288.85,14.6439766,16653.9312,13.34687996,3.552
2013-09-01,110.53,92.02384393,316846.0,4107741.698,256110729.2,7621,284.27,15.4751798,16302.7904,13.21681023,3.608
2013-09-08,108.21,95.07065529,316887.8,4108170.604,256154562.6,7745,293.90,15.9165613,17501.0731,12.94048977,3.587
2013-09-15,104.68,90.61035351,316929.6,4108599.509,256198396.0,7827,298.47,16.0246749,16474.6294,12.85492039,3.547
2013-09-22,102.87,92.09819293,316971.4,4109028.415,256242229.3,7777,303.71,15.8702699,16157.6957,13.15013981,3.495
2013-09-29,103.84,102.45192902,317013.2,4109457.321,256286062.7,7784,302.50,16.6585224,17539.7440,13.08819962,3.425
2013-10-06,102.02,107.20755925,317055.0,4109886.226,256329896.1,7809,301.65,16.0878873,16205.9640,13.03300953,3.367
2013-10-13,100.81,94.24672894,317103.3,4110315.132,256373729.5,7428,300.96,17.9511996,16699.1282,12.83742046,3.354
2013-10-20,97.85,94.40833821,317151.5,4110744.038,256417562.8,7896,307.71,15.7428999,16677.6673,12.86122036,3.360
2013-10-27,94.61,96.24124015,317199.8,4111172.943,256461396.2,7853,306.31,16.8553828,16827.8499,13.05107975,3.294
2013-11-03,94.60,103.66131736,317248.0,4111601.849,256505229.6,7858,303.33,16.9972392,17440.9046,13.18083954,3.265
2013-11-10,93.84,95.26131162,317293.3,4112030.755,256549063.0,7981,300.35,15.1897498,16827.1183,12.92298985,3.194
2013-11-17,94.84,89.45372761,317338.5,4112459.660,256592896.4,7974,308.96,15.5159867,16532.4439,12.97097969,3.219
2013-11-24,92.72,96.39615146,317383.8,4112888.566,256636729.7,8019,307.63,16.5395281,16887.9417,13.13123989,3.293
2013-12-01,97.65,99.94666136,317429.0,4113317.472,256680563.1,8011,311.16,17.7055532,15755.9376,12.90079975,3.272
2013-12-08,96.60,90.69010523,317462.8,4113746.377,256724396.5,8075,311.55,15.8252276,17116.3576,12.87228012,3.269
2013-12-15,99.32,97.83418291,317496.6,4114175.283,256768229.9,8058,310.81,17.6091235,16457.8309,12.95505047,3.239
2013-12-22,100.32,104.41353868,317530.4,4114604.189,256812063.2,8111,306.82,15.8208827,16447.5813,13.05457973,3.271
2013-12-29,93.96,96.26283425,317564.2,4115033.094,256855896.6,8121,309.28,14.0854538,15555.7173,13.08903980,3.331
2014-01-05,92.72,101.37540903,317598.0,4115462.000,256899730.0,8145,306.78,15.7196173,16351.7486,12.96800041,3.332
2014-01-12,94.37,98.04241169,317638.0,4116977.288,256947066.2,8159,313.97,14.8726414,17925.0433,13.23359966,3.327
2014-01-19,96.64,89.03337899,317678.0,4118492.577,256994402.3,8052,314.06,15.0278380,16562.2919,13.43010044,3.296
2014-01-26,97.49,103.67035218,317718.0,4120007.865,257041738.5,8044,301.13,14.4865719,16291.1590,13.35663986,3.295
2014-02-02,99.88,107.31920010,317758.0,4121523.154,257089074.6,8044,295.31,16.0226093,16810.8167,13.27165031,3.292
2014-02-09,100.30,105.96533548,317799.5,4123038.442,257136410.8,8132,298.17,15.7192501,16151.2985,13.22000027,3.309
2014-02-16,102.20,99.92130487,317841.0,4124553.731,257183746.9,8148,308.11,16.6759657,17048.9419,13.24355030,3.380
2014-02-23,102.59,116.75249156,317882.5,4126069.019,257231083.1,8059,313.16,16.7181023,16871.0630,13.31914997,3.444
2014-03-02,102.58,99.08737898,317924.0,4127584.308,257278419.2,8077,317.13,18.1964454,17161.8674,13.19244003,3.479
2014-03-09,98.89,107.68819443,317958.8,4129099.596,257325755.4,8182,321.37,15.2537545,15930.3126,13.23176003,3.512
2014-03-16,99.46,95.35213468,317993.6,4130614.885,257373091.5,8215,307.17,18.1369432,17658.0965,13.22642040,3.547
2014-03-23,101.67,94.23239185,318028.4,4132130.173,257420427.7,8190,312.80,15.1648120,16765.5011,13.05914974,3.549
2014-03-30,101.14,108.35914595,318063.2,4133645.462,257467763.8,8192,308.54,15.1356628,17071.0990,13.00549984,3.579
2014-04-06,103.74,102.33439095,318098.0,4135160.750,257515100.0,8229,315.08,16.1110741,16638.8406,13.05165005,3.596
2014-04-13,104.30,100.85844226,318144.5,4136676.038,257562436.2,8301,302.15,17.1839768,16950.1257,13.04662037,3.651
2014-04-20,100.60,93.52183682,318191.0,4138191.327,257609772.3,8360,311.94,16.8872533,16317.6204,13.12952042,3.683
2014-04-27,99.76,101.48633273,318237.5,4139706.615,257657108.5,8352,309.21,16.9377525,16744.8287,12.99053955,3.713
2014-05-04,99.99,100.82030165,318284.0,4141221.904,257704444.6,8350,314.17,17.0099807,16919.2929,12.94841003,3.684
2014-05-11,102.02,98.35054699,318332.8,4142737.192,257751780.8,8428,306.81,16.0205732,16824.8318,12.89710999,3.668
2014-05-18,104.35,94.88613225,318381.5,4144252.481,257799116.9,8434,308.02,18.3248514,17376.4842,12.85859013,3.665
2014-05-25,102.71,99.85284346,318430.3,4145767.769,257846453.1,8472,316.11,17.1783693,17485.8577,12.85282993,3.674
2014-06-01,102.66,103.96097274,318479.0,4147283.058,257893789.2,8383,319.88,16.8160307,17556.7739,12.93326378,3.690
2014-06-08,106.91,105.52488028,318521.6,4148798.346,257941125.4,8460,330.67,17.4455095,17620.7050,13.00000000,3.674
2014-06-15,107.26,105.36062265,318564.2,4150313.635,257988461.5,8477,322.31,17.9620985,16930.2212,12.97725964,3.686
2014-06-22,105.74,96.36622953,318606.8,4151828.923,258035797.7,8446,328.55,20.1036413,17004.8187,12.97148991,3.704
2014-06-29,104.06,99.52325460,318649.4,4153344.212,258083133.8,8442,332.48,17.6908988,17638.1121,12.97002029,3.704
2014-07-06,100.83,102.40021732,318692.0,4154859.500,258130470.0,8514,336.96,16.4995489,17540.8927,12.98279953,3.678
2014-07-13,103.13,97.12345096,318749.3,4156374.788,258177806.2,8592,336.01,18.2076662,16870.4765,12.96580029,3.635
2014-07-20,102.09,93.71954036,318806.5,4157890.077,258225142.3,8565,334.33,18.3204973,17638.6704,12.94274998,3.593
2014-07-27,97.88,101.13502825,318863.8,4159405.365,258272478.5,8443,330.02,16.9024056,17664.9374,13.19931030,3.539
2014-08-03,97.65,109.13809871,318921.0,4160920.654,258319814.6,8453,317.10,17.4564527,16709.8754,13.25378036,3.515
2014-08-10,97.35,94.79661283,318966.6,4162435.942,258367150.8,8556,323.12,15.9569307,17534.8012,13.05126953,3.505
2014-08-17,93.65,104.01150556,319012.2,4163951.231,258414486.9,8577,325.64,17.5059454,17490.3361,13.13844013,3.472
2014-08-24,95.96,107.62596871,319057.8,4165466.519,258461823.1,8631,328.20,14.9375402,17469.9212,13.06933975,3.454
2014-08-31,93.29,98.83935223,319103.4,4166981.808,258509159.2,8630,332.08,16.2054036,16816.1731,13.03518009,3.459
2014-09-07,92.27,103.68849571,319149.0,4168497.096,258556495.4,8590,332.13,19.3167796,17527.4636,13.24256992,3.457
2014-09-14,92.41,104.49748485,319203.5,4170012.385,258603831.5,8838,324.75,17.9603749,16583.9414,13.20621967,3.408
2014-09-21,93.54,95.99513078,319258.0,4171527.673,258651167.7,8867,319.66,18.7190053,16756.1711,13.46045017,3.353
2014-09-28,89.74,93.01280982,319312.5,4173042.962,258698503.8,8837,311.61,17.9819039,17479.7966,13.48143005,3.354
2014-10-05,85.82,105.84361194,319367.0,4174558.250,258745840.0,8875,303.94,18.1264566,17155.6176,13.46930027,3.299
2014-10-12,82.75,100.74563745,319415.5,4176073.538,258793176.2,8951,284.71,15.7400644,17295.8152,13.54183006,3.207
2014-10-19,81.01,96.12066197,319464.0,4177588.827,258840512.3,8934,287.63,15.9190871,17494.8654,13.56099987,3.120
2014-10-26,80.54,98.79206371,319512.5,4179104.115,258887848.5,8970,295.37,18.3196280,17331.0697,13.47889996,3.056
2014-11-02,78.65,101.35427041,319561.0,4180619.404,258935184.6,8972,306.29,18.3968568,17208.5342,13.52299976,2.993
2014-11-09,75.82,98.83268465,319597.2,4182134.692,258982520.8,9063,309.91,14.3852443,17685.1818,13.53011990,2.941
2014-11-16,76.51,92.84353906,319633.4,4183649.981,259029856.9,9004,318.16,15.9468495,18097.4767,13.62685013,2.894
2014-11-23,66.15,92.11492903,319669.6,4185165.269,259077193.1,9077,321.35,15.6406875,17012.4257,13.93400002,2.821
2014-11-30,65.84,102.80391436,319705.8,4186680.558,259124529.2,9083,325.39,17.0144596,17045.3255,14.36100006,2.778
2014-12-07,57.81,93.47211274,319742.0,4188195.846,259171865.4,9118,325.61,18.3818952,17450.1172,14.73707008,2.679
2014-12-14,56.52,106.42278301,319782.5,4189711.135,259219201.5,9137,307.92,16.5053273,16605.5953,14.58399963,2.554
2014-12-21,54.73,96.84195701,319823.0,4191226.423,259266537.7,9127,317.62,14.1529276,16911.8601,14.71117020,2.403
2014-12-28,52.69,91.31771818,319863.5,4192741.712,259313873.8,9121,324.02,17.8968519,17727.3332,14.84360027,2.299
2015-01-04,48.36,95.60916794,319904.0,4194257.000,259361210.0,9132,322.45,17.2288071,16951.2619,14.57075977,2.214
2015-01-11,48.69,98.37789795,319941.3,4193817.769,259409378.0,9192,317.11,17.3837221,17182.3176,14.55733013,2.139
2015-01-18,45.59,100.63560143,319978.5,4193378.538,259457545.9,9186,305.23,16.6387127,18026.0065,14.67800045,2.066
2015-01-25,48.24,104.54879046,320015.8,4192939.308,259505713.9,9213,311.87,18.2920283,17283.4655,14.95149994,2.044
2015-02-01,51.69,104.35402468,320053.0,4192500.077,259553881.8,9177,305.39,17.1964314,17062.6653,14.85009956,2.068
2015-02-08,52.78,95.65686799,320093.5,4192060.846,259602049.8,9226,326.75,18.3320150,17757.7035,14.90110016,2.191
2015-02-15,50.34,99.28360738,320134.0,4191621.615,259650217.8,9280,331.89,17.2615383,17326.1614,15.04059982,2.274
2015-02-22,49.76,104.00617788,320174.5,4191182.385,259698385.7,9285,336.79,16.3455427,16720.1202,14.94058990,2.332
2015-03-01,49.61,98.35270826,320215.0,4190743.154,259746553.7,9324,333.00,15.3608638,17228.1046,15.46127987,2.473
2015-03-08,44.84,91.77677279,320250.0,4190303.923,259794721.7,9366,326.93,17.6677329,17632.4676,15.48480034,2.487
2015-03-15,45.72,98.18767398,320285.0,4189864.692,259842889.6,9419,326.63,16.4981628,17500.7501,15.04273987,2.453
2015-03-22,48.87,98.36556767,320320.0,4189425.462,259891057.6,9422,335.28,19.1562626,17723.7569,15.21207047,2.457
2015-03-29,49.14,104.49967339,320355.0,4188986.231,259939225.5,9386,326.06,19.0363648,17027.6282,14.80700016,2.448
2015-04-05,51.64,94.48867901,320390.0,4188547.000,259987393.5,9404,329.93,17.8875119,17841.7792,15.21858978,2.413
2015-04-12,55.74,103.38048955,320436.0,4188107.769,260035561.5,9384,334.57,18.0295806,17324.5046,15.31284142,2.408
2015-04-19,57.15,101.00898150,320482.0,4187668.538,260083729.4,9366,331.87,14.8197307,17680.6113,15.38786030,2.485
2015-04-26,59.15,99.67318592,320528.0,4187229.308,260131897.4,9373,332.85,15.5014315,17950.0727,15.55344963,2.570
2015-05-03,59.39,99.53937660,320574.0,4186790.077,260180065.3,9369,332.45,17.5596399,17702.5663,15.12561035,2.664
2015-05-10,59.69,101.67828800,320613.0,4186350.846,260228233.3,9374,334.39,16.7289816,18446.9952,15.00300026,2.691
2015-05-17,59.72,106.90972252,320652.0,4185911.615,260276401.3,9262,336.28,18.6666292,17428.5037,15.27183914,2.744
2015-05-24,60.30,91.99044966,320691.0,4185472.385,260324569.2,9566,338.57,18.3382471,18311.8892,15.37366009,2.774
2015-05-31,59.13,101.57228753,320730.0,4185033.154,260372737.2,9586,336.68,15.7464458,17916.6080,15.70423985,2.780
2015-06-07,59.96,99.05950695,320769.0,4184593.923,260420905.2,9610,333.77,16.9153384,18135.7670,15.39550972,2.780
2015-06-14,59.61,100.24173325,320822.3,4184154.692,260469073.1,9589,337.15,16.2011442,18238.7707,15.34130001,2.835
2015-06-21,59.63,103.56585966,320875.5,4183715.462,260517241.1,9604,339.25,16.8011438,17089.4617,15.55000019,2.812
2015-06-28,56.93,107.44228764,320928.8,4183276.231,260565409.0,9595,337.53,17.5856164,17648.5952,15.71566010,2.801
2015-07-05,52.74,102.13547509,320982.0,4182837.000,260613577.0,9604,329.82,19.1398440,17272.6225,15.70048046,2.793
2015-07-12,50.89,100.76286206,321037.8,4182397.769,260661745.0,9562,315.79,16.5446930,18069.1147,15.92082977,2.834
2015-07-19,48.14,97.59744411,321093.5,4181958.538,260709912.9,9558,316.09,18.1928778,17367.0437,16.26399994,2.802
2015-07-26,47.12,92.52973087,321149.3,4181519.308,260758080.9,9413,309.19,19.0123532,17723.3305,16.10494041,2.745
2015-08-02,43.87,103.10481943,321205.0,4181080.077,260806248.8,9465,315.15,19.8729932,17957.7569,16.15099907,2.689
2015-08-09,42.50,107.16670469,321249.6,4180640.846,260854416.8,9395,313.95,19.2983522,18080.6960,16.36424065,2.629
2015-08-16,40.45,99.77522162,321294.2,4180201.615,260902584.8,9348,311.98,20.0138720,17113.2099,16.97987938,2.716
2015-08-23,45.22,101.83180643,321338.8,4179762.385,260950752.7,9337,292.94,19.4400846,17268.5079,16.74732018,2.637
2015-08-30,46.05,96.67763589,321383.4,4179323.154,260998920.7,9218,296.00,17.4325171,17296.2699,16.93214035,2.510
2015-09-06,44.63,105.04410644,321428.0,4178883.923,261047088.7,9135,289.34,19.0387002,16878.4583,16.82831001,2.437
2015-09-13,44.68,105.09550622,321481.3,4178444.692,261095256.6,9117,297.28,19.0456543,16868.6168,16.64522934,2.375
2015-09-20,45.70,95.14467705,321534.5,4178005.462,261143424.6,9136,302.27,18.3417015,17345.2295,16.96221924,2.327
2015-09-27,45.54,101.64625589,321587.8,4177566.231,261191592.5,9096,291.68,18.8925862,16921.7765,16.74527931,2.322
2015-10-04,49.63,108.43855764,321641.0,4177127.000,261239760.5,9172,301.55,19.3831340,17519.4960,16.40884018,2.318
2015-10-11,47.26,99.38092326,321689.3,4176687.769,261287928.5,9096,312.39,17.5769874,17609.2697,16.40176010,2.337
2015-10-18,44.60,95.72596828,321737.5,4176248.538,261336096.4,9096,313.09,17.8903996,18657.1085,16.57210922,2.277
2015-10-25,46.59,95.25188416,321785.8,4175809.308,261384264.4,9112,320.96,17.5757803,16961.9303,16.50164986,2.228
2015-11-01,44.29,96.36508003,321834.0,4175370.077,261432432.3,9160,316.11,18.7706361,17807.7812,16.83501625,2.224
2015-11-08,40.74,103.42611189,321871.2,4174930.846,261480600.3,9185,319.26,19.4957520,17520.9862,16.69449043,2.235
2015-11-15,40.39,104.64110168,321908.4,4174491.615,261528768.3,9182,304.68,17.2988149,17214.3993,16.52854919,2.178
2015-11-22,41.71,101.25566898,321945.6,4174052.385,261576936.2,9165,321.36,18.5862113,18369.1814,16.63339996,2.094
2015-11-29,39.97,104.37906518,321982.8,4173613.154,261625104.2,9202,322.80,18.4197559,18156.4312,16.67222404,2.059
2015-12-06,35.62,103.92338375,322020.0,4173173.923,261673272.2,9164,318.18,17.8509966,17002.8596,17.41856766,2.053
2015-12-13,34.73,110.46137193,322064.0,4172734.692,261721440.1,9176,301.61,16.6158222,17367.1721,17.14383698,2.037
2015-12-20,38.10,99.62674662,322108.0,4172295.462,261769608.1,9179,300.87,15.9433279,17142.5685,17.26817513,2.026
2015-12-27,37.04,101.47118577,322152.0,4171856.231,261817776.0,9202,311.02,19.0642379,18799.2668,17.21447945,2.034
2016-01-03,33.16,107.72073889,322196.0,4171417.000,261865944.0,9219,308.12,17.3397315,17839.2413,17.97299957,2.028
2016-01-10,29.42,103.79578279,322227.4,4170814.904,261914026.2,9227,272.36,18.1491700,18147.4378,18.28812981,1.996
2016-01-17,32.19,100.38223398,322258.8,4170212.808,261962108.3,9235,262.12,18.7026970,16684.4031,18.41410065,1.914
2016-01-24,33.62,97.84091640,322290.2,4169610.712,262010190.5,9221,263.19,18.1587874,16753.4629,18.13899994,1.856
2016-01-31,30.89,102.80618531,322321.6,4169008.615,262058272.6,9214,264.02,17.6776998,18260.8262,18.40733910,1.822
2016-02-07,29.44,102.52443336,322353.0,4168406.519,262106354.8,9186,252.20,19.3646795,17602.4370,18.90600014,1.759
2016-02-14,29.64,91.23058742,322393.0,4167804.423,262154436.9,9135,252.82,20.5003705,17722.8206,18.20474052,1.724
2016-02-21,32.78,100.97591042,322433.0,4167202.327,262202519.1,9102,263.37,15.8082020,17796.3983,18.27961922,1.730
2016-02-28,35.92,103.12401743,322473.0,4166600.231,262250601.2,9077,273.04,17.5583410,17552.9239,17.76609993,1.783
2016-03-06,38.50,93.93382834,322513.0,4165998.135,262298683.4,9078,289.79,13.5657882,17280.1136,17.69300079,1.841
2016-03-13,39.44,104.56529598,322556.0,4165396.038,262346765.5,9068,290.31,18.3514096,17526.8181,17.42041016,1.961
2016-03-20,39.46,106.54554490,322599.0,4164793.942,262394847.7,9038,299.53,16.4511872,17680.4372,17.57431984,2.007
2016-03-27,36.79,98.89335792,322642.0,4164191.846,262442929.8,9022,292.65,18.3030620,18246.5916,17.33334923,2.066
2016-04-03,39.72,109.50539764,322685.0,4163589.750,262491012.0,9008,296.28,16.5442975,17885.0710,17.77000046,2.083
2016-04-10,40.36,99.75235294,322730.5,4162987.654,262539094.2,8977,287.43,18.4777590,17486.5887,17.70989990,2.069
2016-04-17,43.73,99.23434725,322776.0,4162385.558,262587176.3,8953,297.97,17.2384387,16993.4097,17.45840073,2.137
2016-04-24,45.92,95.63441231,322821.5,4161783.462,262635258.5,8938,306.44,18.0269414,18067.0196,17.17766953,2.162
2016-05-01,44.66,94.42645449,322867.0,4161181.365,262683340.6,8825,301.72,16.3253092,17477.5729,17.86544037,2.240
2016-05-08,46.21,97.58266035,322905.8,4160579.269,262731422.8,8802,293.80,15.0389438,17488.6235,18.18650055,2.220
2016-05-15,47.75,104.24113332,322944.6,4159977.173,262779504.9,8791,289.14,15.4080150,17981.8741,18.36730003,2.242
2016-05-22,49.33,95.06155566,322983.4,4159375.077,262827587.1,8767,289.93,17.0403381,18198.8266,18.45070076,2.300
2016-05-29,48.62,104.58294394,323022.2,4158772.981,262875669.2,8735,297.33,18.3275795,18011.2309,18.63232994,2.339
2016-06-05,49.07,99.74313750,323061.0,4158170.885,262923751.4,8745,291.55,18.5852361,16607.9411,18.61264992,2.381
2016-06-12,47.98,96.88125342,323112.0,4157568.788,262971833.5,8716,290.05,19.3799228,17534.9025,18.73238945,2.399
2016-06-19,47.64,111.34008729,323163.0,4156966.692,263019915.7,8677,290.03,14.6615545,18311.8521,18.97114944,2.353
2016-06-26,48.99,116.20302946,323214.0,4156364.596,263067997.8,8622,274.73,17.6820291,18449.1265,18.38892937,2.329
2016-07-03,45.41,94.17109721,323265.0,4155762.500,263116080.0,8428,283.31,18.4685818,17505.7044,18.49839020,2.291
2016-07-10,45.95,109.30446205,323306.6,4155160.404,263164162.2,8485,286.75,19.6413897,18394.4197,18.54706001,2.253
2016-07-17,44.19,106.36643735,323348.2,4154558.308,263212244.3,8494,293.38,17.9646998,17724.8917,18.53989983,2.230
2016-07-24,41.60,95.69653923,323389.8,4153956.212,263260326.5,8515,300.44,19.2856477,17831.7647,18.75528908,2.182
2016-07-31,41.80,104.52241144,323431.4,4153354.115,263308408.6,8460,298.16,16.3564728,18051.6997,18.75411987,2.159
2016-08-07,44.49,98.66619027,323473.0,4152752.019,263356490.8,8445,293.67,18.3645274,17398.3169,18.22260094,2.150
2016-08-14,48.52,99.83124883,323524.8,4152149.923,263404572.9,8597,293.83,16.5864455,17654.9682,18.24740028,2.149
2016-08-21,47.64,100.80471779,323576.5,4151547.827,263452655.1,8548,296.65,19.1440009,17962.4582,18.57929993,2.193
2016-08-28,44.44,104.42996997,323628.3,4150945.731,263500737.2,8488,295.64,19.1459685,17882.5825,18.55050087,2.237
2016-09-04,45.88,108.85940728,323680.0,4150343.635,263548819.4,8458,296.69,17.8140817,17399.4805,18.87229919,2.223
2016-09-11,43.03,107.67072739,323729.0,4149741.538,263596901.5,8493,287.41,18.1658230,17899.3117,19.58482933,2.202
2016-09-18,44.48,108.26429633,323778.0,4149139.442,263644983.7,8512,289.75,17.8139598,17637.1566,19.79110909,2.225
2016-09-25,48.24,89.69585572,323827.0,4148537.346,263693065.8,8497,293.32,17.9148819,17167.3776,19.39450073,2.224
2016-10-02,49.81,99.10455506,323876.0,4147935.250,263741148.0,8467,295.33,18.2079897,17541.9293,18.98312950,2.245
2016-10-09,50.35,100.48053193,323911.2,4147333.154,263789230.2,8450,292.87,15.8760191,18064.2667,19.00621033,2.272
2016-10-16,50.85,93.62533618,323946.4,4146731.058,263837312.3,8464,285.32,17.8017567,16979.5390,18.61212921,2.257
2016-10-23,48.70,93.69436052,323981.6,4146128.962,263885394.5,8504,285.47,17.8518141,17903.0182,19.00522041,2.243
2016-10-30,44.07,101.13179234,324016.8,4145526.865,263933476.6,8522,281.80,17.1606078,17872.0240,18.58354950,2.230
2016-11-06,43.41,109.35451218,324052.0,4144924.769,263981558.8,8692,277.86,16.5677151,18341.4276,20.86075020,2.233
2016-11-13,45.69,94.34899153,324093.0,4144322.673,264029640.9,8681,291.51,17.2764209,18040.6766,20.64653015,2.184
2016-11-20,46.06,102.33993033,324134.0,4143720.577,264077723.1,8690,290.52,17.8011780,17762.1717,20.63520050,2.155
2016-11-27,51.68,110.72417945,324175.0,4143118.481,264125805.2,8699,299.32,19.4628596,17976.6083,20.70364952,2.154
2016-12-04,51.50,109.93093911,324216.0,4142516.385,264173887.4,8697,297.31,18.0315792,17619.2947,20.31481934,2.208
2016-12-11,51.90,98.79612359,324252.5,4141914.288,264221969.5,8796,318.69,17.8909191,18226.1402,20.43874931,2.236
2016-12-18,53.02,104.36169875,324289.0,4141312.192,264270051.7,8786,310.78,18.5315886,18477.6994,20.58772087,2.264
2016-12-25,53.72,104.02295990,324325.5,4140710.096,264318133.8,8766,309.51,17.9012413,17886.7943,20.63484955,2.309
2017-01-01,53.99,107.18540227,324362.0,4140108.000,264366216.0,8770,305.52,18.1697390,18106.7128,21.24279976,2.377
2017-01-08,52.37,100.88214592,324388.4,4140961.135,264410647.1,8946,316.12,18.2424260,18351.0496,21.50510979,2.388
2017-01-15,52.42,100.17127880,324414.8,4141814.269,264455078.2,8944,321.66,21.3127951,18127.7393,21.51429939,2.358
2017-01-22,53.17,102.63696611,324441.2,4142667.404,264499509.3,8961,320.76,17.8551489,17449.3723,20.90870094,2.326
2017-01-29,53.83,105.97866260,324467.6,4143520.538,264543940.5,8915,323.21,17.0295065,17992.1701,20.38360023,2.296
2017-02-05,53.86,103.77691777,324494.0,4144373.673,264588371.6,8978,321.74,18.5384080,18252.3005,20.32247925,2.293
2017-02-12,53.40,100.91812235,324528.5,4145226.808,264632802.7,8977,323.85,18.4197660,18131.4901,20.44639969,2.307
2017-02-19,53.99,105.59149664,324563.0,4146079.942,264677233.8,9001,330.77,17.8754731,16698.2064,19.90309906,2.302
2017-02-26,53.33,105.14408099,324597.5,4146933.077,264721664.9,9032,326.29,19.2299761,17485.9312,19.56236076,2.314
2017-03-05,48.49,101.10828751,324632.0,4147786.212,264766096.0,9088,330.30,16.6189077,18506.3788,19.60124969,2.341
2017-03-12,48.78,98.79856273,324669.8,4148639.346,264810527.2,9109,324.90,17.4836103,17851.7895,19.07290077,2.323
2017-03-19,47.97,104.88388649,324707.5,4149492.481,264854958.3,9129,331.11,16.2552361,17783.9718,18.77909088,2.321
2017-03-26,50.60,102.20012018,324745.3,4150345.615,264899389.4,9147,318.58,15.2870888,16785.3275,18.70590973,2.315
2017-04-02,52.24,106.11032515,324783.0,4151198.750,264943820.5,9199,324.69,16.1992675,18680.6043,18.65654945,2.360
2017-04-09,53.18,106.47100107,324815.2,4152051.885,264988251.6,9235,316.36,18.6321351,18316.8263,18.50374985,2.424
2017-04-16,49.62,116.68882784,324847.4,4152905.019,265032682.7,9252,313.32,17.8238818,18362.3390,18.62520027,2.436
2017-04-23,49.33,106.12017725,324879.6,4153758.154,265077113.8,9265,319.42,17.2984775,18210.9151,18.81575966,2.449
2017-04-30,46.22,103.58980786,324911.8,4154611.288,265121545.0,9293,328.02,16.7997131,17470.0782,18.94450951,2.411
2017-05-07,47.84,108.60741757,324944.0,4155464.423,265165976.1,9314,325.65,16.9043169,18288.4234,18.77555084,2.372
2017-05-14,50.33,91.53464959,324987.3,4156317.558,265210407.2,9305,325.53,14.9816615,18866.4595,18.71710014,2.369
2017-05-21,49.80,98.11326699,325030.5,4157170.692,265254838.3,9320,318.59,15.3009711,17617.1094,18.48913956,2.399
2017-05-28,47.66,104.84047504,325073.8,4158023.827,265299269.4,9342,324.34,18.1618807,18567.8127,18.71669960,2.406
2017-06-04,45.83,110.85945919,325117.0,4158876.962,265343700.5,9318,336.31,18.7071757,18165.2379,18.13973045,2.414
2017-06-11,44.74,101.87926032,325161.8,4159730.096,265388131.7,9330,334.20,18.0653733,18276.3884,17.92725945,2.366
2017-06-18,43.01,98.85982180,325206.5,4160583.231,265432562.8,9350,334.42,16.4968232,18581.0270,18.00250053,2.318
2017-06-25,46.04,113.52008307,325251.3,4161436.365,265476993.9,9250,335.05,16.7710746,18239.1484,18.08835030,2.288
2017-07-02,44.23,108.91106405,325296.0,4162289.500,265521425.0,9338,337.03,16.8796235,17877.0619,18.08136940,2.260
2017-07-09,46.54,103.20998783,325332.0,4163142.635,265565856.1,9397,329.80,18.9041908,18361.6845,17.57366943,2.297
2017-07-16,45.77,100.04796998,325368.0,4163995.769,265610287.2,9429,338.95,17.2987086,17384.1127,17.63681030,2.278
2017-07-23,49.71,107.87172623,325404.0,4164848.904,265654718.3,9410,335.40,16.3393652,17890.0020,17.75959969,2.312
2017-07-30,49.58,108.36407716,325440.0,4165702.038,265699149.5,9430,334.00,15.8459591,18007.1977,17.85713005,2.352
2017-08-06,48.82,94.85718702,325476.0,4166555.173,265743580.6,9423,335.73,17.1122608,18039.1759,17.81459999,2.378
2017-08-13,48.51,104.01857813,325520.3,4167408.308,265788011.7,9502,332.11,16.4822757,17934.4431,17.71843910,2.384
2017-08-20,47.87,100.55236497,325564.5,4168261.442,265832442.8,9528,327.90,16.8471558,17886.2793,17.61630058,2.360
2017-08-27,47.29,107.15006688,325608.8,4169114.577,265876873.9,9530,333.15,17.1499793,18740.8948,17.81296921,2.399
2017-09-03,47.48,108.09716352,325653.0,4169967.712,265921305.0,8781,344.97,20.8184128,17888.8643,17.73035049,2.679
2017-09-10,49.89,95.55726638,325694.8,4170820.846,265965736.2,9353,341.83,18.5271319,18023.1615,17.62199974,2.685
2017-09-17,50.66,105.02567224,325736.5,4171673.981,266010167.3,9510,361.05,19.3758821,18692.5912,17.73690033,2.634
2017-09-24,51.67,100.67729873,325778.3,4172527.115,266054598.4,9547,361.32,20.3522823,17874.2226,18.12639999,2.583
2017-10-01,49.29,103.22694047,325820.0,4173380.250,266099029.5,9561,363.29,18.2291612,18181.9979,18.56889915,2.565
2017-10-08,51.45,113.27644389,325849.6,4174233.385,266143460.6,9480,377.15,18.9392741,18612.4545,18.92604065,2.504
2017-10-15,51.47,97.63793535,325879.2,4175086.519,266187891.7,8406,375.85,18.7450422,19141.2786,18.99080086,2.489
2017-10-22,53.90,105.64680963,325908.8,4175939.654,266232322.8,9507,373.88,18.1126519,18424.3440,19.15549088,2.479
