week,crude_oil,cpi,us_pop,public_roads,us_urban_pop,oil_production,auto_sales,us_real_gdp,gasoline
2017-11-19,55.81,105.37298400,326034.0,4179352.192,266410047.3,9658,17.5069124,18368.3602,2.568
2017-11-26,57.47,102.23401442,326067.0,4180205.327,266454478.4,9682,18.3879170,19008.4118,2.533
2017-12-03,57.81,103.26772892,326100.0,4181058.462,266498909.5,9707,16.0504608,19125.1939,2.500
2017-12-10,56.92,103.06006015,326123.2,4181911.596,266543340.7,9780,17.8173846,18257.7188,2.485
2017-12-17,57.17,101.58749959,326146.4,4182764.731,266587771.8,9789,19.5380042,18995.5023,2.450
2017-12-24,57.87,99.87644157,326169.6,4183617.865,266632202.9,9754,15.6792764,19065.5548,2.472
2017-12-31,59.88,97.08103327,326192.8,4184471.000,266676634.0,9782,19.2440818,17718.1470,2.520
2018-01-07,61.36,106.04026812,326216.0,4184674.830,266715189.4,9492,17.0642691,18267.8501,2.522
2018-01-14,63.26,94.33708952,326242.8,4184878.660,266753744.8,9750,18.5499297,18236.4320,2.557
2018-01-21,63.77,108.59320573,326269.5,4185082.491,266792300.2,9878,18.0888811,18925.4586,2.567
2018-01-28,65.14,101.54738795,326296.3,4185286.321,266830855.7,9919,18.2246302,18246.4910,2.607
2018-02-04,65.32,110.31121796,326323.0,4185490.151,266869411.1,10251,19.0087349,18881.1816,2.637
2018-02-11,62.01,103.17596153,326351.5,4185693.981,266907966.5,10271,17.5235416,18415.6933,2.607
2018-02-18,60.56,106.57668958,326380.0,4185897.811,266946521.9,10270,18.1006982,19019.4009,2.557
2018-02-25,62.47,101.70146430,326408.5,4186101.642,266985077.3,10283,17.9675299,18325.4978,2.548
2018-03-04,62.07,108.03751239,326437.0,4186305.472,267023632.7,10369,17.8903973,18592.8943,2.560
2018-03-11,61.65,104.49804845,326468.5,4186509.302,267062188.2,10381,18.0941271,18580.8023,2.559
2018-03-18,61.28,96.49760967,326500.0,4186713.132,267100743.6,10407,17.5397413,18561.5828,2.598
2018-03-25,64.11,110.53015498,326531.5,4186916.962,267139299.0,10433,18.5900147,18998.2593,2.648
2018-04-01,64.97,110.72227824,326563.0,4187120.792,267177854.4,10460,16.0587566,19305.5506,2.700
2018-04-08,63.07,103.02739614,326590.2,4187324.623,267216409.8,10525,19.9831425,17377.3369,2.694
2018-04-15,66.02,101.48242576,326617.4,4187528.453,267254965.2,10540,16.7241107,19365.9593,2.747
2018-04-22,67.55,106.93612396,326644.6,4187732.283,267293520.6,10586,16.1719232,17774.8284,2.798
2018-04-29,67.91,94.41468470,326671.8,4187936.113,267332076.1,10619,18.4802654,18487.7412,2.846
2018-05-06,68.38,101.36168944,326699.0,4188139.943,267370631.5,10703,17.7437925,19639.7504,2.845
2018-05-13,70.56,97.22412756,326736.0,4188343.774,267409186.9,10723,16.8362531,18025.3257,2.873
2018-05-20,71.30,103.91036490,326773.0,4188547.604,267447742.3,10725,18.5293326,18867.5384,2.923
2018-05-27,70.98,102.12602654,326810.0,4188751.434,267486297.7,10769,18.4944787,18911.8709,2.962
2018-06-03,66.96,108.83519395,326847.0,4188955.264,267524853.1,10800,16.4214596,18618.2736,2.940
2018-06-10,65.35,104.57635543,326886.5,4189159.094,267563408.5,10900,18.7170516,18686.6277,2.911
2018-06-17,66.21,109.44955628,326926.0,4189362.925,267601964.0,10900,18.5108665,18564.3498,2.879
2018-06-24,66.32,114.90947716,326965.5,4189566.755,267640519.4,10900,18.7289729,18134.2876,2.833
2018-07-01,74.03,102.82544685,327005.0,4189770.585,267679074.8,10900,18.6558523,18936.1973,2.844
2018-07-08,73.73,105.38659824,327037.4,4189974.415,267717630.2,10900,17.1240067,18529.5764,2.857
2018-07-15,71.96,104.11786559,327069.8,4190178.245,267756185.6,11000,17.9283126,18380.1276,2.865
2018-07-22,68.95,103.08893484,327102.2,4190382.075,267794741.0,11000,18.3710903,17966.0990,2.831
2018-07-29,70.01,109.86398637,327134.6,4190585.906,267833296.5,10900,14.5755181,18798.9745,2.846
2018-08-05,69.46,105.56297644,327167.0,4190789.736,267871851.9,10800,17.3668343,18759.8945,2.852
2018-08-12,67.90,109.64403769,327207.3,4190993.566,267910407.3,10900,18.3784677,18967.1524,2.843
2018-08-19,66.15,113.35920200,327247.5,4191197.396,267948962.7,11000,16.2185293,19542.0624,2.821
2018-08-26,68.10,105.28835296,327287.8,4191401.226,267987518.1,11000,18.0030892,19570.1903,2.827
2018-09-02,69.66,104.30762456,327328.0,4191605.057,268026073.5,11000,16.8882535,19063.8441,2.824
2018-09-09,68.51,104.42858821,327357.8,4191808.887,268064628.9,10900,17.8743723,18289.0908,2.833
2018-09-16,68.96,104.73012060,327387.6,4192012.717,268103184.4,11000,17.0926265,19233.9023,2.841
2018-09-23,70.28,107.60514620,327417.4,4192216.547,268141739.8,11100,15.7778497,19493.1853,2.844
2018-09-30,72.84,115.80877681,327447.2,4192420.377,268180295.2,11100,16.2632851,18860.8207,2.866
2018-10-07,75.13,114.50333209,327477.0,4192624.208,268218850.6,11200,16.7987685,19158.9423,2.903
2018-10-14,72.96,102.16368517,327509.5,4192828.038,268257406.0,10900,19.6324793,19478.4272,2.879
2018-10-21,70.24,115.07733701,327542.0,4193031.868,268295961.4,10900,16.5616648,18614.7266,2.841
2018-10-28,67.43,102.98987848,327574.5,4193235.698,268334516.8,11200,19.8527445,18968.2953,2.811
2018-11-04,65.06,105.15254016,327607.0,4193439.528,268373072.3,11600,16.8096659,19468.3849,2.753
2018-11-11,61.57,109.63435804,327635.8,4193643.358,268411627.7,11700,17.7122925,19497.7577,2.686
2018-11-18,56.92,114.60964500,327664.5,4193847.189,268450183.1,11700,17.8336842,17875.7452,2.611
2018-11-25,54.99,101.78543231,327693.3,4194051.019,268488738.5,11700,17.9621335,19270.5500,2.539
2018-12-02,51.01,105.21540567,327722.0,4194254.849,268527293.9,11700,18.0802149,19010.7937,2.451
2018-12-09,52.63,107.52900463,327742.4,4194458.679,268565849.3,11600,16.4186349,18821.0911,2.421
2018-12-16,51.54,97.44173732,327762.8,4194662.509,268604404.8,11600,18.3302991,18570.0561,2.369
2018-12-23,46.98,102.90236883,327783.2,4194866.340,268642960.2,11700,20.8068117,17973.3654,2.321
2018-12-30,45.22,103.25758160,327803.6,4195070.170,268681515.6,11700,19.6432159,18982.0841,2.266
2019-01-06,47.00,105.04440626,327824.0,4195274.000,268720071.0,11700,17.4196729,18379.0867,2.237
2019-01-13,50.78,107.75342896,327848.3,4195162.635,268757435.6,11900,15.3860848,19307.2772,2.247
2019-01-20,51.92,106.37477468,327872.5,4195051.269,268794800.1,11900,16.1896225,18224.1721,2.251
2019-01-27,52.88,104.72152687,327896.8,4194939.904,268832164.7,11900,17.5343552,18026.7771,2.256
2019-02-03,53.63,106.90626775,327921.0,4194828.538,268869529.2,11900,17.1999205,18414.4313,2.254
2019-02-10,53.53,105.82129114,327947.0,4194717.173,268906893.8,11900,18.7070463,18449.1124,2.276
2019-02-17,53.88,99.66828087,327973.0,4194605.808,268944258.3,12000,20.4197186,18325.9153,2.317
2019-02-24,56.74,95.66984602,327999.0,4194494.442,268981622.9,12100,18.1357482,18967.1303,2.390
2019-03-03,56.12,109.41905704,328025.0,4194383.077,269018987.5,12100,16.9278007,18324.0293,2.422
2019-03-10,56.35,116.60335020,328048.0,4194271.712,269056352.0,12000,18.3616925,18927.3807,2.471
2019-03-17,57.81,105.72944693,328071.0,4194160.346,269093716.6,12100,18.1811638,19380.8605,2.548
2019-03-24,59.44,104.56272236,328094.0,4194048.981,269131081.1,12100,19.8330555,18395.2259,2.623
2019-03-31,59.49,111.85633363,328117.0,4193937.615,269168445.7,12200,19.4778883,19236.6542,2.691
2019-04-07,62.36,107.14949804,328140.0,4193826.250,269205810.3,12200,16.9193493,18883.0618,2.745
2019-04-14,64.10,98.91873838,328171.8,4193714.885,269243174.8,12100,16.5729899,18619.0337,2.828
2019-04-21,63.80,101.19744666,328203.5,4193603.519,269280539.4,12200,18.2611399,18843.6272,2.841
2019-04-28,65.28,101.90482840,328235.3,4193492.154,269317903.9,12300,17.6614373,18560.9799,2.887
2019-05-05,62.90,104.64910249,328267.0,4193380.788,269355268.5,12200,18.6245925,19549.7420,2.897
2019-05-12,61.81,106.73116092,328301.3,4193269.423,269392633.0,12100,18.5812564,18708.5699,2.866
2019-05-19,62.10,108.44323570,328335.5,4193158.058,269429997.6,12200,19.8713453,18134.7686,2.852
2019-05-26,60.72,110.74353075,328369.8,4193046.692,269467362.2,12300,17.8448257,18930.3781,2.822
2019-06-02,56.93,109.02181557,328404.0,4192935.327,269504726.7,12400,16.1399885,19653.1354,2.807
2019-06-09,52.97,105.35504917,328435.4,4192823.962,269542091.3,12300,18.3969314,19269.8355,2.732
2019-06-16,52.52,113.87689569,328466.8,4192712.596,269579455.8,12200,17.2977096,18682.3790,2.670
2019-06-23,54.75,114.06887039,328498.2,4192601.231,269616820.4,12100,16.7679108,18896.4601,2.654
2019-06-30,58.38,115.14190826,328529.6,4192489.865,269654184.9,12200,17.0929668,19117.1014,2.713
2019-07-07,57.32,115.26355744,328561.0,4192378.500,269691549.5,12300,18.3165705,19252.6464,2.743
2019-07-14,59.02,113.48611855,328603.3,4192267.135,269728914.1,12000,16.7816974,18672.4667,2.779
2019-07-21,56.74,103.28804234,328645.5,4192155.769,269766278.6,11300,17.5514929,19227.0202,2.750
2019-07-28,56.05,109.94270532,328687.8,4192044.404,269803643.2,12200,17.7516637,18336.8472,2.715
2019-08-04,56.55,108.86752020,328730.0,4191933.038,269841007.7,12300,16.7826200,19290.8821,2.688
2019-08-11,53.28,102.14482444,328771.8,4191821.673,269878372.3,12300,19.1331165,19324.7427,2.624
2019-08-18,55.31,111.81019990,328813.5,4191710.308,269915736.8,12300,18.6472131,19543.9840,2.598
2019-08-25,55.50,101.53506711,328855.3,4191598.942,269953101.4,12500,17.2895808,19292.3202,2.574
2019-09-01,55.21,101.24158282,328897.0,4191487.577,269990466.0,12400,17.2361905,19149.1158,2.563
2019-09-08,55.73,104.45144603,328928.4,4191376.212,270027830.5,12400,18.7755506,20071.9638,2.550
2019-09-15,56.16,111.04663757,328959.8,4191264.846,270065195.1,12400,17.9207031,18151.6651,2.552
2019-09-22,59.33,106.25679897,328991.2,4191153.481,270102559.6,12500,17.3834257,19399.9534,2.654
2019-09-29,56.90,109.18573784,329022.6,4191042.115,270139924.2,12400,17.0748373,18752.7260,2.642
2019-10-06,53.12,111.13178676,329054.0,4190930.750,270177288.8,12600,17.9000578,19310.0170,2.645
2019-10-13,53.27,111.58959780,329088.3,4190819.385,270214653.3,12600,19.3697167,19376.4518,2.629
2019-10-20,53.49,104.66858304,329122.5,4190708.019,270252017.9,12600,16.8746057,19516.2100,2.638
2019-10-27,55.20,109.33052555,329156.8,4190596.654,270289382.4,12600,18.2239461,19073.4334,2.596
2019-11-03,55.17,106.09428675,329191.0,4190485.288,270326747.0,12600,17.6866398,19528.1182,2.605
2019-11-10,56.69,114.79042928,329221.8,4190373.923,270364111.5,12800,17.3109794,19754.4389,2.615
2019-11-17,56.85,116.69401283,329252.5,4190262.558,270401476.1,12800,17.5526784,19405.7312,2.592
2019-11-24,56.90,108.26096053,329283.3,4190151.192,270438840.7,12900,18.3203091,19579.8665,2.579
2019-12-01,58.07,112.08470950,329314.0,4190039.827,270476205.2,12900,17.9418035,19477.3091,2.575
2019-12-08,57.64,109.47120499,329335.8,4189928.462,270513569.8,12800,14.8725286,19750.1111,2.561
2019-12-15,59.25,108.18341101,329357.6,4189817.096,270550934.3,12800,18.6165647,20106.3904,2.536
2019-12-22,60.75,108.70798824,329379.4,4189705.731,270588298.9,12900,16.9627090,20396.2701,2.532
2019-12-29,61.29,105.72584418,329401.2,4189594.365,270625663.4,12900,17.8387504,18812.8854,2.571
