week,oil_futures,cpi,us_pop,public_roads,us_urban_pop,oil_production,auto_sales,us_real_gdp,gasoline
2012-03-25,103.02,85.53936338,313669.0,4094050.769,252738126.4,5821,14.9290147,15489.7000,3.918
2012-04-01,103.31,91.50587306,313710.0,4094017.750,252784087.3,6049,15.4884290,16404.6709,3.941
2012-04-08,102.83,96.24904544,313744.6,4093984.731,252830048.1,6040,14.9326699,16184.5640,3.939
2012-04-15,103.05,88.27132171,313779.2,4093951.712,252876009.0,6043,16.1259667,15844.0428,3.922
2012-04-22,104.93,98.32098899,313813.8,4093918.692,252921969.8,6113,15.4152066,15580.8267,3.870
2012-04-29,98.49,100.81031139,313848.4,4093885.673,252967930.7,6121,17.6069161,16244.9288,3.830
2012-05-06,96.13,101.24285766,313883.0,4093852.654,253013891.6,6136,16.6085117,16246.5675,3.790
2012-05-13,91.48,104.59745319,313930.3,4093819.635,253059852.4,6149,14.9835073,15940.9360,3.754
2012-05-20,90.86,102.42192328,313977.5,4093786.615,253105813.3,6239,14.4566026,16348.2457,3.715
2012-05-27,83.23,102.71803716,314024.8,4093753.596,253151774.2,6227,13.8118264,16047.2399,3.670
2012-06-03,84.10,101.48788211,314072.0,4093720.577,253197735.0,6245,17.2020856,16702.6044,3.613
2012-06-10,84.03,100.07101433,314122.0,4093687.558,253243695.9,6236,14.7751727,16280.1563,3.572
2012-06-17,79.76,102.47277073,314172.0,4093654.538,253289656.8,6353,14.8532157,16057.0153,3.533
2012-06-24,84.96,101.78255237,314222.0,4093621.519,253335617.6,6257,14.0247460,15773.4179,3.437
2012-07-01,84.45,103.11360804,314272.0,4093588.500,253381578.5,6094,12.5912253,16030.1460,3.356
2012-07-08,87.10,101.92045554,314315.4,4093555.481,253427539.4,6249,15.1274327,16423.7318,3.411
2012-07-15,91.44,93.60803967,314358.8,4093522.462,253473500.2,6245,15.2756962,16331.9283,3.427
2012-07-22,90.13,103.26613529,314402.2,4093489.442,253519461.1,6364,13.6337539,16487.7803,3.494
2012-07-29,91.40,93.02137596,314445.6,4093456.423,253565422.0,6320,14.5568430,15754.7608,3.508
2012-08-05,92.87,103.68557796,314489.0,4093423.404,253611382.8,6218,14.7233905,15482.4177,3.645
2012-08-12,96.01,98.31994151,314542.5,4093390.385,253657343.7,6181,14.8946762,16216.0751,3.721
2012-08-19,96.15,99.89923182,314596.0,4093357.365,253703304.6,6246,15.1114299,15871.5569,3.744
2012-08-26,96.47,87.08124169,314649.5,4093324.346,253749265.4,6258,14.3985496,15686.4227,3.776
2012-09-02,96.42,90.86348936,314703.0,4093291.327,253795226.3,5486,15.4283497,16054.4157,3.843
2012-09-09,99.00,96.81609435,314743.4,4093258.308,253841187.2,5526,16.2437234,16624.6403,3.847
2012-09-16,92.89,96.40979599,314783.8,4093225.288,253887148.0,6277,14.8746384,15901.5808,3.878
2012-09-23,92.19,102.33030288,314824.2,4093192.269,253933108.9,6509,18.0530235,16040.2228,3.826
2012-09-30,89.88,97.29661923,314864.6,4093159.250,253979069.8,6520,13.9783394,15994.1575,3.804
2012-10-07,91.86,94.16000785,314905.0,4093126.231,254025030.6,6598,14.9290299,16831.5669,3.850
2012-10-14,90.05,101.91548308,314951.8,4093093.212,254070991.5,6606,14.8560664,16316.7589,3.819
2012-10-21,86.28,92.83504106,314998.5,4093060.192,254116952.3,6610,14.5767437,16559.6735,3.687
2012-10-28,84.86,94.58688000,315045.3,4093027.173,254162913.2,6669,12.4627821,16548.2616,3.568
2012-11-04,86.07,101.96910502,315092.0,4092994.154,254208874.1,6677,15.0374122,16344.9029,3.492
2012-11-11,86.67,95.76909962,315133.5,4092961.135,254254834.9,6709,16.0369013,16083.8960,3.449
2012-11-18,88.28,97.06359921,315175.0,4092928.115,254300795.8,6710,15.2038351,16594.3665,3.429
2012-11-25,88.91,98.52213978,315216.5,4092895.096,254346756.7,6818,15.1419614,15775.3018,3.437
2012-12-02,85.93,100.79002933,315258.0,4092862.077,254392717.5,6817,16.3971614,16543.8479,3.394
2012-12-09,86.73,101.56675372,315286.4,4092829.058,254438678.4,6852,12.5037193,16383.1521,3.349
2012-12-16,88.66,103.53830423,315314.8,4092796.038,254484639.3,6863,16.3978249,17156.7479,3.254
2012-12-23,90.80,108.29473559,315343.2,4092763.019,254530600.1,6984,16.1860206,15779.4047,3.257
2012-12-30,93.09,88.50436053,315371.6,4092730.000,254576561.0,6985,15.6295016,15893.4696,3.298
2013-01-06,93.56,98.21817185,315400.0,4093158.906,254620394.4,7002,17.6233776,15761.3210,3.299
2013-01-13,95.56,93.91386560,315433.8,4093587.811,254664227.8,7041,16.1669528,15900.5121,3.303
2013-01-20,95.88,97.47773873,315467.5,4094016.717,254708061.1,6989,15.9624459,15975.0440,3.315
2013-01-27,97.77,97.03000495,315501.3,4094445.623,254751894.5,6993,14.9970215,16764.1160,3.357
2013-02-03,95.72,91.68334000,315535.0,4094874.528,254795727.9,6997,15.9618489,16765.9727,3.538
2013-02-10,95.86,98.83349424,315571.8,4095303.434,254839561.3,7064,15.9596229,16503.0195,3.611
2013-02-17,93.13,98.61564750,315608.5,4095732.340,254883394.6,7118,15.2805572,16181.6427,3.747
2013-02-24,90.68,103.13104214,315645.3,4096161.245,254927228.0,7096,16.5482322,16787.2598,3.784
2013-03-03,91.95,94.05895677,315682.0,4096590.151,254971061.4,7093,13.5386507,16724.6811,3.759
2013-03-10,93.45,95.96423485,315713.8,4097019.057,255014894.8,7159,16.5046889,16306.8079,3.710
2013-03-17,93.71,95.71049775,315745.6,4097447.962,255058728.2,7150,16.8991284,15623.3633,3.696
2013-03-24,97.23,96.58103585,315777.4,4097876.868,255102561.5,7151,14.3948279,16982.8706,3.680
2013-03-31,92.70,98.00065286,315809.2,4098305.774,255146394.9,7151,15.4229723,16482.5239,3.645
2013-04-07,91.29,95.29966728,315841.0,4098734.679,255190228.3,7181,16.4187117,17126.4134,3.608
2013-04-14,88.01,91.72503784,315884.8,4099163.585,255234061.7,7208,17.0664795,16907.3576,3.542
2013-04-21,93.00,103.52868559,315928.5,4099592.491,255277895.0,7326,15.7427877,16706.4485,3.536
2013-04-28,95.61,96.07586713,315972.3,4100021.396,255321728.4,7312,15.9223292,16226.3611,3.520
2013-05-05,96.04,101.68851532,316016.0,4100450.302,255365561.8,7369,16.4558959,16419.6909,3.538
2013-05-12,96.02,107.49299432,316062.5,4100879.208,255409395.2,7321,16.0107124,15732.8176,3.603
2013-05-19,94.15,91.54202997,316109.0,4101308.113,255453228.5,7258,16.5380678,16041.5589,3.673
2013-05-26,91.97,105.37989801,316155.5,4101737.019,255497061.9,7292,17.2240497,16422.4228,3.645
2013-06-02,96.03,101.79552306,316202.0,4102165.925,255540895.3,7300,14.5925922,16397.4325,3.646
2013-06-09,97.85,99.74724324,316242.6,4102594.830,255584728.7,7224,15.3391167,16556.2395,3.655
2013-06-16,93.69,86.34025868,316283.2,4103023.736,255628562.1,7129,16.1888722,17265.5219,3.626
2013-06-23,96.56,95.03758319,316323.8,4103452.642,255672395.4,7261,17.2207335,17085.2871,3.577
2013-06-30,103.22,98.26545882,316364.4,4103881.547,255716228.8,7267,17.1046904,16300.8450,3.496
2013-07-07,105.95,110.19819976,316405.0,4104310.453,255760062.2,7401,17.3889020,16346.0782,3.492
2013-07-14,108.05,102.63891833,316460.5,4104739.358,255803895.6,7490,16.9371061,16279.8921,3.639
2013-07-21,104.70,94.06781990,316516.0,4105168.264,255847728.9,7555,15.7464526,16468.1060,3.682
2013-07-28,106.94,97.11438591,316571.5,4105597.170,255891562.3,7542,14.8489753,16887.7823,3.646
2013-08-04,105.97,100.74493220,316627.0,4106026.075,255935395.7,7560,13.6523927,15741.7794,3.632
2013-08-11,107.46,92.13072215,316681.8,4106454.981,255979229.1,7571,13.8131258,16525.3620,3.561
2013-08-18,106.42,104.19600112,316736.5,4106883.887,256023062.5,7518,14.6566715,16553.0908,3.550
2013-08-25,107.65,94.36894436,316791.3,4107312.792,256066895.8,7609,14.6439766,16653.9312,3.552
2013-09-01,110.53,92.02384393,316846.0,4107741.698,256110729.2,7621,15.4751798,16302.7904,3.608
2013-09-08,108.21,95.07065529,316887.8,4108170.604,256154562.6,7745,15.9165613,17501.0731,3.587
2013-09-15,104.68,90.61035351,316929.6,4108599.509,256198396.0,7827,16.0246749,16474.6294,3.547
2013-09-22,102.87,92.09819293,316971.4,4109028.415,256242229.3,7777,15.8702699,16157.6957,3.495
2013-09-29,103.84,102.45192902,317013.2,4109457.321,256286062.7,7784,16.6585224,17539.7440,3.425
2013-10-06,102.02,107.20755925,317055.0,4109886.226,256329896.1,7809,16.0878873,16205.9640,3.367
2013-10-13,100.81,94.24672894,317103.3,4110315.132,256373729.5,7428,17.9511996,16699.1282,3.354
2013-10-20,97.85,94.40833821,317151.5,4110744.038,256417562.8,7896,15.7428999,16677.6673,3.360
2013-10-27,94.61,96.24124015,317199.8,4111172.943,256461396.2,7853,16.8553828,16827.8499,3.294
2013-11-03,94.60,103.66131736,317248.0,4111601.849,256505229.6,7858,16.9972392,17440.9046,3.265
2013-11-10,93.84,95.26131162,317293.3,4112030.755,256549063.0,7981,15.1897498,16827.1183,3.194
2013-11-17,94.84,89.45372761,317338.5,4112459.660,256592896.4,7974,15.5159867,16532.4439,3.219
2013-11-24,92.72,96.39615146,317383.8,4112888.566,256636729.7,8019,16.5395281,16887.9417,3.293
2013-12-01,97.65,99.94666136,317429.0,4113317.472,256680563.1,8011,17.7055532,15755.9376,3.272
2013-12-08,96.60,90.69010523,317462.8,4113746.377,256724396.5,8075,15.8252276,17116.3576,3.269
2013-12-15,99.32,97.83418291,317496.6,4114175.283,256768229.9,8058,17.6091235,16457.8309,3.239
2013-12-22,100.32,104.41353868,317530.4,4114604.189,256812063.2,8111,15.8208827,16447.5813,3.271
2013-12-29,93.96,96.26283425,317564.2,4115033.094,256855896.6,8121,14.0854538,15555.7173,3.331
2014-01-05,92.72,101.37540903,317598.0,4115462.000,256899730.0,8145,15.7196173,16351.7486,3.332
2014-01-12,94.37,98.04241169,317638.0,4116977.288,256947066.2,8159,14.8726414,17925.0433,3.327
2014-01-19,96.64,89.03337899,317678.0,4118492.577,256994402.3,8052,15.0278380,16562.2919,3.296
2014-01-26,97.49,103.67035218,317718.0,4120007.865,257041738.5,8044,14.4865719,16291.1590,3.295
2014-02-02,99.88,107.31920010,317758.0,4121523.154,257089074.6,8044,16.0226093,16810.8167,3.292
2014-02-09,100.30,105.96533548,317799.5,4123038.442,257136410.8,8132,15.7192501,16151.2985,3.309
2014-02-16,102.20,99.92130487,317841.0,4124553.731,257183746.9,8148,16.6759657,17048.9419,3.380
2014-02-23,102.59,116.75249156,317882.5,4126069.019,257231083.1,8059,16.7181023,16871.0630,3.444
2014-03-02,102.58,99.08737898,317924.0,4127584.308,257278419.2,8077,18.1964454,17161.8674,3.479
2014-03-09,98.89,107.68819443,317958.8,4129099.596,257325755.4,8182,15.2537545,15930.3126,3.512
2014-03-16,99.46,95.35213468,317993.6,4130614.885,257373091.5,8215,18.1369432,17658.0965,3.547
2014-03-23,101.67,94.23239185,318028.4,4132130.173,257420427.7,8190,15.1648120,16765.5011,3.549
2014-03-30,101.14,108.35914595,318063.2,4133645.462,257467763.8,8192,15.1356628,17071.0990,3.579
2014-04-06,103.74,102.33439095,318098.0,4135160.750,257515100.0,8229,16.1110741,16638.8406,3.596
2014-04-13,104.30,100.85844226,318144.5,4136676.038,257562436.2,8301,17.1839768,16950.1257,3.651
2014-04-20,100.60,93.52183682,318191.0,4138191.327,257609772.3,8360,16.8872533,16317.6204,3.683
2014-04-27,99.76,101.48633273,318237.5,4139706.615,257657108.5,8352,16.9377525,16744.8287,3.713
2014-05-04,99.99,100.82030165,318284.0,4141221.904,257704444.6,8350,17.0099807,16919.2929,3.684
2014-05-11,102.02,98.35054699,318332.8,4142737.192,257751780.8,8428,16.0205732,16824.8318,3.668
2014-05-18,104.35,94.88613225,318381.5,4144252.481,257799116.9,8434,18.3248514,17376.4842,3.665
2014-05-25,102.71,99.85284346,318430.3,4145767.769,257846453.1,8472,17.1783693,17485.8577,3.674
2014-06-01,102.66,103.96097274,318479.0,4147283.058,257893789.2,8383,16.8160307,17556.7739,3.690
2014-06-08,106.91,105.52488028,318521.6,4148798.346,257941125.4,8460,17.4455095,17620.7050,3.674
2014-06-15,107.26,105.36062265,318564.2,4150313.635,257988461.5,8477,17.9620985,16930.2212,3.686
2014-06-22,105.74,96.36622953,318606.8,4151828.923,258035797.7,8446,20.1036413,17004.8187,3.704
2014-06-29,104.06,99.52325460,318649.4,4153344.212,258083133.8,8442,17.6908988,17638.1121,3.704
2014-07-06,100.83,102.40021732,318692.0,4154859.500,258130470.0,8514,16.4995489,17540.8927,3.678
2014-07-13,103.13,97.12345096,318749.3,4156374.788,258177806.2,8592,18.2076662,16870.4765,3.635
2014-07-20,102.09,93.71954036,318806.5,4157890.077,258225142.3,8565,18.3204973,17638.6704,3.593
2014-07-27,97.88,101.13502825,318863.8,4159405.365,258272478.5,8443,16.9024056,17664.9374,3.539
2014-08-03,97.65,109.13809871,318921.0,4160920.654,258319814.6,8453,17.4564527,16709.8754,3.515
2014-08-10,97.35,94.79661283,318966.6,4162435.942,258367150.8,8556,15.9569307,17534.8012,3.505
2014-08-17,93.65,104.01150556,319012.2,4163951.231,258414486.9,8577,17.5059454,17490.3361,3.472
2014-08-24,95.96,107.62596871,319057.8,4165466.519,258461823.1,8631,14.9375402,17469.9212,3.454
2014-08-31,93.29,98.83935223,319103.4,4166981.808,258509159.2,8630,16.2054036,16816.1731,3.459
2014-09-07,92.27,103.68849571,319149.0,4168497.096,258556495.4,8590,19.3167796,17527.4636,3.457
2014-09-14,92.41,104.49748485,319203.5,4170012.385,258603831.5,8838,17.9603749,16583.9414,3.408
2014-09-21,93.54,95.99513078,319258.0,4171527.673,258651167.7,8867,18.7190053,16756.1711,3.353
2014-09-28,89.74,93.01280982,319312.5,4173042.962,258698503.8,8837,17.9819039,17479.7966,3.354
2014-10-05,85.82,105.84361194,319367.0,4174558.250,258745840.0,8875,18.1264566,17155.6176,3.299
2014-10-12,82.75,100.74563745,319415.5,4176073.538,258793176.2,8951,15.7400644,17295.8152,3.207
2014-10-19,81.01,96.12066197,319464.0,4177588.827,258840512.3,8934,15.9190871,17494.8654,3.120
2014-10-26,80.54,98.79206371,319512.5,4179104.115,258887848.5,8970,18.3196280,17331.0697,3.056
2014-11-02,78.65,101.35427041,319561.0,4180619.404,258935184.6,8972,18.3968568,17208.5342,2.993
2014-11-09,75.82,98.83268465,319597.2,4182134.692,258982520.8,9063,14.3852443,17685.1818,2.941
2014-11-16,76.51,92.84353906,319633.4,4183649.981,259029856.9,9004,15.9468495,18097.4767,2.894
2014-11-23,66.15,92.11492903,319669.6,4185165.269,259077193.1,9077,15.6406875,17012.4257,2.821
2014-11-30,65.84,102.80391436,319705.8,4186680.558,259124529.2,9083,17.0144596,17045.3255,2.778
2014-12-07,57.81,93.47211274,319742.0,4188195.846,259171865.4,9118,18.3818952,17450.1172,2.679
2014-12-14,56.52,106.42278301,319782.5,4189711.135,259219201.5,9137,16.5053273,16605.5953,2.554
2014-12-21,54.73,96.84195701,319823.0,4191226.423,259266537.7,9127,14.1529276,16911.8601,2.403
2014-12-28,52.69,91.31771818,319863.5,4192741.712,259313873.8,9121,17.8968519,17727.3332,2.299
2015-01-04,48.36,95.60916794,319904.0,4194257.000,259361210.0,9132,17.2288071,16951.2619,2.214
2015-01-11,48.69,98.37789795,319941.3,4193817.769,259409378.0,9192,17.3837221,17182.3176,2.139
2015-01-18,45.59,100.63560143,319978.5,4193378.538,259457545.9,9186,16.6387127,18026.0065,2.066
2015-01-25,48.24,104.54879046,320015.8,4192939.308,259505713.9,9213,18.2920283,17283.4655,2.044
2015-02-01,51.69,104.35402468,320053.0,4192500.077,259553881.8,9177,17.1964314,17062.6653,2.068
2015-02-08,52.78,95.65686799,320093.5,4192060.846,259602049.8,9226,18.3320150,17757.7035,2.191
2015-02-15,50.34,99.28360738,320134.0,4191621.615,259650217.8,9280,17.2615383,17326.1614,2.274
2015-02-22,49.76,104.00617788,320174.5,4191182.385,259698385.7,9285,16.3455427,16720.1202,2.332
2015-03-01,49.61,98.35270826,320215.0,4190743.154,259746553.7,9324,15.3608638,17228.1046,2.473
2015-03-08,44.84,91.77677279,320250.0,4190303.923,259794721.7,9366,17.6677329,17632.4676,2.487
2015-03-15,45.72,98.18767398,320285.0,4189864.692,259842889.6,9419,16.4981628,17500.7501,2.453
2015-03-22,48.87,98.36556767,320320.0,4189425.462,259891057.6,9422,19.1562626,17723.7569,2.457
2015-03-29,49.14,104.49967339,320355.0,4188986.231,259939225.5,9386,19.0363648,17027.6282,2.448
2015-04-05,51.64,94.48867901,320390.0,4188547.000,259987393.5,9404,17.8875119,17841.7792,2.413
2015-04-12,55.74,103.38048955,320436.0,4188107.769,260035561.5,9384,18.0295806,17324.5046,2.408
2015-04-19,57.15,101.00898150,320482.0,4187668.538,260083729.4,9366,14.8197307,17680.6113,2.485
2015-04-26,59.15,99.67318592,320528.0,4187229.308,260131897.4,9373,15.5014315,17950.0727,2.570
2015-05-03,59.39,99.53937660,320574.0,4186790.077,260180065.3,9369,17.5596399,17702.5663,2.664
2015-05-10,59.69,101.67828800,320613.0,4186350.846,260228233.3,9374,16.7289816,18446.9952,2.691
2015-05-17,59.72,106.90972252,320652.0,4185911.615,260276401.3,9262,18.6666292,17428.5037,2.744
2015-05-24,60.30,91.99044966,320691.0,4185472.385,260324569.2,9566,18.3382471,18311.8892,2.774
2015-05-31,59.13,101.57228753,320730.0,4185033.154,260372737.2,9586,15.7464458,17916.6080,2.780
2015-06-07,59.96,99.05950695,320769.0,4184593.923,260420905.2,9610,16.9153384,18135.7670,2.780
2015-06-14,59.61,100.24173325,320822.3,4184154.692,260469073.1,9589,16.2011442,18238.7707,2.835
2015-06-21,59.63,103.56585966,320875.5,4183715.462,260517241.1,9604,16.8011438,17089.4617,2.812
2015-06-28,56.93,107.44228764,320928.8,4183276.231,260565409.0,9595,17.5856164,17648.5952,2.801
2015-07-05,52.74,102.13547509,320982.0,4182837.000,260613577.0,9604,19.1398440,17272.6225,2.793
2015-07-12,50.89,100.76286206,321037.8,4182397.769,260661745.0,9562,16.5446930,18069.1147,2.834
2015-07-19,48.14,97.59744411,321093.5,4181958.538,260709912.9,9558,18.1928778,17367.0437,2.802
2015-07-26,47.12,92.52973087,321149.3,4181519.308,260758080.9,9413,19.0123532,17723.3305,2.745
2015-08-02,43.87,103.10481943,321205.0,4181080.077,260806248.8,9465,19.8729932,17957.7569,2.689
2015-08-09,42.50,107.16670469,321249.6,4180640.846,260854416.8,9395,19.2983522,18080.6960,2.629
2015-08-16,40.45,99.77522162,321294.2,4180201.615,260902584.8,9348,20.0138720,17113.2099,2.716
2015-08-23,45.22,101.83180643,321338.8,4179762.385,260950752.7,9337,19.4400846,17268.5079,2.637
2015-08-30,46.05,96.67763589,321383.4,4179323.154,260998920.7,9218,17.4325171,17296.2699,2.510
2015-09-06,44.63,105.04410644,321428.0,4178883.923,261047088.7,9135,19.0387002,16878.4583,2.437
2015-09-13,44.68,105.09550622,321481.3,4178444.692,261095256.6,9117,19.0456543,16868.6168,2.375
2015-09-20,45.70,95.14467705,321534.5,4178005.462,261143424.6,9136,18.3417015,17345.2295,2.327
2015-09-27,45.54,101.64625589,321587.8,4177566.231,261191592.5,9096,18.8925862,16921.7765,2.322
2015-10-04,49.63,108.43855764,321641.0,4177127.000,261239760.5,9172,19.3831340,17519.4960,2.318
2015-10-11,47.26,99.38092326,321689.3,4176687.769,261287928.5,9096,17.5769874,17609.2697,2.337
2015-10-18,44.60,95.72596828,321737.5,4176248.538,261336096.4,9096,17.8903996,18657.1085,2.277
2015-10-25,46.59,95.25188416,321785.8,4175809.308,261384264.4,9112,17.5757803,16961.9303,2.228
2015-11-01,44.29,96.36508003,321834.0,4175370.077,261432432.3,9160,18.7706361,17807.7812,2.224
2015-11-08,40.74,103.42611189,321871.2,4174930.846,261480600.3,9185,19.4957520,17520.9862,2.235
2015-11-15,40.39,104.64110168,321908.4,4174491.615,261528768.3,9182,17.2988149,17214.3993,2.178
2015-11-22,41.71,101.25566898,321945.6,4174052.385,261576936.2,9165,18.5862113,18369.1814,2.094
2015-11-29,39.97,104.37906518,321982.8,4173613.154,261625104.2,9202,18.4197559,18156.4312,2.059
2015-12-06,35.62,103.92338375,322020.0,4173173.923,261673272.2,9164,17.8509966,17002.8596,2.053
2015-12-13,34.73,110.46137193,322064.0,4172734.692,261721440.1,9176,16.6158222,17367.1721,2.037
2015-12-20,38.10,99.62674662,322108.0,4172295.462,261769608.1,9179,15.9433279,17142.5685,2.026
2015-12-27,37.04,101.47118577,322152.0,4171856.231,261817776.0,9202,19.0642379,18799.2668,2.034
2016-01-03,33.16,107.72073889,322196.0,4171417.000,261865944.0,9219,17.3397315,17839.2413,2.028
2016-01-10,29.42,103.79578279,322227.4,4170814.904,261914026.2,9227,18.1491700,18147.4378,1.996
2016-01-17,32.19,100.38223398,322258.8,4170212.808,261962108.3,9235,18.7026970,16684.4031,1.914
2016-01-24,33.62,97.84091640,322290.2,4169610.712,262010190.5,9221,18.1587874,16753.4629,1.856
2016-01-31,30.89,102.80618531,322321.6,4169008.615,262058272.6,9214,17.6776998,18260.8262,1.822
2016-02-07,29.44,102.52443336,322353.0,4168406.519,262106354.8,9186,19.3646795,17602.4370,1.759
2016-02-14,29.64,91.23058742,322393.0,4167804.423,262154436.9,9135,20.5003705,17722.8206,1.724
2016-02-21,32.78,100.97591042,322433.0,4167202.327,262202519.1,9102,15.8082020,17796.3983,1.730
2016-02-28,35.92,103.12401743,322473.0,4166600.231,262250601.2,9077,17.5583410,17552.9239,1.783
2016-03-06,38.50,93.93382834,322513.0,4165998.135,262298683.4,9078,13.5657882,17280.1136,1.841
2016-03-13,39.44,104.56529598,322556.0,4165396.038,262346765.5,9068,18.3514096,17526.8181,1.961
2016-03-20,39.46,106.54554490,322599.0,4164793.942,262394847.7,9038,16.4511872,17680.4372,2.007
2016-03-27,36.79,98.89335792,322642.0,4164191.846,262442929.8,9022,18.3030620,18246.5916,2.066
2016-04-03,39.72,109.50539764,322685.0,4163589.750,262491012.0,9008,16.5442975,17885.0710,2.083
2016-04-10,40.36,99.75235294,322730.5,4162987.654,262539094.2,8977,18.4777590,17486.5887,2.069
2016-04-17,43.73,99.23434725,322776.0,4162385.558,262587176.3,8953,17.2384387,16993.4097,2.137
2016-04-24,45.92,95.63441231,322821.5,4161783.462,262635258.5,8938,18.0269414,18067.0196,2.162
2016-05-01,44.66,94.42645449,322867.0,4161181.365,262683340.6,8825,16.3253092,17477.5729,2.240
2016-05-08,46.21,97.58266035,322905.8,4160579.269,262731422.8,8802,15.0389438,17488.6235,2.220
2016-05-15,47.75,104.24113332,322944.6,4159977.173,262779504.9,8791,15.4080150,17981.8741,2.242
2016-05-22,49.33,95.06155566,322983.4,4159375.077,262827587.1,8767,17.0403381,18198.8266,2.300
2016-05-29,48.62,104.58294394,323022.2,4158772.981,262875669.2,8735,18.3275795,18011.2309,2.339
2016-06-05,49.07,99.74313750,323061.0,4158170.885,262923751.4,8745,18.5852361,16607.9411,2.381
2016-06-12,47.98,96.88125342,323112.0,4157568.788,262971833.5,8716,19.3799228,17534.9025,2.399
2016-06-19,47.64,111.34008729,323163.0,4156966.692,263019915.7,8677,14.6615545,18311.8521,2.353
2016-06-26,48.99,116.20302946,323214.0,4156364.596,263067997.8,8622,17.6820291,18449.1265,2.329
2016-07-03,45.41,94.17109721,323265.0,4155762.500,263116080.0,8428,18.4685818,17505.7044,2.291
2016-07-10,45.95,109.30446205,323306.6,4155160.404,263164162.2,8485,19.6413897,18394.4197,2.253
2016-07-17,44.19,106.36643735,323348.2,4154558.308,263212244.3,8494,17.9646998,17724.8917,2.230
2016-07-24,41.60,95.69653923,323389.8,4153956.212,263260326.5,8515,19.2856477,17831.7647,2.182
2016-07-31,41.80,104.52241144,323431.4,4153354.115,263308408.6,8460,16.3564728,18051.6997,2.159
2016-08-07,44.49,98.66619027,323473.0,4152752.019,263356490.8,8445,18.3645274,17398.3169,2.150
2016-08-14,48.52,99.83124883,323524.8,4152149.923,263404572.9,8597,16.5864455,17654.9682,2.149
2016-08-21,47.64,100.80471779,323576.5,4151547.827,263452655.1,8548,19.1440009,17962.4582,2.193
2016-08-28,44.44,104.42996997,323628.3,4150945.731,263500737.2,8488,19.1459685,17882.5825,2.237
2016-09-04,45.88,108.85940728,323680.0,4150343.635,263548819.4,8458,17.8140817,17399.4805,2.223
2016-09-11,43.03,107.67072739,323729.0,4149741.538,263596901.5,8493,18.1658230,17899.3117,2.202
2016-09-18,44.48,108.26429633,323778.0,4149139.442,263644983.7,8512,17.8139598,17637.1566,2.225
2016-09-25,48.24,89.69585572,323827.0,4148537.346,263693065.8,8497,17.9148819,17167.3776,2.224
2016-10-02,49.81,99.10455506,323876.0,4147935.250,263741148.0,8467,18.2079897,17541.9293,2.245
2016-10-09,50.35,100.48053193,323911.2,4147333.154,263789230.2,8450,15.8760191,18064.2667,2.272
2016-10-16,50.85,93.62533618,323946.4,4146731.058,263837312.3,8464,17.8017567,16979.5390,2.257
2016-10-23,48.70,93.69436052,323981.6,4146128.962,263885394.5,8504,17.8518141,17903.0182,2.243
2016-10-30,44.07,101.13179234,324016.8,4145526.865,263933476.6,8522,17.1606078,17872.0240,2.230
2016-11-06,43.41,109.35451218,324052.0,4144924.769,263981558.8,8692,16.5677151,18341.4276,2.233
2016-11-13,45.69,94.34899153,324093.0,4144322.673,264029640.9,8681,17.2764209,18040.6766,2.184
2016-11-20,46.06,102.33993033,324134.0,4143720.577,264077723.1,8690,17.8011780,17762.1717,2.155
2016-11-27,51.68,110.72417945,324175.0,4143118.481,264125805.2,8699,19.4628596,17976.6083,2.154
2016-12-04,51.50,109.93093911,324216.0,4142516.385,264173887.4,8697,18.0315792,17619.2947,2.208
2016-12-11,51.90,98.79612359,324252.5,4141914.288,264221969.5,8796,17.8909191,18226.1402,2.236
2016-12-18,53.02,104.36169875,324289.0,4141312.192,264270051.7,8786,18.5315886,18477.6994,2.264
2016-12-25,53.72,104.02295990,324325.5,4140710.096,264318133.8,8766,17.9012413,17886.7943,2.309
2017-01-01,53.99,107.18540227,324362.0,4140108.000,264366216.0,8770,18.1697390,18106.7128,2.377
2017-01-08,52.37,100.88214592,324388.4,4140961.135,264410647.1,8946,18.2424260,18351.0496,2.388
2017-01-15,52.42,100.17127880,324414.8,4141814.269,264455078.2,8944,21.3127951,18127.7393,2.358
2017-01-22,53.17,102.63696611,324441.2,4142667.404,264499509.3,8961,17.8551489,17449.3723,2.326
2017-01-29,53.83,105.97866260,324467.6,4143520.538,264543940.5,8915,17.0295065,17992.1701,2.296
2017-02-05,53.86,103.77691777,324494.0,4144373.673,264588371.6,8978,18.5384080,18252.3005,2.293
2017-02-12,53.40,100.91812235,324528.5,4145226.808,264632802.7,8977,18.4197660,18131.4901,2.307
2017-02-19,53.99,105.59149664,324563.0,4146079.942,264677233.8,9001,17.8754731,16698.2064,2.302
2017-02-26,53.33,105.14408099,324597.5,4146933.077,264721664.9,9032,19.2299761,17485.9312,2.314
2017-03-05,48.49,101.10828751,324632.0,4147786.212,264766096.0,9088,16.6189077,18506.3788,2.341
2017-03-12,48.78,98.79856273,324669.8,4148639.346,264810527.2,9109,17.4836103,17851.7895,2.323
2017-03-19,47.97,104.88388649,324707.5,4149492.481,264854958.3,9129,16.2552361,17783.9718,2.321
2017-03-26,50.60,102.20012018,324745.3,4150345.615,264899389.4,9147,15.2870888,16785.3275,2.315
2017-04-02,52.24,106.11032515,324783.0,4151198.750,264943820.5,9199,16.1992675,18680.6043,2.360
