week,crude_oil,cpi,us_pop,public_roads,us_urban_pop,oil_production,auto_sales,us_real_gdp,gasoline
2006-11-19,57.56,83.28911737,300064.0,4030543.731,238676385.3,5269,15.7396383,15679.1572,2.239
2006-11-26,57.24,88.40873197,300121.0,4030954.942,238730208.8,5030,16.7051159,15091.0691,2.246
2006-12-03,62.02,87.52475355,300178.0,4031366.154,238784032.2,5368,17.4933409,16049.6908,2.297
2006-12-10,62.32,87.73195650,300222.0,4031777.365,238837855.7,5357,17.6698110,15544.2203,2.293
2006-12-17,61.91,91.16221510,300266.0,4032188.577,238891679.1,5348,15.6125867,15275.3912,2.320
2006-12-24,62.40,90.20456779,300310.0,4032599.788,238945502.6,5361,18.7322244,16008.2234,2.341
2006-12-31,60.66,79.13977133,300354.0,4033011.000,238999326.0,5369,16.1975043,16020.5613,2.334
2007-01-07,57.76,88.60284918,300398.0,4033303.585,239052079.8,5370,16.4693856,15790.3947,2.306
2007-01-14,54.11,90.95562755,300450.5,4033596.170,239104833.6,5317,16.8350926,16649.8913,2.229
2007-01-21,51.51,84.44231358,300503.0,4033888.755,239157587.4,5241,15.9776986,15778.5051,2.165
2007-01-28,53.57,81.84302068,300555.5,4034181.340,239210341.2,5224,15.3122178,16056.7067,2.165
2007-02-04,57.11,90.16938553,300608.0,4034473.925,239263095.1,5283,16.9722006,15172.3312,2.191
2007-02-11,58.99,86.44064305,300661.8,4034766.509,239315848.9,5316,16.7019364,15614.8533,2.241
2007-02-18,58.41,82.99547001,300715.5,4035059.094,239368602.7,5323,16.2337986,15806.5380,2.296
2007-02-25,59.57,94.58695570,300769.3,4035351.679,239421356.5,5285,17.7507293,15693.2683,2.383
2007-03-04,61.64,92.00275269,300823.0,4035644.264,239474110.3,5267,16.5140067,15432.0394,2.505
2007-03-11,60.85,89.35943990,300878.5,4035936.849,239526864.1,5218,16.5898681,15285.4857,2.559
2007-03-18,57.94,84.71337361,300934.0,4036229.434,239579617.9,5235,16.1300723,15713.0580,2.577
2007-03-25,58.26,80.65830645,300989.5,4036522.019,239632371.7,5218,15.8169598,15967.6317,2.610
2007-04-01,64.18,82.07322780,301045.0,4036814.604,239685125.5,5243,16.0203658,15766.1844,2.707
2007-04-08,64.82,85.39793010,301091.6,4037107.189,239737879.4,5179,16.3094076,15165.2906,2.802
2007-04-15,62.58,91.54768879,301138.2,4037399.774,239790633.2,5125,15.7620003,15814.8897,2.876
2007-04-22,63.06,91.52112413,301184.8,4037692.358,239843387.0,5128,16.0351125,15926.8709,2.869
2007-04-29,65.26,78.51831960,301231.4,4037984.943,239896140.8,5089,18.3612576,15933.3298,2.971
2007-05-06,63.82,81.75202587,301278.0,4038277.528,239948894.6,5131,18.4226667,15638.2535,3.054
2007-05-13,61.90,87.70108526,301340.5,4038570.113,240001648.4,5201,16.7253412,14686.2564,3.103
2007-05-20,63.61,81.17921945,301403.0,4038862.698,240054402.2,5207,17.3507327,15650.5153,3.218
2007-05-27,64.89,91.53779875,301465.5,4039155.283,240107156.0,5148,18.1111504,15169.9598,3.209
2007-06-03,63.94,94.90925123,301528.0,4039447.868,240159909.8,5180,16.6625752,15641.4706,3.157
2007-06-10,65.90,86.80481626,301593.5,4039740.453,240212663.7,5170,15.3389640,15718.7055,3.076
2007-06-17,66.62,93.23578190,301659.0,4040033.038,240265417.5,5093,15.5688574,16539.6461,3.009
2007-06-24,68.78,95.92961542,301724.5,4040325.623,240318171.3,5108,16.5769431,15815.7269,2.982
2007-07-01,69.13,90.14957295,301790.0,4040618.208,240370925.1,5122,16.8440197,14980.4772,2.959
2007-07-08,71.78,78.52873116,301844.8,4040910.792,240423678.9,5198,16.6799800,15765.2013,2.981
2007-07-15,72.79,78.33271033,301899.6,4041203.377,240476432.7,5201,15.9926790,16566.7179,3.049
2007-07-22,74.92,80.44562975,301954.4,4041495.962,240529186.5,5184,17.6115591,15463.1011,2.958
2007-07-29,75.15,97.04695614,302009.2,4041788.547,240581940.3,5206,15.2254898,16005.6673,2.876
2007-08-05,76.75,93.08193539,302064.0,4042081.132,240634694.2,5142,17.1064899,15822.2178,2.838
2007-08-12,71.92,93.94166608,302131.5,4042373.717,240687448.0,5192,17.4617004,15136.1957,2.771
2007-08-19,72.05,93.48717980,302199.0,4042666.302,240740201.8,5119,15.7713365,15460.0022,2.785
2007-08-26,70.19,87.64366631,302266.5,4042958.887,240792955.6,5161,16.8053631,16119.5734,2.749
2007-09-02,72.93,80.47400917,302334.0,4043251.472,240845709.4,5021,16.3549501,15472.8284,2.796
2007-09-09,75.96,88.17466809,302385.2,4043544.057,240898463.2,5129,18.8110983,15740.3745,2.818
2007-09-16,78.95,88.85648460,302436.4,4043836.642,240951217.0,5039,18.1761433,15683.6653,2.787
2007-09-23,82.26,82.12863162,302487.6,4044129.226,241003970.8,5027,17.0243154,15167.5977,2.812
2007-09-30,81.70,90.90777140,302538.8,4044421.811,241056724.6,5064,18.0641440,15671.8907,2.788
2007-10-07,80.59,87.35360151,302590.0,4044714.396,241109478.5,5059,18.2071439,16213.6432,2.770
2007-10-14,81.46,87.86289378,302651.0,4045006.981,241162232.3,5102,15.7611083,15770.0687,2.762
2007-10-21,87.80,88.19172910,302712.0,4045299.566,241214986.1,5122,17.9083960,16314.8258,2.823
2007-10-28,89.23,79.32680459,302773.0,4045592.151,241267739.9,5114,16.2000593,15705.8110,2.872
2007-11-04,93.46,90.86995696,302834.0,4045884.736,241320493.7,5126,16.9574604,15497.0168,3.013
2007-11-11,95.81,93.52857844,302891.0,4046177.321,241373247.5,5134,15.5652863,15027.2750,3.111
2007-11-18,93.56,78.05657646,302948.0,4046469.906,241426001.3,4942,14.8392785,15624.8317,3.099
2007-11-25,97.93,88.58319053,303005.0,4046762.491,241478755.1,5117,17.7043772,15247.2507,3.097
2007-12-02,92.47,84.43778122,303062.0,4047055.075,241531508.9,5133,15.6487863,16207.1435,3.061
2007-12-09,88.71,92.36354119,303105.6,4047347.660,241584262.8,5117,14.1736576,15994.7737,3.000
2007-12-16,91.18,86.13367551,303149.2,4047640.245,241637016.6,5110,16.5695677,15223.6520,2.998
2007-12-23,91.16,83.44972061,303192.8,4047932.830,241689770.4,5117,13.4427579,15229.7079,2.980
2007-12-30,95.64,87.08898607,303236.4,4048225.415,241742524.2,5078,17.1192048,15711.9865,3.053
2008-01-06,98.17,87.13305809,303280.0,4048518.000,241795278.0,5051,14.7033260,16229.2209,3.109
2008-01-13,94.76,85.18076500,303333.5,4048726.346,241849351.6,5013,15.6685382,16231.1037,3.068
2008-01-20,91.51,80.08086183,303387.0,4048934.692,241903425.2,5042,15.7792687,15002.4641,3.017
2008-01-27,89.41,82.61566297,303440.5,4049143.038,241957498.7,4998,14.8071142,16483.2299,2.977
2008-02-03,91.14,96.54246377,303494.0,4049351.385,242011572.3,5013,14.8285464,15687.8216,2.978
2008-02-10,89.08,89.62786236,303547.3,4049559.731,242065645.9,5044,14.7362783,16421.9799,2.960
2008-02-17,94.13,90.27943382,303600.5,4049768.077,242119719.5,5034,13.0081344,16204.4098,3.042
2008-02-24,99.61,90.86996178,303653.8,4049976.423,242173793.0,5044,15.0052601,15411.9093,3.130
2008-03-02,100.84,99.35410078,303707.0,4050184.769,242227866.6,5050,15.9628226,16787.5244,3.162
2008-03-09,103.44,93.45320341,303750.8,4050393.115,242281940.2,5100,17.1048329,16042.5864,3.225
2008-03-16,109.35,93.55587576,303794.6,4050601.462,242336013.8,5100,15.8477033,16167.9898,3.284
2008-03-23,105.28,95.49997829,303838.4,4050809.808,242390087.3,5103,14.5263787,15759.0910,3.259
2008-03-30,104.49,85.33926136,303882.2,4051018.154,242444160.9,5087,13.9603442,15793.6826,3.290
2008-04-06,103.46,98.13574230,303926.0,4051226.500,242498234.5,5097,15.2005023,16189.2472,3.332
2008-04-13,109.71,90.83373636,303983.8,4051434.846,242552308.1,5096,13.5244186,16552.0540,3.389
2008-04-20,114.33,94.72630855,304041.5,4051643.192,242606381.7,5101,14.5283850,15261.3888,3.508
2008-04-27,118.53,91.71736780,304099.3,4051851.538,242660455.2,5098,13.8247501,16626.6882,3.603
2008-05-04,115.42,90.74491917,304157.0,4052059.885,242714528.8,5099,13.4485853,15732.1348,3.613
2008-05-11,123.01,89.88741792,304216.8,4052268.231,242768602.4,5128,15.4158503,16267.5256,3.722
2008-05-18,124.96,88.16040510,304276.5,4052476.577,242822676.0,5045,16.5006709,16585.7153,3.791
2008-05-25,130.14,87.71514181,304336.3,4052684.923,242876749.5,5128,16.1723640,14978.3581,3.937
2008-06-01,128.47,100.47046961,304396.0,4052893.269,242930823.1,5139,13.3617748,15483.9720,3.976
2008-06-08,128.16,101.91123761,304446.0,4053101.615,242984896.7,5114,13.3028881,16257.5225,4.039
2008-06-15,134.80,81.25796901,304496.0,4053309.962,243038970.3,5145,14.8269679,15028.5645,4.082
2008-06-22,134.34,84.12114383,304546.0,4053518.308,243093043.8,5120,12.9406849,15749.0682,4.079
2008-06-29,137.00,92.91538753,304596.0,4053726.654,243147117.4,5123,14.9528222,15664.0085,4.095
2008-07-06,142.52,98.99413086,304646.0,4053935.000,243201191.0,4960,13.7333735,14675.5127,4.114
2008-07-13,139.95,86.01038994,304710.3,4054143.346,243255264.6,5139,11.1806307,15016.2217,4.113
2008-07-20,135.37,91.24016457,304774.5,4054351.692,243309338.2,5165,11.4761948,16324.4263,4.064
2008-07-27,125.92,82.83190379,304838.8,4054560.038,243363411.7,5160,12.7208396,15787.8002,3.955
2008-08-03,124.57,95.91403912,304903.0,4054768.385,243417485.3,5172,14.3382873,15543.0556,3.880
2008-08-10,118.80,89.89523550,304954.0,4054976.731,243471558.9,5139,9.9728887,15274.5573,3.809
2008-08-17,114.40,90.71287947,305005.0,4055185.077,243525632.5,5078,15.3218641,14863.8603,3.740
2008-08-24,115.70,95.09571052,305056.0,4055393.423,243579706.0,4906,13.3845890,15780.1341,3.685
2008-08-31,116.09,88.09734828,305107.0,4055601.769,243633779.6,5097,15.4750801,15649.4678,3.680
2008-09-07,108.37,99.68914086,305158.0,4055810.115,243687853.2,4084,12.2467294,15359.3864,3.648
2008-09-14,102.88,90.19106009,305219.3,4056018.462,243741926.8,3988,15.7866871,16624.9408,3.835
2008-09-21,97.19,95.22371785,305280.5,4056226.808,243796000.3,3932,13.6818275,15344.8478,3.718
2008-09-28,111.12,89.33020648,305341.8,4056435.154,243850073.9,3839,12.5349433,15212.7472,3.632
2008-10-05,96.59,79.59825653,305403.0,4056643.500,243904147.5,4422,8.5899886,15086.0382,3.484
2008-10-12,86.24,84.64898296,305457.3,4056851.846,243958221.1,4572,10.3387298,15035.5842,3.151
2008-10-19,75.19,98.30421741,305511.5,4057060.192,244012294.7,4630,10.6057812,15117.8304,2.914
2008-10-26,68.56,96.39172273,305565.8,4057268.538,244066368.2,4675,9.6558003,14526.4133,2.656
2008-11-02,65.21,100.73647675,305620.0,4057476.885,244120441.8,4776,10.2908232,15640.2572,2.400
2008-11-09,64.31,91.20511642,305661.4,4057685.231,244174515.4,4885,11.7183360,15831.1043,2.224
2008-11-16,58.60,93.39247797,305702.8,4057893.577,244228589.0,4943,10.2256252,14489.3275,2.072
2008-11-23,52.26,86.90673272,305744.2,4058101.923,244282662.5,5006,10.1190635,15235.3596,1.892
2008-11-30,53.27,99.23816213,305785.6,4058310.269,244336736.1,5118,10.7454100,15451.9032,1.811
2008-12-07,45.60,82.36787473,305827.0,4058518.615,244390809.7,5152,12.5338651,15362.3704,1.699
2008-12-14,44.57,96.26510760,305879.0,4058726.962,244444883.3,4967,10.2985681,14770.9146,1.659
2008-12-21,39.70,92.91105685,305931.0,4058935.308,244498956.8,4972,9.5944894,15966.6992,1.653
2008-12-28,32.98,94.41773652,305983.0,4059143.654,244553030.4,4979,10.4099437,15333.0495,1.613
